排序,公司名称,国家地区,营业收入百万美元,利润百万美元,资产百万美元,股东权益百万美元,雇员人数
26,VERIZON COMMUNICATIONS,美国,"67,190.0",389.0,"170,795.0","32,539.0","247,000"
27,DEUTSCHE BANK,德国,"66,839.9",149.5,"817,556.3","35,786.6","94,782"
28,E.ON,德国,"66,453.0","1,834.0","88,187.5","21,780.2","151,953"
29,U.S. POSTAL SERVICE,美国,"65,834.0","(1,680.0)","59,091.0","(2,326.0)","891,005"
30,AXA,法国,"65,579.9",465.7,"432,362.2","22,063.3","90,151"
31,CREDIT SUISSE,瑞士,"64,204.5",940.5,"615,860.4","21,562.4","79,699"
32,HITACHI,日本,"63,931.2","(3,869.5)","74,814.6","17,385.6","321,517"
33,NIPPON LIFE INSURANCE,日本,"63,827.2","2,227.9","343,374.7","21,656.5","72,895"
34,AMERICAN INTERNATIONAL GROUP,美国,"62,402.0","5,363.0","492,982.0","52,150.0","81,000"
35,CARREFOUR,法国,"62,224.6","1,133.5","38,704.7","6,220.5","382,821"
36,AMERICAN ELECTRIC POWER,美国,"61,257.0",970.8,"47,281.0","8,229.0","27,726"
37,SONY,日本,"60,608.0",122.4,"61,762.6","17,885.0","168,000"
38,ROYAL AHOLD,荷兰,"59,633.9",997.2,"28,702.3","5,246.2","270,739"
39,DUKE ENERGY,美国,"59,503.0","1,898.0","48,375.0","12,689.0","24,000"
40,AT&T,美国,"59,142.0","7,715.0","165,282.0","51,680.0","117,800"
41,HONDA MOTOR,日本,"58,882.0","2,900.8","52,369.0","19,420.6","120,600"
42,BOEING,美国,"58,198.0","2,827.0","48,343.0","10,825.0","188,000"
43,EL PASO,美国,"57,475.0",93.0,"48,171.0","9,356.0","14,180"
44,BNP PARIBAS,法国,"55,044.4","3,598.1","734,817.9","21,912.0","85,194"
45,MATSUSHITA ELECTRIC INDUSTRIAL,日本,"54,997.1","(3,447.0)","57,547.7","24,469.4","267,196"
46,HOME DEPOT,美国,"53,553.0","3,044.0","26,394.0","18,082.0","256,300"
47,BANK OF AMERICA CORP.,美国,"52,641.0","6,792.0","621,764.0","48,520.0",143
48,AVIVA,英国,"52,317.6",47.5,"273,954.3","17,278.4","68,107"
49,FIAT,意大利,"51,944.2",(398.5),"89,703.8","10,835.8","208,744"
50,ASSICURAZIONI GENERALI,意大利,"51,394.3",985.1,"204,466.5","8,561.6","58,445"
51,VIVENDI UNIVERSAL,法国,"51,365.7","(12,176.1)","123,763.1","32,719.3","381,000"
52,FANNIE MAE,美国,"50,803.0","5,894.1","799,791.0","18,118.0","4,500"
53,RWE,德国,"50,663.8","1,128.4","74,011.4","6,197.7","169,979"
54,J.P. MORGAN CHASE&CO.,美国,"50,429.0","1,694.0","693,575.0","41,099.0","95,812"
55,NESTLE,瑞士,"50,192.4","3,959.2","56,487.4","20,269.2","229,765"
56,KROGER,美国,"50,098.0","1,042.5","19,154.7","3,502.1","288,000"
57,MCKESSON,美国,"50,006.0",418.6,"13,324.0","3,940.1","24,000"
58,NISSAN MOTOR,日本,"49,555.2","2,977.2","54,437.9","12,229.3","125,100"
59,UBS,瑞士,"48,503.4","2,947.0","754,861.8","25,218.2","69,985"
60,STATE POWER,中国,"48,374.5",981.7,"162,666.5","53,443.3","1,162,645"
61,CARDINAL HEALTH,美国,"47,947.6",857.4,"14,462.4","5,437.1","48,900"
62,MERCK,美国,"47,715.7","7,281.8","44,006.7","16,050.1","78,000"
63,STATE FARM INSURANCE COS.,美国,"46,705.2","(4,995.7)","116,905.5","38,105.3","79,214"
64,HSBC HOLDINGS,英国,"46,424.0","5,406.0","695,877.0","45,979.0","170,000"
65,PEUGEOT,法国,"46,264.1","1,514.3","49,700.4","9,154.8","192,500"
66,PDVSA,委内瑞拉,"46,250.0","3,657.0","57,542.0","37,098.0","46,425"
67,RELIANT ENERGY,美国,"46,225.8",980.6,"30,680.5","6,858.2","16,563"
68,UNILEVER,英国/荷兰,"46,130.6","1,645.9","47,153.0","6,406.2","279,000"
69,SBC COMMUNICATIONS,美国,"45,908.0","7,242.0","96,322.0","32,491.0","193,420"
70,HEWLETT-PACKARD,美国,"45,226.0",408.0,"32,584.0","13,953.0","86,200"
71,ENI,意大利,"44,636.9","6,941.0","55,858.2","24,470.0","70,948"
72,METRO,德国,"44,727.0",402.1,"19,873.0","20,716.0","61,319"
73,MORGAN STANLEY,美国,"43,727.0","3,521.0","482,628.0","20,716.0","61,319"
74,NISSHO IWAI,日本,"43,703.2",9.5,"22,315.2",802.3,"17,720"
75,DEUTSCHE TELEKOM,德国,"43,260.6","(3,093.0)","146,520.9","54,307.2","257,000"
76,DAI-ICHI MUTUAL LIFE INSURANCE,日本,"43,145.2",87.4,"225,331.9","7,593.0","57,731"
77,TOSHIBA,日本,"43,139.4","(2,031.5)","40,802.3","5,321.7","176,398"
78,DYNEGY,美国,"42,242.0",648.0,"24,874.0","4,719.0","6,139"
79,MUNICH RE GROUP,德国,"41,894.0",223.9,"179,902.6","17,234.9","38,317"
80,TOKYO ELECTRIC POWER,日本,"41,752.2","1,613.3","109,996.8","16,463.3","53,704"
81,CHINA NATIONAL PETROLEUM,中国,"41,499.1","5,021.3","82,952.5","50,930.6","1,167,129"
82,MIZUHO HOLDINGS,日本,"41,445.1","(7,806.0)","1,141,667.4","35,699.0","34,120"
83,SEARS ROEBUCK,美国,"41,078.0",735.0,"44,317.0","6,119.0","310,000"
84,NEC,日本,"40,796.0","(2,495.4)","37,807.6","4,262.3","141,909"
85,FORTIS,比利时/荷兰,"40,528.8","2,326.7","430,021.4","12,326.7","65,912"
86,SINOPEC,中国,"40,388.0",297.9,"67,816.1","22,767.5","937,300"
87,AQUILA,美国,"40,376.8",279.4,"11,948.3","2,551.6","7,377"
88,FUJITSU,日本,"40,043.9","(3,059.4)","34,675.8","6,441.7","170,000"
89,TARGET,美国,"39,888.0","1,368.0","24,154.0","7,860.0","223,550"
90,ABN AMRO HOLDING,荷兰,"39,702.7","2,892.5","531,873.4","10,494.8","111,710"
91,HYPOVEREINSBANK,德国,"39,405.4",840.0,"648,339.9","22,357.2","69,520"
92,PEMEX,墨西哥,"39,400.0","(3,520.0)","61,100.0","13,900.0","138,701"
93,PROCTER&GAMBLE,美国,"39,244.0","2,922.0","34,387.0","12,010.0","106,000"
94,REPSOL YPF,西班牙,"39,091.1",917.9,"45,799.7","12,944.2","35,142"
95,MERRILL LYNCH,美国,"38,793.0",573.0,"419,419.0","20,008.0","57,400"
96,ZURICH FINANCIAL SERVICES,瑞士,"38,650.0",(387.0),"231,605.0","17,742.0","76,630"
97,FRANCE TELECOM,法国,"38,529.6","(7,414.7)","113,395.6","18,775.2","206,200"
98,AOL TIME WARNER,美国,"38,234.0","(4,921.0)","208,559.0","152,071.0","89,285"
99,SUEZ,法国,"37,932.5","1,868.6","79,671.5","12,818.8","188,050"
100,ALBERTSONS,美国,"37,931.0",501.0,"15,967.0","5,915.0","220,000"
101,BERKSHIRE HATHAWAY,美国,"37,668.0",795.0,"162,752.0","57,950.0","110,000"
102,ELECTRICITE DE FRANCE,法国,"36,461.0",753.1,"120,716.2","12,207.8","162,491"
103,TYCO INTERNATIONAL,美国,"36,388.5","3,970.6","111,287.3","31,737.4","242,500"
104,KMART,美国,"36,151.0","(2,418.0)","14,298.0","3,459.0","234,000"
105,SAMSUNG ELECTRONICS,韩国,"35,968.9","2,366.0","39,676.1","14,838.1","64,273"
106,PRUDENTIAL,英国,"35,821.2",560.2,"228,160.4","5,748.8","23,047"
107,CREDIT AGRICOLE,法国,"35,668.5","1,037.0","501,535.0","25,275.8","102,259"
108,FREDDIE MAC,美国,"35,523.0","4,147.0","617,340.0","15,373.0","3,826"
109,WORLDCOM,美国,"35,179.0",N.A.,"103,914.0","57,930.0","85,000"
110,MARATHON OIL,美国,"35,041.0",157.0,"16,129.0","4,940.0","30,671"
111,COSTCO WHOLESALE,美国,"34,797.0",602.1,"10,089.8","4,882.9","64,500"
112,BMW,德国,"34,443.5","1,671.0","45,639.4","9,589.3","97,275"
113,SAFEWAY,美国,"34,301.0","1,253.9","17,462.6","5,889.6","193,000"
114,TESCO,英国,"33,915.5","1,190.1","19,173.7","7,821.7","171,794"
115,ROYAL BANK OF SCOTLAND,英国,"33,830.9","3,813.4","536,722.5","40,197.9","99,400"
116,THYSSEN KRUPP,德国,"33,796.0",591.3,"31,554.7","8,001.4","193,516"
117,COMPAQ COMPUTER,美国,"33,554.0",(785.0),"23,689.0","11,117.0","70,950"
118,SAMSUNG,韩国,"33,212.0",32.1,"9,464.7","2,430.9","4,164"
119,ASAHI MUTUAL LIFE INSURANCE,日本,"33,142.8","(1,210.8)","58,129.8","2,094.5","27,062"
120,SK,韩国,"33,007.8",120.2,"31,265.9","3,646.6","22,000"
121,JOHNSON&JOHNSON,美国,"33,004.0","5,668.0","38,488.0","24,233.0","101,800"
122,CONOCO,美国,"32,795.0","1,589.0","27,904.0","6,610.0","20,000"
123,VODAFONE,英国,"32,713.3","(23,133.4)","231,968.7","185,935.2","177,545"
124,J.C. PENNEY,美国,"32,557.0",98.0,"18,048.0","6,129.0","246,000"
125,RENAULT,法国,"32,552.2",860.6,"45,061.6","8,978.5","140,417"
126,SUMITOMO LIFE INSURANCE,日本,"32,548.5",625.4,"174,166.6","2,353.1","53,821"
127,PFIZER,美国,"32,259.0","7,788.0","39,153.0","18,293.0","90,000"
128,METLIFE,美国,"31,928.0",473.0,"256,898.0","16,062.0","46,154"
129,MIRANT,美国,"31,502.0",568.0,"22,754.0","5,498.0","10,000"
130,DEUTSCHE POST,德国,"31,302.1","1,417.6","139,521.7","4,766.1","283,330"
131,DELL COMPUTER,美国,"31,168.0","1,246.0","13,535.0","4,694.0","34,600"
132,GOLDMAN SACHS GROUP,美国,"31,138.0","2,310.0","312,218.0","18,231.0","22,677"
133,HYUNDAI MOTOR,韩国,"30,863.6",892.3,"30,355.6","6,833.7","94,000"
134,UNITED PARCEL SERVICE,美国,"30,646.0","2,399.0","24,636.0","10,248.0","370,000"
135,ROBERT BOSCH,德国,"30,472.9",544.5,"24,737.1","7,386.5","220,999"
136,SANTANDER CENTRAL HISPANO GROUP,西班牙,"30,421.8","2,674.5","318,874.5","20,039.3","114,927"
137,SUMITOMO MITSUI BANKING,日本,"30,228.6","(3,710.0)","814,908.5","21,976.0","25,027"
138,MOTOROLA,美国,"30,004.0","(3,937.0)","33,398.0","13,691.0","111,000"
139,BT,英国,"29,958.2","1,424.8","39,406.2",#NAME?,"108,600"
140,GLAXOSMITHKLINE,英国,"29,506.3","4,454.2","31,897.8","10,940.2","107,470"
141,MITSUBISHI ELECTRIC,日本,"29,183.2",(623.6),"30,613.5","4,087.3","116,192"
142,BASF,德国,"299,103.3","5,246.0","32,832.4","1,528.6","92,545"
143,ROYAL PHILIPS ELECTRONICS,荷兰,"28,959.5","(2,331.9)","34,238.2","16,430.0","188,643"
144,ALL STATE,美国,"28,865.0","1,158.0","109,175.0","17,196.0","40,800"
145,OLIVETTI,意大利,"28,670.2","(2,767.1)","83,896.8","11,333.5","116,020"
146,AEGON,荷兰,"28,561.9","2,146.5","235,111.7","13,615.5","25,663"
147,NOKIA,芬兰,"27,931.4","1,970.1","19,968.3","10,867.0","53,849"
148,TXU,美国,"27,927.0",667.0,"42,275.0","7,956.0","18,000"
149,UNITED TECHNOLOGIES,美国,"27,897.0","1,938.0","26,969.0","8,369.0","152,000"
150,HBOS,英国,"27,838.7","2,413.6","454,482.6","16,690.4","55,413"
151,TELEFONICA,西班牙,"27,807.5","1,886.6","76,940.9","23,012.7","161,527"
152,DOW CHEMICAL,美国,"27,805.0",(385.0),"35,515.0","9,993.0","52,689"
153,EADS,荷兰,"27,579.5","1,228.6","43,374.3","8,794.2","102,967"
154,BARCLAYS,英国,"27,569.4","3,549.9","519,064.2","21,114.8","77,100"
155,SAINT-GOBAIN,法国,"27,214.1","1,015.5","28,618.2","10,617.6","173,329"
156,CONAGRA,美国,"27,194.2",638.0,"16,480.8","3,983.2","89,000"
157,PRUDENTIAL FINANCIAL,美国,"27,177.0",(154.0),"293,000.0","20,400.0","60,000"
158,BAYER,德国,"27,111.2",864.2,"32,978.4","15,066.8","116,900"
159,PEPSICO,美国,"26,935.0","2,662.0","21,695.0","8,648.0","143,000"
160,WELLS FARGO,美国,"26,891.0","3,423.0","307,569.0","27,214.0","119,714"
161,ITO-YOKADO,日本,"26,822.5",421.1,"17,783.5","8,423.8","97,532"
162,INTEL,美国,"26,539.0","1,291.0","44,385.0","35,830.0","83,400"
163,INTERNATIONAL PAPER,美国,"26,363.0","(1,204.0)","37,158.0","10,291.0","100,000"
164,STATOIL,挪威,"26,285.9","1,918.0","22,264.2","5,772.3","16,686"
165,MITSUBISHI TOKYO FINANCIAL GROUP,日本,"26,091.0","(1,218.2)","750,713.5","25,083.3","22,261"
166,DELPHI,美国,"26,088.0",(370.0),"18,602.0","2,312.0","195,000"
167,SPRINT,美国,"26,071.0","(1,401.0)","45,793.0","12,616.0","83,700"
168,DZ BANK,德国,"25,987.3",54.6,"324,668.6","3,243.6","16,651"
169,ENEL,意大利,"25,773.3","3,784.4","53,342.9","18,694.2","72,661"
170,NEW YORK LIFE INSURANCE,美国,"25,678.2","1,086.0","109,961.3","7,855.2","7,400"
171,MITSUBISHI MOTORS,日本,"25,598.0",90.0,"21,839.7","2,042.2","64,000"
172,E.I.DUPONT DE NEMOURS,美国,"25,370.0","4,339.0","40,319.0","14,452.0","79,084"
173,GEORGIA-PACIFIC,美国,"25,309.0",(407.0),"26,364.0","4,905.0","75,000"
174,UFJ HOLDINGS,日本,"25,299.9","(9,816.5)","601,895.1","19,623.1","24,195"
175,MICROSOFT,美国,"25,296.0","7,346.0","59,257.0","47,289.0","47,600"
176,MEIJI LIFE INSURANCE,日本,"25,295.5",117.7,"129,552.3","4,749.9","38,446"
177,WALT DISNEY,美国,"25,269.0",(158.0),"43,699.0","22,672.0","114,000"
178,AETNA,美国,"25,190.8",(279.6),"43,255.1","9,890.3","35,700"
179,INGRAM MICRO,美国,"25,186.9",6.7,"5,302.0","1,867.3","14,000"
180,LUCENT TECHNOLOGIES,美国,"25,132.0","(16,198.0)","33,664.0","11,023.0","77,000"
181,GROUPE PINAULT-PRINTEMPS,法国,"24,893.5",674.0,"31,144.4","5,068.1","115,935"
182,LOCKHEED MARTIN,美国,"24,793.0","(1,046.0)","27,564.0","6,443.0","125,000"
183,WALGREEN,美国,"24,623.0",885.6,"8,833.8","5,207.2","106,000"
184,J.SAINSBURY,英国,"24,575.4",521.2,"15,765.0","6,903.5","108,500"
185,PETROBRAS,巴西,"24,549.0","3,491.0","36,864.0","13,247.0","38,463"
186,BANK ONE CORP,美国,"24,527.0","2,638.0","268,954.0","20,226.0","73,519"
187,TIAA-CREF,美国,"24,230.6",585.2,"274,389.9","8,651.1","6,385"
188,PHILLIPS PETROLEUM,美国,"24,189.0","1,661.0","35,217.0","14,340.0","38,700"
189,BELLSOUTH,美国,"24,130.0","2,570.0","52,046.0","18,597.0","87,875"
190,CANON,日本,"23,936.0","1,379.4","21,705.5","11,128.2","93,620"
191,SOCIETE GENERALE,法国,"23,924.1","1,928.9","456,313.2","14,023.3","86,574"
192,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙,"23,848.0","2,116.1","275,343.0","15,579.7","985,588"
193,COMMERZBANK,德国,"23,778.1",91.3,"446,352.6","10,470.7","39,481"
194,ABB,瑞士,"23,726.0",(691.0),"32,344.0","2,014.0","156,865"
195,HONEYWELL INTERNATIONAL,美国,"23,652.0",(99.0),"24,226.0","9,170.0","115,000"
196,AEON,日本,"23,620.9",168.2,"15,304.9","2,599.6","41,624"
197,NIPPON MITSUBISHI OIL,日本,"23,520.6",192.0,"25,990.9","6,972.7","14,368"
198,UNITEDHEALTH GROUP,美国,"23,454.0",913.0,"12,486.0","3,891.0","30,000"
199,GROUPE AUCHAN,法国,"23,449.5",295.5,"15,384.7","3,496.5","136,000"
200,VIACOM,美国,"23,222.8",(223.5),"9,089.9","62,716.8","91,400"
201,WESTDEUTSCHE LANDESBANK,德国,"23,139.1",168.2,"384,559.4","7,888.9","14,674"
202,LG ELECTRONICS,韩国,"23,136.9",795.6,"20,083.7","2,944.9","64,000"
203,PG&E CORP.,美国,"22,959.0","1,099.0","35,862.0","4,322.0","22,619"
204,MITSUBISHI HEAVY INDUSTRIES,日本,"22,905.0",211.5,"29,541.1","9,678.3","62,753"
205,ALCOA,美国,"22,859.0",908.0,"28,355.0","10,614.1","129,000"
206,LLOYDS TSB GROUP,英国,"22,822.8","3,600.3","344,257.0","15,660.0","81,400"
207,ALCATEL,法国,"22,703.5","(4,444.4)","32,542.1","8,574.3","99,314"
208,KDDI,日本,"22,663.6",103.8,"24,170.3","6,466.8","13,575"
209,AMERICAN EXPRESS,美国,"22,582.0","1,311.0","151,100.0","12,037.0","84,417"
210,L.M.ERICSSON,瑞典,"22,416.3","(2,056.0)","23,838.1","6,538.5","85,200"
211,WACHOVIA CORP.,美国,"22,936.0","1,619.0","330,452.0","28,455.0","84,046"
212,LEHMAN BROTHERS HOLDINGS,美国,"22,932.0","1,255.0","247,816.0","8,459.0","13,100"
213,CISCO SYSTEMS,美国,"22,293.0","(1,014.0)","35,238.0","27,120.0","38,000"
214,CHINA TELECOMMUNICATIONS,中国,"22,272.2",699.1,"71,812.9","37,029.8","566,587"
215,CVS,美国,"22,241.4",413.2,"8,628.2","4,566.9","110,000"
216,LOWE'S,美国,"22,111.1","1,023.3","13,736.2","6,674.4","108,000"
217,SYSCO,美国,"21,784.5",596.9,"5,468.5","2,147.5","43,000"
218,BRISTOL-MYERS SQUIBB,美国,"21,717.0","5,245.0","27,057.0","10,736.0","46,000"
219,HYUNDAI,韩国,"21,701.5",(186.1),"1,020.8",73.6,"4,458"
220,MITSUI MUTUAL LIFE INSURANCE5,日本,"21,655.7",466.9,"62,443.9","1,503.1","18,034"
221,ELECTRONIC DATA SYSTEMS,美国,"21,543.0","1,363.0","16,353.0","6,446.0","143,000"
222,ROYAL &SUN ALLIANCE,英国,"21,525.2","(1,781.4)","98,124.0","6,942.2","50,923"
223,TUI,德国,"21,206.6",300.9,"14,801.2","2,699.9","69,550"
224,KANSAI ELECTRIC POWER,日本,"21,206.5","1,027.2","56,645.3","11,926.8","37,911"
225,RABOBANK,荷兰,"21,140.9",N.A.,"323,755.0","14,773.9","58,120"
226,INDIAN OIL,印度,20，915.5E,588.7,"11,820.1","3,179.6","37,887"
227,SUPERVALU,美国,"20,908.5",205.5,"5,824.8","1,916.7","57,800"
228,ALSTOM,法国,"20,734.1",(123.2),"24,604.4","1,528.8","118,995"
229,NIPPON STEEL,日本,"20,645.0",(227.1),"30,411.2","6,844.5","50,900"
230,AVENTIS,法国,"20,543.6","1,347.7","34,932.7","10,703.1","91,729"
231,FONCIERE EURIS,法国,"20,489.9",49.3,"16,028.4",605.5,"113,447"
232,CATERPILLAR,美国,"20,450.0",805.0,"30,657.0","5,611.1","72,004"
233,EAST JAPAN RAILWAY,日本,"20,341.0",380.3,"52,983.7","7,022.6","80,200"
234,JAPAN POSTAL SERVICE,日本,"20,281.2",(90.4),"101,983.4","36,064.7","142,932"
235,SWISS REINSURANCE,瑞士,"20,210.2",(97.8),"102,529.7","13,610.8","8,623"
236,GAZPROM,俄罗斯,"20,148.4",N.A.,"49,226.6","27,093.3","306,300"
237,DAIEI,日本,"20,113.0","(2,676.3)","19,119.3","(2,222.5)","28,697"
238,CNP ASSURANCES,法国,"20,098.8",523.2,"129,385.9","3,916.9","2,735"
239,COCA-COLA,美国,"20,092.0","3,969.0","22,417.0","11,366.0","38,000"
240,ARCHER DANIELS MIDLAND,美国,"20,051.4",383.3,"14,339.9","6,331.7","22,834"
241,AUTONATION,美国,"19,989.3",232.3,"8,065.4","3,827.9","31,000"
242,INTESABCI,意大利,"19,946.4",831.2,"280,374.9","12,618.0","70,182"
243,INDUSTRIAL&COMMERCIAL BANK OF CHINA,中国,"19,827.8",740.0,"524,244.7","23,107.6","429,709"
244,QWEST COMMUNICATIONS,美国,"19,743.0","(4,010.0)","73,671.0","36,668.0","61,306"
245,"DELHAIZE ""LE LION""",比利时,"19,629.3",133.8,"10,760.8","3,308.6","146,785"
246,FEDEX,美国,"19,629.9",584.4,"13,340.0","5,900.4","176,960"
247,BEST BUY,美国,"19,597.0",570.0,"7,375.0","2,521.0","72,000"
248,LG INTERNATIONAL,韩国,"19,515.9",25.7,"2,457.9",349.1,"1,300"
249,MASS.MUTUAL LIFE INSURANCE,美国,"19,339.6",852.1,"87,808.6","5,149.1","10,929"
250,PHARMACIA,美国,"19,299.0","1,501.0","22,377.0","12,390.0","59,600"
251,FUJI PHOTO FILM,日本,"19,203.4",650.5,"22,230.6","12,812.1","72,569"
252,DENSO,日本,"19,203.1",578.3,"17,814.3","10,732.2","86,639"
253,FLEETBOSTON FINANCIAL,美国,"19,190.0",931.0,"203,638.0","17,608.0","55,909"
254,CIGNA,美国,"19,115.0",989.0,"91,589.0","5,055.0","44,600"
255,TOMEN,日本,"19,073.1",37.7,"10,927.3",35.2,"9,207"
256,DEXIA GROUP,比利时,"19,049.9","1,277.0","312,835.6","7,432.0","21,460"
257,NOVARTIS,瑞士,"18,985.8","4,162.4","40,224.7","25,444.2","71,116"
258,AMR,美国,"18,963.0","(1,762.0)","32,841.0","5,373.0","123,732"
259,CREDIT LYONNAIS,法国,"18,847.5",727.1,"180,179.5","7,307.3","41,349"
260,LOEWS,美国,"18,799.1",(589.1),"75,251.1","9,649.3","27,820"
261,SOLECTRON,美国,"18,692.3",123.5,"12,930.4","5,150.7","57,000"
262,DIAGEO,英国,"18,604.8","1,779.1","24,797.5","7,294.9","65,317"
263,NORTEL NETWORKS,加拿大,"18,507.0","(27,302.0)","21,137.0","4,824.0","52,600"
264,JOHNSON CONTROLS,美国,"18,427.2",478.3,"9,911.5","2,985.4","112,000"
265,STANDARD LIFE ASSURANCE,英国,"18,415.7",N.A.,"114,538.9",N.A.,"13,112"
266,BOUYGUES,法国,"18,333.5",308.1,"20,034.1","4,220.3","125,034"
267,VOLVO,瑞士,"18,301.3",(141.8),"24,874.2","8,120.3","70,921"
268,SUN MICROSYSTEMS,美国,"18,250.0",927.0,"18,181.0","10,586.0","43,700"
269,FRANZ HANIEL,德国,"18,212.9",270.0,"8,563.1","2,539.7","38,118"
270,CENTRICA,英国,"18,161.2",465.2,"10,470.1","2,186.0","31,550"
271,BRITISH AMERICAN TOBACCO,美国,"18,143.9","1,454.5","25,076.4","6,918.9","59,670"
272,ALMANIJ,比利时,"18,054.7",617.7,"230,874.7","6,271.5","51,189"
273,TOYOTA TSUSHO,日本,"18,040.2",70.2,"6,957.0","1,136.9","9,772"
274,SNCF,法国,"18,025.5",(125.4),"35,989.6","3,753.8","220,700"
275,HCA,美国,"17,953.0","1,051.0","17,645.0","4,927.0",174
276,BERTELSMANN,德国,"17,886.9",701.7,"14,858.0","2,222.2","82,162"
277,BANK OF CHINA,中国,"17,869.3",955.4,"406,157.5","26,389.9","201,590"
278,VISTEON,美国,"17,843.0",(118.0),"11,087.0","3,291.0","56,300"
279,CHUBU ELECTRIC POWER,日本,"17,826.1",882.6,"48,554.3","9,267.1","23,616"
280,ABBEY NATIONAL,英国,"17,798.3","1,837.6","312,772.5","11,717.4","27,634"
281,BHP BILLITON,澳大利亚,"17,789.0","1,529.0","28,028.0","11,340.0","58,953"
282,SARA LEE,美国,"17,747.0","2,266.0","10,167.0","1,122.0","141,500"
283,WASHINGTON MUTUAL,美国,"17,692.0","3,114.0","242,506.0","14,063.0","39,465"
284,PETRONAS,马来西亚,"17,679.3","3,833.8","37,928.2","17,025.2","25,733"
285,BRIDGESTONE,日本,"17,566.3",143.2,"18,646.1","6,372.1","104,700"
286,SAMSUNG LIFE INSURANCE,韩国,"17,503.3",484.0,"48,396.4","4,035.3","6,550"
287,CHINA MOBILE COMMUNICATIONS,中国,"17,405.9","2,608.8","38,940.0","23,391.9","87,107"
288,ROCHE GROUP,瑞士,"17,282.1","2,190.9","45,344.8","17,450.5","63,717"
289,SK GLOBAL,韩国,"17,214.3",(94.5),"8,889.8","1,674.0","3,842"
290,TECH DATA,美国,"17,197.5",110.8,"3,458.3","1,259.9","8,600"
291,NORSK HYDRO,挪威,"16,998.7",877.8,"22,066.5","8,338.7","36,867"
292,FEDERATED DEPARTMENT STORES,美国,"16,895.0",(276.0),"15,044.0","5,564.0","115,000"
293,SANYO ELECTRIC,日本,"16,892.0",13.8,"20,746.8","4,543.5","80,500"
294,LANDESBANK BADEN-WURTTEMBERG,德国,"16,876.7",409.3,"267,128.4","7,986.6","10,393"
295,RAYTHEON,美国,"16,867.0",(763.0),"26,636.0","11,290.0","87,200"
296,MAZDA MOTOR,日本,"16,754.3",70.6,"13,090.0","1,304.1","39,192"
297,GROUPE CAISSE D'EPARGNE,法国,"16,693.0",707.4,"307,228.0","7,537.9","43,110"
298,YASUDA MUTUAL LIFE INSURANCE,日本,"16,574.7",213.5,"73,906.0","1,916.7","21,489"
299,ROYAL BANK OF CANADA,加拿大,"16,535.9","1,581.4","228,462.4","11,474.1","57,568"
300,XEROX,美国,"16,502.0",(293.0),"28,000.0","3,148.0","79,000"
301,ASTRAZENECA,英国,"16,480.0","2,967.0","17,985.0","9,786.0","52,600"
302,KAJIMA,日本,"16,477.9",(329.1),"16,800.8","1,359.8","17,646"
