排序,公司名称,国家地区,营业收入百万美元,利润百万美元,资产百万美元,股东权益百万美元,雇员人数
48,MIZUHO HOLDINGS,日本,"52,068.5","1,910.7","1,304,342.0","49,907.8","31,378"
49,SBC COMMUNICATION,美国,"51,476.0","7,967.0","98,651.0","30,463.0","215,088"
50,BOEING,美国,"51,321.0","2,128.0","42,028.0","11,020.0","198,000"
51,TEXACO,美国,"51,130.0","2,542.0","30,900.0","13,440.0","19,011"
52,FUJITSU,日本,"49,603.5",77.1,"41,495.5","9,690.5","187,399"
53,DUKE ENERGY,美国,"49,318.0","1,776.0","58,176.0","10,303.0","23,000"
54,KROGER,美国,"49,000.4",876.9,"18,189.6","3,088.3","312,000"
55,NEC,日本,"48,928.0",511.9,"38,491.6","7,301.8","149,931"
56,HEWLETT-PACKARD,美国,"48,782.0","3,697.0","34,009.0","14,209.0","88,500"
57,HSBC HOLDINGS,英国,"48,632.8","6,632.4","674,380.6","45,608.4","161,624"
58,KONINKLIJKE AHOLD,荷兰,"48,491.7","1,031.4","23,903.5","2,349.5","248,053"
59,NESTLE,瑞士,"48,225.0","3,413.3","40,434.2","18,453.5","224,541"
60,CHEVRON,美国,"48,069.0","5,185.0","41,264.0","19,925.0","34,610"
61,STATE FARM INSURANCE COS.,美国,"47,863.1",408.1,"119,601.8","43,723.5","78,488"
62,TOKYO ELECTRIC POWER,日本,"47,555.7","1,880.2","116,204.2","16,264.8","48,024"
63,UBS,瑞士,"47,315.8","4,615.1","671,117.5","27,666.0","71,076"
64,DAI-ICHI MUTUAL LIFE INSURANCE,日本,"46,435.6",336.1,"252,939.3","11,503.6","59,922"
65,AMERICAN INTERNATIONAL GROUP,美国,"45,972.0","5,636.1","306,577.0","39,619.0","61,000"
66,HOME DEPOT,美国,"45,738.0","2,581.0","21,385.0","15,004.0","230,000"
67,MORGAN STANLEY DEAN WITTER,美国,"45,413.0","5,456.0","426,794.0","19,271.0","62,679"
68,SINOPEC,中国,"45,346.0",719.1,"64,670.7","21,896.5","1,173,901"
69,ENI,意大利,"45,139.0","5,333.4","52,915.8","21,031.0","69,969"
70,MERRILL LYNCH,美国,"44,872.0","3,784.0","407,200.0","18,304.0","72,000"
71,FANNIE MAE,美国,"44,088.9","4,447.6","675,072.0","20,838.0","4,100"
72,UNILEVER,英国/荷兰,"43,973.6","1,021.2","54,114.7","7,669.4","261,000"
73,FORTIS,比利时/荷兰,"43,830.9","2,557.7","411,289.6","14,267.4","62,881"
74,ABN AMRO HOLDING,荷兰,"43,389.6","2,308.6","509,948.9","11,757.1","115,098"
75,METRO,德国,"43,371.1",331.8,"20,967.1","3,815.4","179,561"
76,PRUDENTIAL,英国,"43,125.5","1,043.2","231,462.8","6,005.0","21,942"
77,STATE POWER,中国,"42,548.7",891.8,"149,890.9","50,008.2","1,137,025"
78,RWE,德国,"42,513.7","1,214.5","62,297.1","6,102.3","152,132"
79,COMPAQ COMPUTER,美国,"42,383.0",569.0,"24,856.0","12,080.0","82,350"
80,REPSOL YPF,西班牙,"42,273.2","2,244.8","49,213.1","14,216.9","37,194"
81,PEMEX,墨西哥,"42,166.8","(2,127.6)","59,578.9","16,610.7","135,091"
82,MCKESSON HBOC,美国,"42,010.0",(48.3),"11,529.2","3,492.9","23,000"
83,CHINA NATIONAL PETROLEUM,中国,"41,683.7","5,814.4","79,307.0","47,581.4","1,292,558"
84,LUCENT TECHNOLOGIES,美国,"41,420.0","1,219.0","48,792.0","26,172.0","126,000"
85,SEARS ROEBUCK,美国,"40,937.0","1,343.0","36,899.0","6,769.0","323,000"
86,PEUGEOT,法国,"40,830.6","1,212.5","42,083.5","8,788.5","172,400"
87,MUNICH RE GROUP,德国,"40,671.6","1,617.3","181,728.5","22,158.5","36,481"
88,MERCK,美国,"40,363.2","6,821.7","39,910.4","14,832.4","69,000"
89,PROCTER & GAMBLE,美国,"39,951.0","3,542.0","34,194.0","12,287.0","110,000"
90,WORLDCOM,美国,"39,090.0","4,153.0","98,903.0","55,409.0","90,000"
91,VIVENDI UNIVERSAL,法国,"38,628.3","2,124.7","141,518.9","53,208.8","290,000"
92,SAMSUNG ELECTRONICS,韩国,"38,490.7","5,308.2","36,696.7","12,846.2","77,000"
93,TIAA-CREF,美国,"38,063.5","1,222.0","281,383.6","8,097.4","5,975"
94,DEUTSCHE TELEKOM,德国,"37,834.4","5,476.6","116,643.4","36,064.6","227,015"
95,MOTOROLA,美国,"37,580.0","1,318.0","42,343.0","18,612.0","147,000"
96,SUMITOMO LIFE INSURANCE,日本,"37,535.8","1,099.3","190,269.2","4,108.3","57,466"
97,ZURICH FINANCIAL SERVICES,瑞士,"37,431.0","2,328.0","231,363.0","20,674.0","72,930"
98,MITSUBISHI ELECTRIC,日本,"37,348.9","1,128.6","33,368.6","5,411.7","116,715"
99,RENAULT,法国,"37,128.4",998.1,"48,796.2","9,061.7","166,114"
100,KMART,美国,"37,028.0",(244.0),"14,630.0","6,083.0","252,000"
101,TARGET,美国,"36,903.0","1,264.0","19,490.0","6,519.0","215,900"
102,ALBERTSON'S,美国,"36,762.0",765.0,"16,077.0","5,694.0","235,000"
103,HYUNDAI,韩国,"36,035.7",(67.6),787.3,247.3,"4,458"
104,THYSSEN KRUPP,德国,"35,948.1",509.1,"31,668.3","7,762.7","193,316"
105,SAMSUNG,韩国,"35,938.5",66.4,"5,787.4","1,986.0","4,740"
106,USX,美国,"35,570.0",411.0,"23,401.0","6,674.0","66,155"
107,ROYAL PHILIP ELECTRONICS,荷兰,"34,990.8","8,873.8","36,183.8","20,406.6","219,429"
108,CREDIT AGRICOLE,法国,"34,684.7","2,545.8","502,902.5","24,214.5","91,033"
109,BERKSHIRE HATHAWAY,美国,"33,976.0","3,328.0","135,792.0","61,724.0","112,000"
110,INTEL,美国,"33,726.0","10,535.0","47,945.0","37,322.0","86,100"
111,BASF,德国,"33,219.8","1,145.8","36,199.0","12,968.7","103,273"
112,GOLDMAN SACHS GROUP,美国,"33,000.0","3,067.0","289,760.0","16,530.0","22,627"
113,J.C. PENNY,美国,"32,965.0",(705.0),"19,742.0","6,259.0","267,000"
114,BMW,德国,"32,674.8",948.2,"33,680.9","4,596.6","93,624"
115,CONOCO,美国,"32,513.0","1,902.0","18,127.0","5,628.0","17,600"
116,COSTCO WHOLESALE,美国,"32,164.3",631.4,"8,633.9","4,240.3","58,500"
117,HYPOVEREINSBANK,德国,"32,136.0",997.2,"672,692.1","18,396.6","72,867"
118,SUEZ,法国,"31,991.8","1,773.8","80,268.6","12,330.8","170,075"
119,SAFEWAY,美国,"31,976.9","1,091.9","15,965.3","5,389.8","192,000"
120,METLIFE,美国,"31,947.0",953.0,"255,018.0","16,389.0","46,709"
121,SANTANDER CENTRAL HISPANO GROUP,西班牙,"31,928.0","2,086.9","327,587.6","18,854.3","126,757"
122,DELL COMPUTER,美国,"31,888.0","2,177.0","13,435.0","5,622.0","40,000"
123,SK,韩国,"31,824.7",155.2,"30,359.8","4,174.1","21,000"
124,ELECTRICITE DE FRANCE,法国,"31,791.3","1,077.6","114,726.3",N.A.,"117,249"
125,DEUTSCHE POST,德国,"31,344.9","1,397.3","141,088.9","3,756.3","284,890"
126,TESCO,英国,"31,283.5","1,143.2","16,921.1","7,725.0","152,210"
127,FRANCE TELECOM,法国,"31,122.2","3,382.4","121,659.6","31,129.1","188,866"
128,BT,英国,"30,799.2","(2,677.5)","77,907.8","20,001.9","137,000"
129,INGRAM MICRO,美国,"30,715.1",226.2,"6,609.0","1,874.4","16,500"
130,NORTEL NETWORKS,加拿大,"30,275.0","(3,470.0)","42,180.0","29,109.0","94,500"
131,FREDDIE MAC,美国,"30,000.0","2,547.0","459,297.0","14,837.0","3,600"
132,CARDINAL HEALTH,美国,"29,870.6",679.7,"10,264.9","3,981.2","42,200"
133,L.M. ERICSSON,瑞典,"29,842.7","2,302.6","26,528.8","9,717.1","105,129"
134,MEIJI LIFE INSURANCE,日本,"29,777.1",870.7,"139,973.5","6,763.2","39,196"
135,UNITED PARCEL SERVICE,美国,"29,771.0","2,934.0","21,662.0","9,735.0","359,000"
136,ROYAL BANK OF SCOTLAND,英国,"29,769.8","2,861.3","478,018.9","34,530.5","83,300"
137,MITSUBISHI MOTORS,日本,"29,636.0","(2,515.6)","23,793.1","2,043.4","62,887"
138,PFIZER,美国,"29,574.0","3,726.0","33,510.0","16,076.0","90,000"
139,DYNEGY,美国,"29,444.0",500.5,"21,406.0","3,598.0","5,778"
140,RELIANT ENERGY,美国,"29,339.0",447.5,"32,076.7","5,482.1","15,633"
141,E.I. DU PONT DE NEMOURS,美国,"29,202.0","2,314.0","39,426.0","13,299.0","93,000"
142,DELPHI AUTOMOTIVE,美国,"29,139.0","1,062.0","18,521.0","3,766.0","211,000"
142,JOHNSON & JOHNSON,美国,"29,139.0","4,800.0","31,321.0","18,808.0","98,500"
144,ALLSTATE,美国,"29,134.0","2,211.0","104,808.0","17,451.0","41,800"
145,ROBERT BOSCH,德国,"29,083.1","1,223.8","23,005.1","7,317.8","198,666"
146,ALCATEL,法国,"29,026.2","1,223.6","40,349.5","13,482.7","131,598"
147,UTILICORP UNITED,美国,"28,974.9",206.8,"14,115.6","1,799.6","8,228"
148,TYCO INTERNATIONAL,美国,"28,931.9","4,519.9","40,404.3","17,033.2","202,000"
149,HYUNDAI MOTOR,韩国,"28,755.0",533.6,"25,286.2","5,990.9","87,814"
150,BAYER,德国,"28,622.3","1,678.2","34,221.7","15,152.9","122,100"
151,AEGON,荷兰,"28,422.7","1,909.3","229,279.8","12,058.5","24,109"
152,ITO-YOKADO,日本,"28,392.7",447.2,"19,113.4","9,000.9","53,136"
153,INTERNATIONAL PAPER,美国,"28,180.0",142.0,"41,820.0","12,048.0","117,000"
154,NOKIA,芬兰,"28,072.5","3,639.4","18,673.5","10,147.0","60,289"
155,NIPPON MITSUBISHI OIL,日本,"28,006.2",269.4,"31,689.8","7,166.5","14,810"
156,OLIVETTI,意大利,"27,832.2",(868.7),"89,527.8","13,008.6","120,973"
157,WELLS FARGO,美国,"27,568.0","4,026.0","272,426.0","26,488.0","108,727"
158,MITSUBISHI HEAVY INDUSTRIES,日本,"27,540.5",(184.1),"33,807.5","10,200.1","63,996"
159,GLAXOSMITHKLINE,英国,"27,413.5","6,383.7","32,250.9","11,518.6","107,517"
160,PETROBRAS,巴西,"26,955.0","5,342.0","39,215.0","14,705.0","38,908"
161,AETNA,美国,"26,818.9",127.1,"47,445.7","10,127.1","40,700"
162,DAIEI,日本,"26,659.2",419.9,"27,658.3",209.4,"34,841"
163,SAINT-GOBAIN,法国,"26,629.8","1,402.0","29,499.3","10,234.3","171,125"
164,UNITED TECHNOLOGIES,美国,"26,583.0","1,808.0","25,364.0","7,662.0","153,800"
165,PRUDENTIAL INS. CO. OF AMERICA,美国,"26,544.0",398.0,"272,753.0","20,608.0","56,925"
166,LEHMAN BROTHERS HOLDINGS,美国,"26,447.0","1,775.0","224,720.0","7,781.0","11,300"
167,BANK OF TOKYO-MITSUBISHI,日本,"26,347.4","(1,257.0)","716,933.6","23,081.8","43,532"
168,TELEFONICA,西班牙,"26,325.3","2,314.8","86,727.5","24,344.6","148,707"
169,PG&E CORP.,美国,"26,232.0","(3,364.0)","35,291.0","3,172.0","20,850"
170,BELLSOUTH,美国,"26,151.0","4,220.0","50,925.0","16,912.0","103,918"
171,CANON,日本,"25,806.0","1,244.1","24,799.5","11,373.9","86,673"
172,ROYAL & SUN ALLIANCE,英国,"25,569.6",(21.2),"107,494.6","9,445.5","51,734"
173,J. SAINSBURY,英国,"25,509.2",387.6,"14,738.8","6,982.0","111,600"
174,WALT DISNEY,美国,"25,402.0",920.0,"45,027.0","24,100.0","120,000"
175,CONAGRA,美国,"25,385.8",413.0,"12,295.8","2,964.1","85,000"
176,LOCKHEED MARTIN,美国,"25,329.0",(519.0),"30,349.0","7,160.0","126,000"
177,BANK ONE CORP.,美国,"25,168.0",(511.0),"269,300.0","18,635.0","80,778"
178,BARCLAYS,英国,"25,096.5","3,749.8","472,321.6","19,698.6","72,300"
179,JUSCO,日本,"25,077.0",84.2,"17,014.9","2,827.8","45,605"
180,HONEYWELL INTERNATIONAL,美国,"25,023.0","1,659.0","25,175.0","9,707.0","125,200"
181,NIPPON STEEL,日本,"24,876.0",239.6,"33,770.6","7,817.8","52,247"
182,SUMITOMO BANK,日本,"24,669.4",754.9,"537,782.5","14,660.1","13,526"
183,TOSCO,美国,"24,545.0",529.4,"9,003.8","2,609.7","25,200"
184,FIRST UNION CORP.,美国,"24,246.0",92.0,"254,170.0","15,347.0","71,262"
185,SOCIETTE GENERALE,法国,"24,224.2","2,493.4","427,999.4","12,849.9","71,149"
186,KANSAI ELECTRIC POWER,日本,"23,949.1","1,110.6","60,254.0","12,525.0","32,589"
187,DRESDNER BANK,德国,"23,776.9","1,598.8","453,927.4","12,223.7","51,456"
188,AMERICAN EXPRESS,美国,"23,875.0","2,810.0","154,423.0","11,684.0","88,850"
189,STATOIL,挪威,"23,645.7","1,289.9","20,981.4","5,663.4","16,789"
190,SPRINT,美国,"23,613.0",93.0,"42,601.0","13,963.0","84,100"
191,WESTDEUTSCHE LANDESBANK,德国,"23,540.4",459.3,"375,574.0","8,287.2","14,068"
192,LLOYD TSB GROUP,英国,"23,525.6","4,130.4","325,619.4","14,545.0","77,540"
193,LG INTERNATIONAL,韩国,"23,453.6",28.5,"2,736.4",358.7,"2,801"
194,SOUTHERN,美国,"23,381.0","1,313.0","31,362.0","10,690.0","26,000"
195,SUPERVALU,美国,"23,194.3",82.0,"6,407.2","1,793.5","62,100"
196,ENEL,意大利,"23,142.0","2,016.3","44,703.1","17,192.2","72,647"
197,ALCOA,美国,"23,090.0","1,484.0","31,691.0","11,422.0","142,000"
198,EAST JAPAN RAILWAY,日本,"23,027.5",625.6,"57,830.3","7,369.9","82,285"
199,DOW CHEMICAL,美国,"23,008.0","1,513.0","27,645.0","9,186.0","41,943"
200,ABB,瑞士,"22,967.0","1,443.0","30,962.0","5,171.0","160,818"
201,MICROSOFT,美国,"22,956.0","9,421.0","52,150.0","41,368.0","39,100"
202,GROUPE PINAULT-PRINTEMPS,法国,"22,883.4",708.8,"29,770.2","4,091.4","110,862"
203,TOMEN,日本,"22,760.5",91.3,"12,378.8",66.0,"8,879"
204,FLEETBOSTON FINANCIAL,美国,"22,608.0","3,420.0","179,519.0","16,172.0","53,026"
205,CNP ASSURANCES,法国,"22,585.6",431.2,"124,302.8","3,142.9","2,680"
206,INTESABCI,意大利,"22,511.9","1,346.8","311,948.6","11,496.4","75,894"
207,AUTONATION,美国,"22,330.8",329.9,"8,830.0","3,842.5","33,000"
208,ALSTOM,法国,"22,291.4",185.0,"27,994.1","1,848.0","143,014"
209,INDIAN OIL,印度,"22,284.6",595.9,"10,255.6","3,439.3","32,775"
210,PREUSSAG,德国,"22,275.0",319.9,"16,333.2","2,629.5","79,959"
211,GEORGIA-PACIFIC,美国,"22,218.0",505.0,"30,882.0","5,722.0","80,000"
212,VODAFONE,英国,"22,195.5","(14,442.5)","244,624.9","206,705.3","56,800"
213,INDUSTRIAL & COMMERCIAL BANK OF CHINA,中国,"22,069.9",630.6,"482,979.7","22,652.6","471,123"
214,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙,"22,047.8","2,062.7","282,042.6","15,853.3","108,082"
215,TXU,美国,"22,009.0",916.0,"44,990.0","7,776.0","16,540"
216,EL PASO,美国,"21,950.0",652.0,"27,445.0","3,569.0","5,007"
217,NICHIMEN,日本,"21,881.5",(191.2),"13,277.8",707.2,"18,800"
218,GROUPE AUCHAN,法国,"21,714.2",282.8,"14,231.9","3,472.8","135,000"
219,NEW YORK LIFE INSURANCE,美国,"21,450.4","1,205.5","97,101.2","7,024.0","7,300"
220,BRISTOL-MYERS SQUIBB,美国,"21,331.0","4,711.0","17,578.0","9,180.0","51,145"
221,PHILIPS PETROLEUM,美国,"21,227.0","1,862.0","20,509.0","6,093.0","12,400"
222,SAMSUNG LIFE INSURANCE,韩国,"21,226.9",211.2,"40,267.5","2,425.5","8,265"
223,WALGREEN,美国,"21,206.9",776.9,"7,103.7","4,234.0","95,000"
224,NOVARTIS,瑞士,"21,206.7","4,270.4","35,912.2","22,747.2","68,000"
225,UNITEDHEALTH GROUP,美国,"21,122.0",736.0,"11,053.0","3,688.0","30,300"
226,COMMERZBANK,德国,"21,026.6","1,240.2","431,549.2","11,757.1","39,044"
227,CREDIT LYONNAIS,法国,"20,904.6",647.8,"176,507.6","7,574.6","40,341"
228,CHINA TELECOMMUNICATIONS,中国,"20,812.9",911.0,"63,744.8","33,085.8","588,882"
229,LOEWS,美国,"20,669.9","1,876.7","70,877.1","11,191.1","25,700"
230,JAPAN TOBACCO,日本,"20,621.3",395.1,"25,441.4","12,080.2","40,237"
231,AVENTIS,法国,"20,612.6",(135.9),"39,603.1","9,915.1","92,446"
232,KDDI,日本,"20,518.6",121.4,"29,041.4","6,743.6","14,242"
233,COCA-COLA,美国,"20,458.0","2,177.0","20,834.0","9,316.0","36,900"
234,PEPSICO,美国,"20,438.0","2,183.0","18,339.0","7,249.0","124,000"
235,TECH DATA,美国,"20,427.7",178.0,"4,615.5","1,195.3","10,467"
236,SARA LEE,美国,"20,414.0","1,222.0","11,611.0","1,234.0","154,000"
237,CHUBU ELECTRIC POWER,日本,"20,375.1",851.0,"52,457.0","9,387.0","24,122"
238,SANYO ELECTRIC,日本,"20,268.5",381.7,"23,502.7","5,205.4","86,009"
239,AMR,美国,"20,245.0",813.0,"26,213.0","7,176.0","106,000"
240,CATERPILLAR,美国,"20,175.0","1,053.0","28,464.0","5,600.0","68,440"
241,JAPAN POSTAL SERVICE,日本,"20,151.5",(496.6),"134,661.7","44,599.9","139,642"
242,RABOBANK,荷兰,"20,115.4",N.A.,"321,947.1","13,870.4","55,098"
243,CVS,美国,"20,087.5",746.0,"7,949.5","4,304.6","99,000"
244,LG ELECTRONICS,韩国,"20,086.8",355.9,"16,811.5","2,621.5","64,829"
245,VIACOM,美国,"20,043.7",(816.1),"82,423.4","48,195.3","95,655"
246,CIGNA,美国,"19,994.0",987.0,"95,088.0","5,413.0","43,200"
247,ABBEY NATIONAL,英国,"19,853.1","2,069.8","305,317.3","10,202.6","26,119"
248,ASAHI MUTUAL LIFE INSURANCE,日本,"19,730.0",718.9,"89,458.7","1,802.6","28,555"
249,BERGEN BRUNSWIG,美国,"19,599.4",(752.8),"4,571.4",723.2,"10,300"
250,TOYOTA TSUSHO,日本,"19,511.0",73.9,"7,372.2","1,180.3","9,493"
251,BANK OF CHINA,中国,"19,495.7",553.3,"382,727.4","19,747.8","203,070"
252,UAL,美国,"19,352.0",50.0,"24,355.0","5,190.0","102,000"
253,SYSCO,美国,"19,303.3",445.6,"4,814.0","1,761.6","40,400"
254,PETRONAS,马来西亚,"19,303.1","4,339.0","36,590.5","14,193.5","23,450"
255,ELECTRONIC DATA SYSTEMS,美国,"19,226.8","1,143.3","12,700.3","5,138.7","122,000"
256,CISCO SYSTEMS,美国,"18,928.0","2,688.0","32,870.0","26,497.0","34,000"
257,LOWE'S,美国,"18,778.6",809.9,"11,375.8","5,494.9","100,000"
258,SWISS REINSURANCE,瑞士,"18,688.4","1,756.7","88,021.7","14,061.6","9,585"
259,XEROX,美国,"18,632.0",(384.0),"30,000.0","3,600.0","92,500"
260,BRIDGESTONE,日本,"18,620.8",164.6,"17,850.8","6,818.8","102,165"
261,BRITISH AMERICAN TOBACCO,英国,"18,450.5","1,015.9","26,516.3","7,734.8","64,274"
262,FONCIERE EURIS,法国,"18,440.8",67.5,"15,112.5",639.4,"119,354"
263,FEDERATED DEPARTMENT STORES,美国,"18,407.0",(184.0),"17,012.0","5,822.0","129,000"
264,STANDARD LIFE ASSURANCE,英国,"18,365.1",N.A.,"118,728.8",N.A.,"12,116"
265,SNCF,法国,"18,334.5",163.6,"38,703.7",N.A.,"216,605"
266,RAYTHEON,美国,"18,321.0",141.0,"26,777.0","10,823.0","93,696"
267,IDEMITSU KOSAN,日本,"18,309.6",205.6,"18,498.5",956.3,"7,234"
268,FEDEX,美国,"18,256.9",668.1,"11,527.1","4,785.2","122,500"
269,KINGFISHER,英国,"18,235.1",624.4,"12,362.9","4,358.6","95,210"
270,MAZDA MOTOR,日本,"18,231.9","(1,404.1)","13,913.8","1,267.8","39,601"
271,DENSO,日本,"18,224.3",549.9,"18,699.3","11,580.4","85,371"
272,SHARP,日本,"18,205.1",348.5,"15,988.7","7,529.0","49,101"
273,PHARMACIA,美国,"18,150.0",717.0,"26,656.0","11,921.0","59,000"
274,ASTRAZENECA,英国,"18,103.0","2,538.0","18,434.0","9,521.0","57,000"
275,JAPAN ENERGY,日本,"18,076.3",448.1,"14,671.5","1,446.3","11,717"
276,SINOCHEM,中国,"18,035.9",92.3,"4,701.6","1,173.3","8,619"
277,EADS,荷兰,"17,953.8",(834.5),"38,909.3","9,623.1","88,879"
278,NORSK HYDRO,挪威,"17,818.8","1,588.2","22,266.0","8,076.9","37,575"
279,TOKIO MARINE & FIRE INSURANCE,日本,"17,762.4",378.2,"64,806.4","15,901.7","13,255"
280,GAZPROM,俄罗斯,"17,689.2","2,157.4","49,226.6","27,093.3","306,300"
281,BOUYGUES,法国,"17,614.6",389.1,"19,886.1","4,224.7","118,892"
282,FRANZ HANIEL,德国,"17,319.6",411.9,"8,268.2","2,594.5","33,269"
283,ALMANIJ,比利时,"17,314.4","1,266.6","204,267.4","5,294.9","42,809"
284,KAJIMA,日本,"17,274.4",83.9,"19,455.1","1,876.8","18,125"
285,TRW,美国,"17,231.1",438.1,"16,467.0","2,651.0","103,000"
286,SANWA BANK,日本,"17,171.0","(1,335.4)","439,020.2","15,283.8","12,379"
287,JOHNSON CONTROLS,美国,"17,154.6",472.4,"9,428.0","2,576.1","105,000"
288,LEGAL & GENERAL GROUP,英国,"17,023.7",480.7,"161,768.5","4,760.7","8,363"
289,ROCHE GROUP,瑞士,"16,982.0","5,121.5","42,909.4","17,036.6","64,758"
290,NORTHWESTERN MUTUAL LIFE INSURANCE,美国,"16,973.8","1,828.8","92,125.2","5,895.8","3,803"
291,IBP,美国,"16,949.6",135.2,"4,426.3","1,849.5","50,000"
292,YASUDA MUTUAL LIFE INSURANCE,日本,"16,933.8",561.2,"82,037.7","3,064.1","22,037"
293,"DELHAIZE ""LE LION""",比利时,"16,790.4",148.5,"9,761.8","1,281.2","152,489"
294,MINNESOTA MINING & MFG.,美国,"16,724.0","1,782.0","14,522.0","6,531.0","75,026"
295,HCA,美国,"16,670.0",219.0,"17,568.0","4,405.0","164,000"
296,MITSUI MUTUAL LIFE INSURANCE,日本,"16,616.7",410.4,"78,042.0",858.0,"19,731"
297,QWEST COMMUNICATIONS,美国,"16,610.0",(81.0),"73,501.0","41,304.0","66,984"
298,LANDESBANK BADEN-WURTTEMBERG,德国,"16,565.5",416.8,"274,727.5","5,594.1","9,886"
299,BERTELSMANN,德国,"16,558.2",429.9,"14,083.5","2,264.2","76,257"
300,KOREA ELECTRIC POWER,韩国,"16,543.2","1,311.0","52,110.7","25,342.9","29,399"
301,ONEX,加拿大,"16,516.9",126.6,"13,128.3",952.7,"97,300"
302,LIBERTY MUTUAL INSURANCE GROUP,美国,"16,438.0",287.0,"57,470.0","6,997.0","36,314"
303,DENTSU,日本,"16,409.4",374.1,"9,077.7","3,218.4","11,037"
