排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
44,中国宝武钢铁集团有限公司（CHINA BAOWU STEEL GROUP),"161,698.4","2,492.8",中国,+
45,三菱商事株式会社（MITSUBISHI),"159,371.1","8,722.8",日本,+
46,福特汽车公司（FORD MOTOR),"158,057","-1,981",美国,+
47,梅赛德斯-奔驰集团（MERCEDES-BENZ GROUP),"157,781.7","15,251.6",德国,+
48,家得宝（HOME DEPOT),"157,403","17,105",美国,+
49,中国银行股份有限公司（BANK OF CHINA),"156,923.5","33,811",中国,+
50,通用汽车公司（GENERAL MOTORS),"156,735","9,934",美国,+
51,Elevance Health公司（ELEVANCE HEALTH),"156,595","6,025",美国,+
52,京东集团股份有限公司（JD.COM),"155,533.3","1,543.1",中国,+
53,摩根大通公司（JPMORGAN CHASE),"154,792","37,676",美国,+
54,中国人寿保险（集团）公司（CHINA LIFE INSURANCE),"151,487.2","6,858.6",中国,+
55,法国电力公司（ELECTRICITÉ DE FRANCE),"150,902.1","-18,868.6",法国,+
56,Equinor公司（EQUINOR),"150,806","28,746",挪威,+
57,宝马集团（BMW GROUP),"149,991.3","18,869.6",德国,+
58,克罗格（KROGER),"148,258","2,244",美国,+
59,意大利国家电力公司（ENEL),"147,790","1,769.1",意大利,+
60,Centene公司（CENTENE),"144,547","1,202",美国,+
61,埃尼石油公司（ENI),"140,606.5","14,605.8",意大利,+
62,中国移动通信集团有限公司（CHINA MOBILE COMMUNICATIONS),"139,597.1","14,718.3",中国,+
63,中国交通建设集团有限公司（CHINA COMMUNICATIONS CONSTRUCTION),"138,270.4","1,254.9",中国,+
64,威瑞森电信（VERIZON COMMUNICATIONS),"136,835","21,256",美国,+
65,中国五矿集团有限公司（CHINA MINMETALS),"133,541.3",876.9,中国,+
66,沃博联（WALGREENS BOOTS ALLIANCE),"132,703","4,337",美国,+
67,安联保险集团（ALLIANZ),"129,059.2","7,086.8",德国,+
68,阿里巴巴集团控股有限公司（ALIBABA GROUP HOLDING),"126,812.5","10,625",中国,+
69,厦门建发集团有限公司（XIAMEN C&D),"125,970.5",454.4,中国,+
70,本田汽车（HONDA MOTOR),"124,912.2","4,812.6",日本,+
71,巴西国家石油公司（PETROBRAS),"124,474","36,623",巴西,+
72,山东能源集团有限公司（SHANDONG ENERGY GROUP),"124,088.7",32.6,中国,+
73,意昂集团（E.ON),"121,646.4","1,925.8",德国,+
74,中国华润有限公司（CHINA RESOURCES),"121,642.6","4,661.6",中国,+
75,房利美（FANNIE MAE),"121,596","12,923",美国,+
76,国家能源投资集团有限责任公司（CHINA ENERGY INVESTMENT),"121,583.6","5,699.2",中国,+
77,美国康卡斯特电信公司（COMCAST),"121,427","5,370",美国,+
78,美国电话电报公司（AT&T),"120,741","-8,524",美国,+
79,德国电信（DEUTSCHE TELEKOM),"120,107.7","8,415.1",德国,+
80,墨西哥石油公司（PEMEX),"118,536.9","4,994",墨西哥,+
81,Meta Platforms公司（META PLATFORMS),"116,609","23,200",美国,+
82,美国银行（BANK OF AMERICA),"115,053","27,528",美国,+
83,中国南方电网有限责任公司（CHINA SOUTHERN POWER GRID),"113,674","1,515.5",中国,+
84,上海汽车集团股份有限公司（SAIC MOTOR),"110,612.3","2,396",中国,+
85,现代汽车（HYUNDAI MOTOR),"110,411.7","5,704.9",韩国,+
86,中国邮政集团有限公司（CHINA POST GROUP),"110,270.6","4,896.7",中国,+
87,中粮集团有限公司（COFCO),"110,222","1,765.6",中国,+
88,信实工业公司（RELIANCE INDUSTRIES),"109,522.8","8,306.6",印度,+
89,Engie集团（ENGIE),"109,174.7",227.2,法国,+
90,塔吉特公司（TARGET),"109,120","2,780",美国,+
91,安盛（AXA),"109,067.4","7,020.5",法国,+
92,SK集团（SK),"105,959.1",851.1,韩国,+
93,三井物产株式会社（MITSUI),"105,693.9","8,353",日本,+
94,印度石油公司（INDIAN OIL),"105,349.3","1,219.4",印度,+
95,厦门国贸控股集团有限公司（XIAMEN ITG HOLDING GROUP),"103,089.7",289.5,中国,+
96,日本伊藤忠商事株式会社（ITOCHU),"103,028.6","5,914.1",日本,+
97,戴尔科技公司（DELL TECHNOLOGIES),"102,301","2,442",美国,+
98,ADM公司（ARCHER DANIELS MIDLAND),"101,556","4,340",美国,+
99,花旗集团（CITIGROUP),"101,078","14,845",美国,+
100,中国中信集团有限公司（CITIC GROUP),"100,768.7","3,903.9",中国,+
101,联合包裹速递服务公司（UNITED PARCEL SERVICE),"100,338","11,548",美国,+
102,辉瑞制药有限公司（PFIZER),"100,330","31,372",美国,+
103,德国邮政敦豪集团（DEUTSCHE POST DHL GROUP),"99,323.9","5,636.4",德国,+
104,西班牙国家银行（BANCO SANTANDER),"99,231.3","10,102.1",西班牙,+
105,中国电力建设集团有限公司（POWERCHINA),"99,019.6",620.8,中国,+
106,雀巢公司（NESTLÉ),"98,930.7","9,712.4",瑞士,+
107,印度人寿保险公司（LIFE INSURANCE CORP. OF INDIA),"98,534.8","4,482.8",印度,+
108,美国劳氏公司（LOWE'S),"97,059","6,437",美国,+
109,日本电报电话公司（NIPPON TELEGRAPH AND TELEPHONE),"97,048.6","8,962.4",日本,+
110,泰国国家石油有限公司（PTT),"96,162.4","2,603.8",泰国,+
111,华为投资控股有限公司（HUAWEI INVESTMENT & HOLDING),"95,489.9","5,282.5",中国,+
112,强生（JOHNSON & JOHNSON),"94,943","17,941",美国,+
113,中国医药集团有限公司（SINOPHARM),"94,075.2","1,100.8",中国,+
114,联邦快递（FEDEX),"93,512","3,826",美国,+
115,中国远洋海运集团有限公司（COSCO SHIPPING),"93,181.4","6,232.7",中国,+
116,哈门那公司（HUMANA),"92,870","2,806",美国,+
117,博枫公司 （BROOKFIELD),"92,769","2,056",加拿大,+
118,博世集团（BOSCH GROUP),"92,766.2","1,367.3",德国,+
119,巴斯夫公司（BASF),"91,846.9",-659.5,德国,+
120,中国人民保险集团股份有限公司（PEOPLE'S INSURANCE CO. OF CHINA),"91,534.6","3,638.7",中国,+
121,皇家阿霍德德尔海兹集团（ROYAL AHOLD DELHAIZE),"91,486.2","2,677.8",荷兰,+
122,引能仕控股株式会社（ENEOS HOLDINGS),"91,437.1","1,062.1",日本,+
123,恒力集团有限公司（HENGLI GROUP),"90,943.7",356.4,中国,+
124,正威国际集团有限公司（AMER INTERNATIONAL GROUP),"90,498.2","1,496.9",中国,+
125,家乐福（CARREFOUR),"90,062.1","1,417.8",法国,+
126,Energy Transfer公司（ENERGY TRANSFER),"89,876","4,756",美国,+
127,法国巴黎银行（BNP PARIBAS),"89,563.6","10,723.7",法国,+
128,州立农业保险公司（STATE FARM INSURANCE),"89,327.5","-6,654.2",美国,+
129,Seven & I 控股公司（SEVEN & I HOLDINGS),"88,077.6","2,095.3",日本,+
130,汇丰银行控股公司（HSBC HOLDINGS),"87,807","16,035",英国,+
131,中国第一汽车集团有限公司（CHINA FAW GROUP),"87,679.4","3,846.4",中国,+
132,中国电信集团有限公司（CHINA TELECOMMUNICATIONS),"87,166.4","2,060.8",中国,+
133,房地美（FREDDIE MAC),"86,717","9,327",美国,+
134,法国农业信贷银行（CRÉDIT AGRICOLE),"86,471.4","5,718.4",法国,+
135,百事公司（PEPSICO),"86,392","8,910",美国,+
136,浙江荣盛控股集团有限公司（ZHEJIANG RONGSHENG HOLDING GROUP),"86,166",169.9,中国,+
137,意大利忠利保险公司（ASSICURAZIONI GENERALI),"85,749.9","3,062.7",意大利,+
138,物产中大集团股份有限公司（WUCHAN ZHONGDA GROUP),"85,709.6",581.4,中国,+
139,马来西亚国家石油公司（PETRONAS),"85,365.4","20,999.3",马来西亚,+
140,索尼（SONY),"85,254.9","6,923.4",日本,+
141,印尼国家石油公司（PERTAMINA),"84,888.3","3,806.8",印度尼西亚,+
142,厦门象屿集团有限公司（XMXYG),"83,639.2",299.5,中国,+
143,迪奥公司（CHRISTIAN DIOR),"83,282.5","6,097",法国,+
144,美国富国银行（WELLS FARGO),"82,859","13,182",美国,+
145,华特迪士尼公司（WALT DISNEY),"82,722","3,145",美国,+
146,中国兵器工业集团有限公司（CHINA NORTH INDUSTRIES GROUP),"82,688.8","1,788.4",中国,+
147,腾讯控股有限公司（TENCENT HOLDINGS),"82,439.6","27,984.2",中国,+
148,日本邮政控股公司（JAPAN POST HOLDINGS),"82,290.5","3,184.7",日本,+
149,康菲石油公司（CONOCOPHILLIPS),"82,156","18,680",美国,+
150,中国航空工业集团有限公司（AVIATION INDUSTRY CORP. OF CHINA),"81,670.8","1,528",中国,+
151,马士基集团（MAERSK GROUP),"81,529","29,198",丹麦,+
152,特斯拉（TESLA),"81,462","12,556",美国,+
153,日立（HITACHI),"80,388.6","4,795.6",日本,+
154,宝洁公司（PROCTER & GAMBLE),"80,187","14,742",美国,+
155,安赛乐米塔尔（ARCELORMITTAL),"79,844","9,302",卢森堡,+
156,乐购（TESCO),"79,686.6",902.7,英国,+
157,太平洋建设集团有限公司（PACIFIC CONSTRUCTION GROUP),"79,478.3","5,188.4",中国,+
158,印度石油天然气公司（OIL & NATURAL GAS),"78,745.5","4,413.5",印度,+
159,美国邮政（U.S. POSTAL SERVICE),"78,620","56,046",美国,+
160,日产汽车（NISSAN MOTOR),"78,287.1","1,639.4",日本,+
161,交通银行股份有限公司（BANK OF COMMUNICATIONS),"78,213.1","13,698.9",中国,+
162,西门子（SIEMENS),"77,859.8","4,027.3",德国,+
163,晋能控股集团有限公司（JINNENG HOLDING GROUP),"77,761.3",358.7,中国,+
164,艾伯森公司（ALBERTSONS),"77,649.7","1,513.5",美国,+
165,广州汽车工业集团有限公司（GUANGZHOU AUTOMOBILE INDUSTRY GROUP),"77,344.7",623,中国,+
166,中国铝业集团有限公司（ALUMINUM CORP. OF CHINA),"76,946","1,697.5",中国,+
167,通用电气公司（GENERAL ELECTRIC),"76,555",225,美国,+
168,台积公司（TAIWAN SEMICONDUCTOR MANUFACTURING),"76,021.7","33,342.5",中国,+
169,陕西煤业化工集团有限责任公司（SHAANXI COAL & CHEMICAL INDUSTRY),"75,871.2","1,386.3",中国,+
170,慕尼黑再保险集团（MUNICH RE GROUP),"75,746.6","3,609.6",德国,+
171,江西铜业集团有限公司（JIANGXI COPPER),"74,927.2",464.2,中国,+
172,山东魏桥创业集团有限公司（SHANDONG WEIQIAO PIONEERING GROUP),"74,922.8",931.2,中国,+
173,万科企业股份有限公司（CHINA VANKE),"74,900.5","3,362.4",中国,+
174,丰益国际（WILMAR INTERNATIONAL),"73,399","2,402.5",新加坡,+
175,招商局集团有限公司（CHINA MERCHANTS GROUP),"73,282.7","8,474.1",中国,+
176,丰田通商公司（TOYOTA TSUSHO),"72,759.9","2,099.3",日本,+
177,巴西JBS公司（JBS),"72,626.3","2,994.9",巴西,+
178,雷普索尔公司（REPSOL),"72,535.6","4,471",西班牙,+
179,招商银行股份有限公司（CHINA MERCHANTS BANK),"72,316.6","20,516.8",中国,+
180,必和必拓集团（BHP GROUP),"71,502","30,900",澳大利亚,+
181,日本生命保险公司（NIPPON LIFE INSURANCE),"71,212.7",873.3,日本,+
182,第一生命控股有限公司（DAI-ICHI LIFE HOLDINGS),"70,328.5","1,420.7",日本,+
183,大都会人寿（METLIFE),"69,898","2,539",美国,+
184,瑞士罗氏公司（ROCHE GROUP),"69,596.4","13,013.8",瑞士,+
185,高盛集团（GOLDMAN SACHS GROUP),"68,711","11,261",美国,+
186,西斯科公司（SYSCO),"68,636.1","1,358.8",美国,+
187,三菱日联金融集团（MITSUBISHI UFJ FINANCIAL GROUP),"68,567.1","8,248.5",日本,+
188,东风汽车集团有限公司（DONGFENG MOTOR),"68,415.6","1,211.2",中国,+
189,日本永旺集团（AEON),"67,984.7",159.4,日本,+
190,丸红株式会社（MARUBENI),"67,898.1","4,011.6",日本,+
191,中国保利集团有限公司（CHINA POLY GROUP),"67,695.9","1,287.7",中国,+
192,中国太平洋保险(集团)股份有限公司（CHINA PACIFIC INSURANCE (GROUP)),"67,695.5","3,658.4",中国,+
193,北京汽车集团有限公司（BEIJING AUTOMOTIVE GROUP),"67,282.2",296.1,中国,+
194,邦吉公司（BUNGE),"67,232","1,610",美国,+
195,雷神技术公司（RTX),"67,074","5,197",美国,+
196,起亚公司（KIA),"67,054.6","4,190.5",韩国,+
197,波音（BOEING),"66,608","-4,935",美国,+
198,StoneX集团（STONEX GROUP),"66,036",207.1,美国,+
199,洛克希德－马丁（LOCKHEED MARTIN),"65,984","5,732",美国,+
200,摩根士丹利（MORGAN STANLEY),"65,936","11,029",美国,+
201,浦项制铁控股公司（POSCO HOLDINGS),"65,849.7","2,446",韩国,+
202,万喜集团（VINCI),"65,749.6","4,479.4",法国,+
203,奥地利石油天然气集团（OMV GROUP),"65,522.5","3,896.8",奥地利,+
204,LG电子（LG ELECTRONICS),"64,952.8",926.8,韩国,+
205,绿地控股集团股份有限公司（GREENLAND HOLDING GROUP),"64,802.1",150.2,中国,+
206,碧桂园控股有限公司（COUNTRY GARDEN HOLDINGS),"63,978.9",-899.7,中国,+
207,伊塔乌联合银行控股公司（ITAÚ UNIBANCO HOLDING),"63,884","5,754.7",巴西,+
208,法国兴业银行（SOCIÉTÉ GÉNÉRALE),"63,416.8","2,122.4",法国,+
209,中国华能集团有限公司（CHINA HUANENG GROUP),"63,284.3","1,125.3",中国,+
210,联合利华（UNILEVER),"63,182.3","8,037.5",英国,+
211,英特尔公司（INTEL),"63,054","8,014",美国,+
212,比亚迪股份有限公司（BYD),"63,040.8","2,471.1",中国,+
213,惠普公司（HP),"62,983","3,203",美国,+
214,Alimentation Couche-Tard公司（ALIMENTATION COUCHE-TARD),"62,809.9","2,683.3",加拿大,+
215,TD Synnex公司（TD SYNNEX),"62,343.8",651.3,美国,+
216,波兰国营石油公司（PKN ORLEN GROUP),"62,326","7,519.6",波兰,+
217,联想集团有限公司（LENOVO GROUP),"61,946.9","1,607.7",中国,+
218,松下控股公司（PANASONIC HOLDINGS),"61,902.6","1,961.5",日本,+
219,空中客车公司（AIRBUS),"61,804.5","4,466.8",荷兰,+
220,埃森哲（ACCENTURE),"61,594.3","6,877.2",爱尔兰,+
221,日本出光兴产株式会社（IDEMITSU KOSAN),"61,424.2","1,873.9",日本,+
222,盛虹控股集团有限公司（SHENGHONG HOLDING GROUP),"61,251.2",427.7,中国,+
223,兴业银行股份有限公司（INDUSTRIAL BANK),"60,962.1","13,584.1",中国,+
224,国际商业机器公司（INTERNATIONAL BUSINESS MACHINES),"60,530","1,639",美国,+
225,浙江吉利控股集团有限公司（ZHEJIANG GEELY HOLDING GROUP),"60,395.8",945,中国,+
226,HCA 医疗保健公司（HCA HEALTHCARE),"60,233","5,643",美国,+
227,保德信金融集团（PRUDENTIAL FINANCIAL),"60,050","-1,438",美国,+
228,路易达孚集团（LOUIS DREYFUS),"59,931","1,006",荷兰,+
229,河钢集团有限公司（HBIS GROUP),"59,563.3",49.5,中国,+
230,卡特彼勒（CATERPILLAR),"59,427","6,705",美国,+
231,默沙东（MERCK),"59,283","14,519",美国,+
232,德国联邦铁路公司（DEUTSCHE BAHN),"59,209.8",-261.9,德国,+
233,巴拉特石油公司（BHARAT PETROLEUM),"59,114",265.4,印度,+
234,World Kinect公司（WORLD KINECT),"59,043.1",114.1,美国,+
235,印度国家银行（STATE BANK OF INDIA),"58,951.2","6,930",印度,+
236,日本制铁集团公司（NIPPON STEEL CORPORATION),"58,922.6","5,127.3",日本,+
237,巴登-符滕堡州能源公司（ENERGIE BADEN-WÜRTTEMBERG),"58,901.2","1,828",德国,+
238,美国纽约人寿保险公司（NEW YORK LIFE INSURANCE),"58,445.2","-1,126.7",美国,+
239,Enterprise Products Partners公司（ENTERPRISE PRODUCTS PARTNERS),"58,186","5,490",美国,+
240,艾伯维（ABBVIE),"58,054","11,836",美国,+
241,百威英博（ANHEUSER-BUSCH INBEV),"57,786","5,969",比利时,+
242,东京电力公司（TOKYO ELECTRIC POWER),"57,615.8",-913.4,日本,+
243,Plains GP Holdings公司（PLAINS GP HOLDINGS),"57,342",168,美国,+
244,浙江恒逸集团有限公司（ZHEJIANG HENGYI GROUP),"57,332.4",-153.3,中国,+
245,陶氏公司（DOW),"56,902","4,582",美国,+
246,Iberdrola公司（IBERDROLA),"56,741.3","4,563.6",西班牙,+
247,中国建材集团有限公司（CHINA NATIONAL BUILDING MATERIAL GROUP),"56,514.2",629.2,中国,+
248,美国国际集团（AMERICAN INTERNATIONAL GROUP),"56,437","10,276",美国,+
249,Talanx公司（TALANX),"56,029.3","1,232.7",德国,+
250,俄罗斯联邦储蓄银行（SBERBANK),"55,876.9","3,959.1",俄罗斯,+
251,巴西银行（BANCO DO BRASIL),"55,869.5","5,353.3",巴西,+
252,中国电子科技集团有限公司（CHINA ELECTRONICS TECHNOLOGY GROUP),"55,847.6","2,665.4",中国,+
253,美国运通公司（AMERICAN EXPRESS),"55,625","7,514",美国,+
254,力拓集团（RIO TINTO GROUP),"55,554","12,420",英国,+
255,大众超级市场公司（PUBLIX SUPER MARKETS),"54,942","2,918",美国,+
256,中国能源建设集团有限公司（CHINA ENERGY ENGINEERING GROUP),"54,889.5",544.5,中国,+
257,青山控股集团有限公司（TSINGSHAN HOLDING GROUP),"54,711.1","1,457.4",中国,+
258,韩国电力公司（KOREA ELECTRIC POWER),"54,649.8","-18,953.7",韩国,+
259,KOC集团（KOÇ HOLDING),"54,466.7","4,215.9",土耳其,+
260,上海浦东发展银行股份有限公司（SHANGHAI PUDONG DEVELOPMENT BANK),"54,027.7","7,607.1",中国,+
261,特许通讯公司（CHARTER COMMUNICATIONS),"54,022","5,055",美国,+
262,国家电力投资集团有限公司（STATE POWER INVESTMENT),"54,021.7",743.7,中国,+
263,圣戈班集团（SAINT-GOBAIN),"53,846.9","3,158.4",法国,+
264,戴姆勒卡车控股股份公司（DAIMLER TRUCK HOLDING),"53,581.9","2,802.9",德国,+
265,拜耳集团（BAYER),"53,365.2","4,364.8",德国,+
266,泰森食品（TYSON FOODS),"53,282","3,238",美国,+
267,中国联合网络通信股份有限公司（CHINA UNITED NETWORK COMMUNICATIONS),"52,765.9","1,085.1",中国,+
268,迪尔公司（DEERE),"52,577","7,131",美国,+
269,陕西延长石油（集团）有限责任公司（SHAANXI YANCHANG PETROLEUM (GROUP)),"52,224.1",870.2,中国,+
270,加拿大皇家银行（ROYAL BANK OF CANADA),"52,061.5","12,265.4",加拿大,+
271,诺华公司（NOVARTIS),"51,828","6,955",瑞士,+
272,中国船舶集团有限公司（CHINA STATE SHIPBUILDING),"51,799.1","2,710.1",中国,+
273,巴西布拉德斯科银行（BANCO BRADESCO),"51,587.1","4,065.5",巴西,+
274,思科公司（CISCO SYSTEMS),"51,557","11,812",美国,+
275,美国全国保险公司（NATIONWIDE),"51,449.8",988.4,美国,+
276,好事达（ALLSTATE),"51,412","-1,311",美国,+
277,Cenovus Energy公司（CENOVUS ENERGY),"51,405.8","4,956.4",加拿大,+
278,美的集团股份有限公司（MIDEA GROUP),"51,393","4,393.4",中国,+
279,中国机械工业集团有限公司（SINOMACH),"51,126.4",-408.9,中国,+
280,达美航空（DELTA AIR LINES),"50,582","1,318",美国,+
281,利安德巴塞尔工业公司（LYONDELLBASELL INDUSTRIES),"50,451","3,882",荷兰,+
282,住友商事（SUMITOMO),"50,369.6","4,175.5",日本,+
283,鞍钢集团有限公司（ANSTEEL GROUP),"50,041.3",608,中国,+
284,美国利宝互助保险集团（LIBERTY MUTUAL INSURANCE GROUP),"49,956",414,美国,+
285,TJX公司（TJX),"49,936","3,498",美国,+
286,雷诺（RENAULT),"49,923.8",-355.5,法国,+
287,前进保险公司（PROGRESSIVE),"49,610.7",721.5,美国,+
288,德国艾德卡公司（EDEKA ZENTRALE),"49,480.8",416.2,德国,+
289,金川集团股份有限公司（JINCHUAN GROUP),"49,466.7","1,112.6",中国,+
290,东京海上日动火灾保险公司（TOKIO MARINE HOLDINGS),"49,119","2,781.1",日本,+
291,美国航空集团（AMERICAN AIRLINES GROUP),"48,971",127,美国,+
292,宁德时代新能源科技股份有限公司（CONTEMPORARY AMPEREX TECHNOLOGY),"48,848.7","4,568.2",中国,+
293,Energi Danmark集团（ENERGI DANMARK GROUP),"48,716.9","1,250.5",丹麦,+
294,多伦多道明银行（TORONTO-DOMINION BANK),"48,700.4","13,535.1",加拿大,+
295,软银集团（SOFTBANK GROUP),"48,541.6","-7,167.3",日本,+
296,韩华集团（HANWHA),"48,245.2","1,016.5",韩国,+
297,荷兰国际集团（ING GROUP),"48,062.2","12,753.6",荷兰,+
298,CHS公司（CHS),"47,791.7","1,678.8",美国,+
299,赛诺菲（SANOFI),"47,738.3","8,804.3",法国,+
300,法国BPCE银行集团（GROUPE BPCE),"47,722.5","4,155.5",法国,+
301,Raízen公司（RAÍZEN),"47,721.2",473.9,巴西,+
302,沃达丰集团（VODAFONE GROUP),"47,550.4","12,315.7",英国,+
303,电装公司（DENSO),"47,292.2","2,324.5",日本,+
304,Performance Food Group公司（PERFORMANCE FOOD GROUP),"47,194.1",112.5,美国,+
305,HD现代公司（HD HYUNDAI),"47,138.4","1,091.2",韩国,+
306,PBF Energy公司（PBF ENERGY),"46,830.3","2,876.8",美国,+
307,沃尔沃集团（VOLVO),"46,828","3,236.3",瑞典,+
308,耐克公司（NIKE),"46,710","6,046",美国,+
309,法国布伊格集团（BOUYGUES),"46,696","1,023.4",法国,+
310,浙江省交通投资集团有限公司（ZHEJIANG COMMUNICATIONS INVESTMENT GROUP),"46,616.5",858.5,中国,+
311,百思买（BEST BUY),"46,298","1,419",美国,+
312,百时美施贵宝公司（BRISTOL-MYERS SQUIBB),"46,159","6,327",美国,+
313,苏商建设集团有限公司（SUSUN CONSTRUCTION GROUP),"46,137.8","1,357.4",中国,+
314,英格卡集团（INGKA GROUP),"46,135",315,荷兰,+
315,采埃孚（ZF FRIEDRICHSHAFEN),"46,068.1",238.7,德国,+
316,瑞士再保险股份有限公司（SWISS RE),"45,998",472,瑞士,+
317,EXOR集团（EXOR GROUP),"45,976.6","4,445.8",荷兰,+
318,西班牙对外银行（BANCO BILBAO VIZCAYA ARGENTARIA),"45,766.2","6,752.3",西班牙,+
319,Orange公司（ORANGE),"45,721","2,257.1",法国,+
320,敬业集团有限公司（JINGYE GROUP),"45,704.9",329.4,中国,+
321,日本三井住友金融集团（SUMITOMO MITSUI FINANCIAL GROUP),"45,377.5","5,953.5",日本,+
322,GS加德士（GS CALTEX),"45,343","2,160.9",韩国,+
323,中国华电集团有限公司（CHINA HUADIAN),"45,113.4","1,021.3",中国,+
324,法国威立雅环境集团（VEOLIA ENVIRONNEMENT),"45,105",752.8,法国,+
325,巴克莱（BARCLAYS),"45,023.4","7,308.7",英国,+
326,联合航空控股公司（UNITED AIRLINES HOLDINGS),"44,955",737,美国,+
327,森科能源公司（SUNCOR ENERGY),"44,928","6,975.1",加拿大,+
328,赛默飞世尔科技公司（THERMO FISHER SCIENTIFIC),"44,915","6,950",美国,+
329,中国民生银行股份有限公司（CHINA MINSHENG BANKING),"44,581.5","5,243.1",中国,+
330,蒂森克虏伯（THYSSENKRUPP),"44,502.4","1,228.8",德国,+
331,阿斯利康（ASTRAZENECA),"44,351","3,288",英国,+
332,巴西淡水河谷公司（VALE),"44,287","18,788",巴西,+
333,和硕（PEGATRON),"44,272.5",506.9,中国,+
334,高通（QUALCOMM),"44,200","12,936",美国,+
335,伍尔沃斯集团（WOOLWORTHS GROUP),"44,126.4","5,753.6",澳大利亚,+
336,乔治威斯顿公司（GEORGE WESTON),"43,837.5","1,395.5",加拿大,+
337,印度塔塔汽车公司（TATA MOTORS),"43,661.3",300.7,印度,+
338,雅培公司（ABBOTT LABORATORIES),"43,653","6,933",美国,+
339,KB金融集团（KB FINANCIAL GROUP),"43,622.2","3,404.5",韩国,+
340,法国国营铁路集团（SNCF GROUP),"43,594.3","2,550.5",法国,+
341,中国兵器装备集团公司（CHINA SOUTH INDUSTRIES GROUP),"43,428.9","1,014.6",中国,+
342,安达保险公司（CHUBB),"43,166","5,313",瑞士,+
343,葛兰素史克集团（GSK),"43,034.7","18,439.4",英国,+
344,可口可乐公司（COCA-COLA),"43,004","9,542",美国,+
345,广达电脑公司（QUANTA COMPUTER),"42,997",972.4,中国,+
346,费森尤斯集团（FRESENIUS),"42,953.8","1,443",德国,+
