排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
349,Fomento Económico Mexicano公司（FOMENTO ECONÓMICO MEXICANO),"43,800.7","1,460.5",墨西哥,+
350,MS&AD保险集团控股有限公司（MS&AD INSURANCE GROUP HOLDINGS),"43,693.5","4,537.1",日本,+
351,中国建材集团有限公司（CHINA NATIONAL BUILDING MATERIAL GROUP),"43,504.9",82.8,中国,+
352,中国机械工业集团有限公司（SINOMACH),"43,269.2",257.3,中国,+
353,德国中央合作银行（DZ BANK),"43,262.7","2,401.9",德国,+
354,万通互惠理财公司（MASSACHUSETTS MUTUAL LIFE INSURANCE),"43,072",316.3,美国,+
355,陶氏公司（DOW),"42,964","1,116",美国,+
356,澳新银行集团（ANZ GROUP HOLDINGS),"42,962.8","4,348.2",澳大利亚,+
357,德国大陆集团（CONTINENTAL),"42,953.4","1,263.1",德国,+
358,澳洲联邦银行（COMMONWEALTH BANK OF AUSTRALIA),"42,945.7","6,157.6",澳大利亚,+
359,赛默飞世尔科技公司（THERMO FISHER SCIENTIFIC),"42,879","6,335",美国,+
360,麦格纳国际（MAGNA INTERNATIONAL),"42,836","1,009",加拿大,+
361,美国合众银行（U.S. BANCORP),"42,712","6,299",美国,+
362,巴西联邦储蓄银行（CAIXA ECONÔMICA FEDERAL),"42,397.5","2,510.1",巴西,+
363,加拿大枫信金融控股公司（FAIRFAX FINANCIAL HOLDINGS),"42,282.3","3,874.9",加拿大,+
364,森宝利公司（J. SAINSBURY),"42,261.3",308.6,英国,+
365,紫金矿业集团股份有限公司（ZIJIN MINING GROUP),"42,200.6","4,454.5",中国,+
366,World Kinect公司（WORLD KINECT),"42,168",67.4,美国,+
367,X5零售集团（X5 RETAIL GROUP),"42,111.8","1,113.3",荷兰,+
368,诺和诺德公司（NOVO NORDISK),"42,110.8","14,644.1",丹麦,+
369,新加坡奥兰集团（OLAM GROUP),"42,028.3",64.7,新加坡,+
370,康帕斯集团（COMPASS GROUP),"42,002","1,404",英国,+
371,现代摩比斯公司（HYUNDAI MOBIS),"41,973.4","2,974.1",韩国,+
372,雅培公司（ABBOTT LABORATORIES),"41,950","13,402",美国,+
373,渣打银行（STANDARD CHARTERED),"41,928","4,050",英国,+
374,上海建工集团股份有限公司（SHANGHAI CONSTRUCTION GROUP),"41,724.8",301.3,中国,+
375,Inditex公司（INDITEX),"41,593.5","6,315.7",西班牙,+
376,百思买（BEST BUY),"41,528",927,美国,+
377,西北互助人寿保险公司（NORTHWESTERN MUTUAL),"41,445",560.7,美国,+
378,施耐德电气（SCHNEIDER ELECTRIC),"41,259.9","4,616.6",法国,+
379,KB金融集团（KB FINANCIAL GROUP),"41,086.5","3,724",韩国,+
380,美国诺斯洛普格拉曼公司（NORTHROP GRUMMAN),"41,033","4,174",美国,+
381,澳大利亚国民银行（NATIONAL AUSTRALIA BANK),"41,000.6","4,588.9",澳大利亚,+
382,韩华集团（HANWHA),"40,807.3",566.8,韩国,+
383,Molina Healthcare公司（MOLINA HEALTHCARE),"40,650","1,179",美国,+
384,汉莎集团（LUFTHANSA GROUP),"40,641.3","1,492.4",德国,+
385,Dollar General公司（DOLLAR GENERAL),"40,612.3","1,125.3",美国,+
386,利安德巴塞尔工业公司（LYONDELLBASELL INDUSTRIES),"40,302","1,360",荷兰,+
387,中国民生银行股份有限公司（CHINA MINSHENG BANKING),"40,217","4,488.6",中国,+
388,葛兰素史克集团（GSK),"40,083.5","3,289.6",英国,+
389,纽约梅隆银行（BANK OF NEW YORK (BNY)),"39,914","4,530",美国,+
390,海尔智家股份有限公司（HAIER SMART HOME),"39,746.3","2,604.7",中国,+
391,Cenovus Energy公司（CENOVUS ENERGY),"39,623.8","2,293.8",加拿大,+
392,Coop集团（COOP GROUP),"39,591.2",664.4,瑞士,+
393,顺丰控股股份有限公司（S.F. HOLDING),"39,529.4","1,413.5",中国,+
394,杭州市实业投资集团有限公司（HANGZHOU INDUSTRIAL INVESTMENT GROUP),"39,495.9",371.4,中国,+
395,华纳兄弟探索公司（WARNER BROS. DISCOVERY),"39,321","-11,311",美国,+
396,CHS公司（CHS),"39,261.2","1,102.3",美国,+
397,Enbridge公司（ENBRIDGE),"39,036.9","3,972.1",加拿大,+
398,Netflix公司（NETFLIX),"39,001","8,711.6",美国,+
399,高通（QUALCOMM),"38,962","10,142",美国,+
400,日本KDDI电信公司（KDDI),"38,820.5","4,497.9",日本,+
401,山东高速集团有限公司（SHANDONG HI-SPEED GROUP),"38,819.6",579.7,中国,+
402,GE航空航天公司（GENERAL ELECTRIC (GE AEROSPACE)),"38,702","6,556",美国,+
403,Mercadona公司（MERCADONA),"38,505.3","1,496.6",西班牙,+
404,霍尼韦尔国际公司（HONEYWELL INTERNATIONAL),"38,498","5,705",美国,+
405,杭州钢铁集团有限公司（HANGZHOU IRON AND STEEL GROUP),"38,430.7",158.6,中国,+
406,广州工业投资控股集团有限公司（GUANGZHOU INDUSTRIAL INVESTMENT HOLDINGS),"38,344.6",85.1,中国,+
407,上海医药集团股份有限公司（SHANGHAI PHARMACEUTICALS HOLDING),"38,255",632.7,中国,+
408,铃木汽车（SUZUKI MOTOR),"38,211.8","2,729.2",日本,+
409,巴西淡水河谷公司（VALE),"38,056","6,166",巴西,+
410,蒂森克虏伯（THYSSENKRUPP),"37,985.2","-1,632.5",德国,+
411,赛富时（SALESFORCE),"37,895","6,197",美国,+
412,菲利普－莫里斯国际公司（PHILIP MORRIS INTERNATIONAL),"37,878","7,057",美国,+
413,US Foods Holding公司（US FOODS HOLDING),"37,877",494,美国,+
414,深圳市投资控股有限公司（SHENZHEN INVESTMENT HOLDINGS),"37,717.2",818.1,中国,+
415,西太平洋银行（WESTPAC BANKING),"37,701.4","4,608.7",澳大利亚,+
416,江苏沙钢集团有限公司（JIANGSU SHAGANG GROUP),"37,615.5",196.9,中国,+
417,友邦保险控股有限公司（AIA GROUP),"37,612","6,836",中国,+
418,广东省广新控股集团有限公司（GUANGDONG GUANGXIN HOLDINGS GROUP),"37,542.8",144.7,中国,+
419,卡塔尔国民银行（QNB GROUP),"37,472.7","4,584.8",卡塔尔,+
420,国民威斯敏斯特银行集团（NATWEST GROUP),"37,460.7","6,134.7",英国,+
421,法国邮政（LA POSTE),"37,384","1,524.8",法国,+
422,西门子能源（SIEMENS ENERGY),"37,360.8","1,283.5",德国,+
423,立讯精密工业股份有限公司（LUXSHARE PRECISION INDUSTRY),"37,357.7","1,857.6",中国,+
424,巴登-符腾堡州能源公司（ENERGIE BADEN-WÜRTTEMBERG),"37,335.8","1,345",德国,+
425,森科能源公司（SUNCOR ENERGY),"37,329.3","4,391.9",加拿大,+
426,新希望控股集团有限公司（NEW HOPE HOLDING GROUP),"37,283.9",86.9,中国,+
427,中国电子信息产业集团有限公司（CHINA ELECTRONICS),"37,030","1,989.8",中国,+
428,LG化学公司（LG CHEM),"37,021",-506.6,韩国,+
429,SAP公司（SAP),"36,959","3,378.4",德国,+
430,Migros集团（MIGROS GROUP),"36,942.7",475.9,瑞士,+
431,日本明治安田生命保险公司（MEIJI YASUDA LIFE INSURANCE),"36,877.7","1,007",日本,+
432,D.R. Horton公司（D.R. HORTON),"36,801.4","4,756.4",美国,+
433,奥地利石油天然气集团（OMV GROUP),"36,748.1","1,571.3",奥地利,+
434,Lithia Motors公司（LITHIA MOTORS),"36,610.6",802.1,美国,+
435,CFE公司（CFE),"36,450.9","-15,081.6",墨西哥,+
436,亿滋国际（MONDELEZ INTERNATIONAL),"36,441","4,611",美国,+
437,斯伦贝谢公司（SCHLUMBERGER),"36,289","4,461",美国,+
438,鞍钢集团有限公司（ANSTEEL GROUP),"36,270.6","-1,382.2",中国,+
439,三菱电机股份有限公司（MITSUBISHI ELECTRIC),"36,221.2","2,125.9",日本,+
440,Jerónimo Martins公司（JERÓNIMO MARTINS),"36,189",647.8,葡萄牙,+
441,星巴克公司（STARBUCKS),"36,176.2","3,760.9",美国,+
442,海亮集团有限公司（HAILIANG GROUP),"36,166.5",-1.1,中国,+
443,曼福集团（MAPFRE GROUP),"36,102.7","1,046.3",西班牙,+
444,长江和记实业有限公司（CK HUTCHISON HOLDINGS),"36,057.3","2,190",中国,+
445,ELO集团（ELO GROUP),"35,945.7","-1,319.4",法国,+
446,Visa公司（VISA),"35,926","19,743",美国,+
447,中国大唐集团有限公司（CHINA DATANG),"35,901.4",891.2,中国,+
448,中国中车集团有限公司（CRRC GROUP),"35,876.1",788.4,中国,+
449,怡和集团（JARDINE MATHESON),"35,779",-468,中国,+
450,损保控股有限公司（SOMPO HOLDINGS),"35,775.5","2,774.3",日本,+
451,铜陵有色金属集团控股有限公司（TONGLING NONFERROUS METALS GROUP),"35,773.5",175.2,中国,+
452,世邦魏理仕集团（CBRE GROUP),"35,767",968,美国,+
453,荷兰合作银行集团（RABOBANK GROUP),"35,764","5,513.1",荷兰,+
454,蜀道投资集团有限责任公司（SHUDAO INVESTMENT GROUP),"35,732.8",533.9,中国,+
455,广州市建筑集团有限公司（GUANGZHOU MUNICIPAL CONSTRUCTION GROUP),"35,676",108.9,中国,+
456,大和房建（DAIWA HOUSE INDUSTRY),"35,651.2","2,132.3",日本,+
457,CRH公司（CRH),"35,572","3,492",爱尔兰,+
458,莱纳公司（LENNAR),"35,441.5","3,932.5",美国,+
459,广州医药集团有限公司（GUANGZHOU PHARMACEUTICAL HOLDINGS),"35,164.1",316.5,中国,+
460,碧桂园控股有限公司（COUNTRY GARDEN HOLDINGS),"35,128.6","-4,563.5",中国,+
461,和硕联合科技股份有限公司（PEGATRON),"35,058.2",525.8,中国,+
462,GE Vernova公司（GE VERNOVA),"34,935","1,552",美国,+
463,GS加德士（GS CALTEX),"34,916.8",79.9,韩国,+
464,印度工业信贷投资银行（ICICI BANK),"34,849.2","6,036.7",印度,+
465,山东黄金集团有限公司（SHANDONG GOLD GROUP),"34,762.6",32.6,中国,+
466,国际航空集团（INTERNATIONAL AIRLINES GROUP),"34,714","2,954.5",英国,+
467,上海德龙钢铁集团有限公司（SHANGHAI DELONG STEEL GROUP),"34,513.9",207.1,中国,+
468,美国PNC金融服务集团（PNC FINANCIAL SERVICES GROUP),"34,440","5,889",美国,+
469,Perusahaan Listrik Negara公司（PERUSAHAAN LISTRIK NEGARA),"34,437.3","1,118",印度尼西亚,+
470,阿联酋航空集团（EMIRATES GROUP),"34,257.9","5,191.2",阿拉伯联合酋长国,+
471,北京建龙重工集团有限公司（BEIJING JIANLONG HEAVY INDUSTRY GROUP),"34,238.5",188.6,中国,+
472,康明斯公司（CUMMINS),"34,102","3,946",美国,+
473,中国中煤能源集团有限公司（CHINA NATIONAL COAL GROUP),"34,057.9","2,206.1",中国,+
474,法国航空－荷兰皇家航空集团（AIR FRANCE-KLM GROUP),"34,020.8",342.8,法国,+
475,住友生命保险公司（SUMITOMO LIFE INSURANCE),"33,996.7",322.7,日本,+
476,帕卡公司（PACCAR),"33,663.8","4,162",美国,+
477,麦德龙（METRO),"33,636.1",-130.1,德国,+
478,BAE系统公司（BAE SYSTEMS),"33,614.1","2,498.8",英国,+
479,通威集团有限公司（TONGWEI GROUP),"33,547.6",30.9,中国,+
480,绿地控股集团股份有限公司（GREENLAND HOLDING GROUP),"33,482","-2,161.5",中国,+
481,中国航空油料集团有限公司（CHINA NATIONAL AVIATION FUEL GROUP),"33,447.8",381.9,中国,+
482,安进（AMGEN),"33,424","4,090",美国,+
483,湖南钢铁集团有限公司（HUNAN IRON & STEEL GROUP),"33,366.8",639.1,中国,+
484,St. James's Place公司（ST. JAMES'S PLACE),"33,178.9",509,英国,+
485,PBF Energy公司（PBF ENERGY),"33,115.3",-533.8,美国,+
486,英美烟草集团（BRITISH AMERICAN TOBACCO),"33,045.6","3,919.4",英国,+
487,林德集团（LINDE),"33,005","6,565",英国,+
488,日本三菱重工业股份有限公司（MITSUBISHI HEAVY INDUSTRIES),"32,977.2","1,610.1",日本,+
489,广西投资集团有限公司（GUANGXI INVESTMENT GROUP),"32,974.6",28,中国,+
490,GuideWell Mutual Holding公司（GUIDEWELL MUTUAL HOLDING),"32,955",284.7,美国,+
491,马自达汽车株式会社（MAZDA MOTOR),"32,922.8",748.3,日本,+
492,瑞士ABB集团（ABB),"32,850","3,935",瑞士,+
493,Magnit公司（MAGNIT),"32,795",475.2,俄罗斯,+
494,台湾中油股份有限公司（CPC),"32,768.9","-1,028.9",中国,+
495,哥伦比亚国家石油公司（ECOPETROL),"32,736.3","3,398.4",哥伦比亚,+
496,纬创集团（WISTRON),"32,687.7",543.5,中国,+
497,美敦力公司（MEDTRONIC),"32,364","3,676",爱尔兰,+
498,新华人寿保险股份有限公司（NEW CHINA LIFE INSURANCE),"32,293.1","-1,438.2",中国,+
499,中国通用技术(集团)控股有限责任公司（CHINA GENERAL TECHNOLOGY),"32,282.4",-150.6,中国,+
500,喜力公司（HEINEKEN),"32,249.4",538.6,荷兰,+
