排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
174,空中客车公司（AIRBUS),"74,867.5","4,576.6",荷兰,+
175,美国运通公司（AMERICAN EXPRESS),"74,201","10,129",美国,+
176,波兰国营石油公司（ORLEN),"74,121.3",369.1,波兰,+
177,德意志银行（DEUTSCHE BANK),"73,708.2","4,695.6",德国,+
178,陕西煤业化工集团有限责任公司（SHAANXI COAL & CHEMICAL INDUSTRY),"73,683.6","1,358.9",中国,+
179,英国劳埃德银行集团（LLOYDS BANKING GROUP),"73,085.6","5,647.9",英国,+
180,引能仕控股株式会社（ENEOS HOLDINGS),"72,819.3","1,483",日本,+
181,印度石油天然气公司（OIL & NATURAL GAS),"72,406.3","4,285.4",印度,+
182,卢克石油公司（LUKOIL),"72,270.3","9,143.3",俄罗斯,+
183,日本生命保险公司（NIPPON LIFE INSURANCE),"72,181","2,856.6",日本,+
184,荷兰国际集团（ING GROUP),"71,973.6","5,768.4",荷兰,+
185,巴克莱（BARCLAYS),"71,257.5","8,057.3",英国,+
186,洛克希德－马丁（LOCKHEED MARTIN),"71,043","5,336",美国,+
187,美国大都会集团（METLIFE),"70,986","4,426",美国,+
188,瑞士罗氏公司（ROCHE GROUP),"70,861.1","9,400.1",瑞士,+
189,HCA 医疗保健公司（HCA HEALTHCARE),"70,603","5,760",美国,+
190,巴斯夫公司（BASF),"70,574.2","1,403.7",德国,+
191,KOC集团（KOÇ HOLDING),"70,543.2",39.8,土耳其,+
192,保德信金融集团（PRUDENTIAL FINANCIAL),"70,405","2,727",美国,+
193,招商银行股份有限公司（CHINA MERCHANTS BANK),"70,384.7","20,623.7",中国,+
194,马来西亚国家石油公司（PETRONAS),"69,973.9","10,738.9",马来西亚,+
195,Alimentation Couche-Tard公司（ALIMENTATION COUCHE-TARD),"69,263.5","2,729.7",加拿大,+
196,联想集团有限公司（LENOVO GROUP),"69,077","1,384.5",中国,+
197,韩国电力公司（KOREA ELECTRIC POWER),"67,890.1","2,560.6",韩国,+
198,丰田通商公司（TOYOTA TSUSHO),"67,628.4","2,378",日本,+
199,中国保利集团有限公司（CHINA POLY GROUP),"67,617.7",552.6,中国,+
200,丰益国际（WILMAR INTERNATIONAL),"67,379.1","1,169.8",新加坡,+
201,北京汽车集团有限公司（BEIJING AUTOMOTIVE GROUP),"67,199.7",88,中国,+
202,慕尼黑再保险集团（MUNICH RE GROUP),"67,118","6,147.9",德国,+
203,中国铝业集团有限公司（ALUMINUM CORP. OF CHINA),"66,811.1","1,326.8",中国,+
204,日本三井住友金融集团（SUMITOMO MITSUI FINANCIAL GROUP),"66,745.1","7,727.4",日本,+
205,伊塔乌联合银行控股公司（ITAÚ UNIBANCO HOLDING),"66,620.1","7,624.1",巴西,+
206,波音（BOEING),"66,517","-11,817",美国,+
207,日本永旺集团（AEON),"66,457.7",188.7,日本,+
208,厦门国贸控股集团有限公司（XIAMEN ITG HOLDING GROUP),"66,225.7",18.5,中国,+
209,苏黎世保险集团（ZURICH INSURANCE GROUP),"65,801","5,814",瑞士,+
210,联合利华（UNILEVER),"65,708.9","6,211.7",英国,+
211,埃森哲（ACCENTURE),"64,896.5","7,264.8",爱尔兰,+
212,中国远洋海运集团有限公司（COSCO SHIPPING),"64,863.1","5,866.1",中国,+
213,卡特彼勒（CATERPILLAR),"64,809","10,792",美国,+
214,第一生命控股有限公司（DAI-ICHI LIFE HOLDINGS),"64,766.4","2,818.2",日本,+
215,LG电子（LG ELECTRONICS),"64,333.5",269.5,韩国,+
216,日立（HITACHI),"64,176.8","4,039",日本,+
217,默沙东（MERCK),"64,168","17,117",美国,+
218,好事达（ALLSTATE),"64,106","4,667",美国,+
219,辉瑞制药有限公司（PFIZER),"63,627","8,031",美国,+
220,浙江恒逸集团有限公司（ZHEJIANG HENGYI GROUP),"62,792.3",35.4,中国,+
221,国际商业机器公司（INTERNATIONAL BUSINESS MACHINES),"62,753","6,023",美国,+
222,美国纽约人寿保险公司（NEW YORK LIFE INSURANCE),"62,639.2",250.2,美国,+
223,安赛乐米塔尔（ARCELORMITTAL),"62,441","1,339",卢森堡,+
224,意大利忠利保险公司（ASSICURAZIONI GENERALI),"62,196.4","4,027.3",意大利,+
225,达美航空（DELTA AIR LINES),"61,643","3,457",美国,+
226,中国兵器工业集团有限公司（CHINA NORTH INDUSTRIES GROUP),"61,519.5","1,982.9",中国,+
227,法国布伊格集团（BOUYGUES),"61,423.2","1,144.2",法国,+
228,中国能源建设集团有限公司（CHINA ENERGY ENGINEERING GROUP),"61,099.5",559.9,中国,+
229,雷诺（RENAULT),"60,811.1",813.2,法国,+
230,巴西银行（BANCO DO BRASIL),"60,802","4,891.4",巴西,+
231,大众超级市场公司（PUBLIX SUPER MARKETS),"60,177","4,635",美国,+
232,百威英博（ANHEUSER-BUSCH INBEV),"59,768","5,855",比利时,+
233,奇瑞控股集团有限公司（CHERY HOLDING GROUP),"59,693.9",458.7,中国,+
234,日本瑞穗金融集团（MIZUHO FINANCIAL GROUP),"59,237.3","5,808.3",日本,+
235,金川集团股份有限公司（JINCHUAN GROUP),"58,886","1,440.7",中国,+
236,美国全国保险公司（NATIONWIDE),"58,645.9","2,062.2",美国,+
237,德国艾德卡公司（EDEKA ZENTRALE),"58,493.6",379.8,德国,+
238,戴姆勒卡车控股股份公司（DAIMLER TRUCK HOLDING),"58,480.6","3,136.2",德国,+
239,TD Synnex公司（TD SYNNEX),"58,452.4",689.1,美国,+
240,蒙特利尔银行（BANK OF MONTREAL),"58,295.1","5,378.8",加拿大,+
241,厦门象屿集团有限公司（XMXYG),"57,874.3",24.6,中国,+
242,兴业银行股份有限公司（INDUSTRIAL BANK),"57,476.8","10,730.1",中国,+
243,联合航空控股公司（UNITED AIRLINES HOLDINGS),"57,063","3,149",美国,+
244,日本制铁集团公司（NIPPON STEEL CORPORATION),"57,040.7","2,297.4",日本,+
245,康菲石油公司（CONOCOPHILLIPS),"56,953","9,245",美国,+
246,美的集团股份有限公司（MIDEA GROUP),"56,855.5","5,356.2",中国,+
247,青山控股集团有限公司（TSINGSHAN HOLDING GROUP),"56,515.8",960.7,中国,+
248,TJX公司（TJX),"56,360","4,864",美国,+
249,艾伯维（ABBVIE),"56,334","4,278",美国,+
250,Enterprise Products Partners公司（ENTERPRISE PRODUCTS PARTNERS),"56,219","5,901",美国,+
251,中国太平洋保险(集团)股份有限公司（CHINA PACIFIC INSURANCE (GROUP)),"56,161.2","6,248.7",中国,+
252,广州汽车工业集团有限公司（GUANGZHOU AUTOMOBILE INDUSTRY GROUP),"56,059.1",-234.9,中国,+
253,加拿大丰业银行（BANK OF NOVA SCOTIA),"55,917.4","5,702.2",加拿大,+
254,河钢集团有限公司（HBIS GROUP),"55,879.7",40.9,中国,+
255,意大利联合圣保罗银行（INTESA SANPAOLO),"55,844.1","9,371.7",意大利,+
256,中国华能集团有限公司（CHINA HUANENG GROUP),"55,760.2","2,718",中国,+
257,安达保险公司（CHUBB),"55,753","9,272",瑞士,+
258,HDFC银行（HDFC BANK),"55,708.6","8,374.6",印度,+
259,必和必拓集团（BHP GROUP),"55,658","7,897",澳大利亚,+
260,雷普索尔公司（REPSOL),"55,571.5","1,899",西班牙,+
261,松下控股公司（PANASONIC HOLDINGS),"55,483.8","2,402.2",日本,+
262,马士基集团（MAERSK GROUP),"55,482","6,109",丹麦,+
263,东京海上日动火灾保险公司（TOKIO MARINE HOLDINGS),"55,365.3","6,922.4",日本,+
264,特许通讯公司（CHARTER COMMUNICATIONS),"55,085","5,083",美国,+
265,国家电力投资集团有限公司（STATE POWER INVESTMENT),"54,963.1","2,125.8",中国,+
266,拼多多控股公司（PDD HOLDINGS),"54,736.3","15,626.4",中国,+
267,Performance Food Group公司（PERFORMANCE FOOD GROUP),"54,681.2",435.9,美国,+
268,美国航空集团（AMERICAN AIRLINES GROUP),"54,211",846,美国,+
269,中国联合网络通信股份有限公司（CHINA UNITED NETWORK COMMUNICATIONS),"54,146","1,255",中国,+
270,阿斯利康（ASTRAZENECA),"54,073","7,035",英国,+
271,第一资本金融公司（CAPITAL ONE FINANCIAL),"53,938","4,750",美国,+
272,浦项制铁控股公司（POSCO HOLDINGS),"53,869.8",825.3,韩国,+
273,思科公司（CISCO SYSTEMS),"53,803","10,320",美国,+
274,力拓集团（RIO TINTO GROUP),"53,658","11,552",英国,+
275,惠普公司（HP),"53,559","2,775",美国,+
276,菲尼克斯医药公司（PHOENIX PHARMA),"53,536.8",342.8,德国,+
277,赛诺菲（SANOFI),"53,333","6,012.8",法国,+
278,泰森食品（TYSON FOODS),"53,309",800,美国,+
279,邦吉公司（BUNGE GLOBAL),"53,108","1,137",瑞士,+
280,英特尔公司（INTEL),"53,101","-18,756",美国,+
281,日本出光兴产株式会社（IDEMITSU KOSAN),"53,004.8",682.6,日本,+
282,甲骨文公司（ORACLE),"52,961","10,467",美国,+
283,印度塔塔汽车公司（TATA MOTORS),"52,753.9","3,292.2",印度,+
284,博通公司（BROADCOM),"52,432","5,895",美国,+
285,巴拉特石油公司（BHARAT PETROLEUM),"52,401","1,577.7",印度,+
286,俄罗斯外贸银行（VTB BANK),"51,825.5","5,768.2",俄罗斯,+
287,诺华公司（NOVARTIS),"51,722","11,941",瑞士,+
288,迪尔公司（DEERE),"51,716","7,100",美国,+
289,晋能控股集团有限公司（JINNENG HOLDING GROUP),"51,443.4",-352.7,中国,+
290,耐克公司（NIKE),"51,362","5,700",美国,+
291,东风汽车集团有限公司（DONGFENG MOTOR),"51,309.3",318.4,中国,+
292,敬业集团有限公司（JINGYE GROUP),"51,224.6",320.1,中国,+
293,巴西布拉德斯科银行（BANCO BRADESCO),"51,104.2","3,201.6",巴西,+
294,丸红株式会社（MARUBENI),"51,101.8","3,299.3",日本,+
295,陕西延长石油（集团）有限责任公司（SHAANXI YANCHANG PETROLEUM (GROUP)),"51,062.7","1,026.1",中国,+
296,德国联邦铁路公司（DEUTSCHE BAHN),"50,972.2",-844.6,德国,+
297,小米集团（XIAOMI),"50,854.5","3,288.1",中国,+
298,法国国民互助信贷银行集团（CRÉDIT MUTUEL GROUP),"50,619.7","4,264.1",法国,+
299,路易达孚集团（LOUIS DREYFUS),"50,589",726,荷兰,+
300,美国利宝互助保险集团（LIBERTY MUTUAL INSURANCE GROUP),"50,429","4,383",美国,+
301,拜耳集团（BAYER),"50,401.2","-2,759.8",德国,+
302,圣戈班集团（SAINT-GOBAIN),"50,363.4","3,075.6",法国,+
303,宁德时代新能源科技股份有限公司（CONTEMPORARY AMPEREX TECHNOLOGY),"50,313.4","7,052.6",中国,+
304,Plains GP Holdings公司（PLAINS GP HOLDINGS),"50,073",103,美国,+
305,Talanx公司（TALANX),"50,017.3","2,138",德国,+
306,联合信贷集团（UNICREDIT GROUP),"49,962.2","10,510.4",意大利,+
307,沃尔沃集团（VOLVO),"49,826.5","4,765.8",瑞典,+
308,HD现代公司（HD HYUNDAI),"49,694.3",373.3,韩国,+
309,上海浦东发展银行股份有限公司（SHANGHAI PUDONG DEVELOPMENT BANK),"48,944","6,289.9",中国,+
310,联合服务汽车协会（UNITED SERVICES AUTOMOBILE ASSN.),"48,560","3,885.4",美国,+
311,SK海力士公司（SK HYNIX),"48,541.1","14,511.6",韩国,+
312,Iberdrola公司（IBERDROLA),"48,382.2","6,069",西班牙,+
313,法国威立雅环境集团（VEOLIA ENVIRONNEMENT),"48,331.4","1,187.4",法国,+
314,百时美施贵宝公司（BRISTOL-MYERS SQUIBB),"48,300","-8,948",美国,+
315,德国巴登-符腾堡州银行（LANDESBANK BADEN-WÜRTTEMBERG),"48,028.6",943,德国,+
316,英迈公司（INGRAM MICRO HOLDING),"47,983.7",264.2,美国,+
317,住友商事（SUMITOMO),"47,834.5","3,685.7",日本,+
318,通用动力（GENERAL DYNAMICS),"47,716","3,782",美国,+
319,万科企业股份有限公司（CHINA VANKE),"47,695.5","-6,876.6",中国,+
320,软银集团（SOFTBANK GROUP),"47,517.4","7,565.6",日本,+
321,美洲电信（AMÉRICA MÓVIL),"47,484.7","1,251.1",墨西哥,+
322,加拿大帝国商业银行（CANADIAN IMPERIAL BANK OF COMMERCE),"47,111.2","5,229.6",加拿大,+
323,可口可乐公司（COCA-COLA),"47,061","10,631",美国,+
324,欧莱雅（L'ORÉAL),"47,028","6,930.6",法国,+
325,电装公司（DENSO),"46,979.7","2,749.1",日本,+
326,美国教师退休基金会（TIAA),"46,945.8","-1,935.8",美国,+
327,美团公司（MEITUAN),"46,919.3","4,976.6",中国,+
328,法国国营铁路集团（SNCF GROUP),"46,884.4","1,683.8",法国,+
329,Travelers公司（TRAVELERS),"46,423","4,999",美国,+
330,浙江省交通投资集团有限公司（ZHEJIANG COMMUNICATIONS INVESTMENT GROUP),"45,971.6",584,中国,+
331,瑞士再保险股份有限公司（SWISS RE),"45,865","3,241",瑞士,+
332,中国兵器装备集团公司（CHINA SOUTH INDUSTRIES GROUP),"45,481.8",850.6,中国,+
333,Raízen公司（RAÍZEN),"45,473.9",-758.3,巴西,+
334,泰康保险集团股份有限公司（TAIKANG INSURANCE GROUP),"45,456","2,115.6",中国,+
335,英格卡集团（INGKA GROUP),"45,215.7",870.9,荷兰,+
336,美国礼来公司（ELI LILLY),"45,042.7","10,590",美国,+
337,西班牙ACS集团（ACS),"45,023.4",895,西班牙,+
338,苏商建设集团有限公司（SUSUN CONSTRUCTION GROUP),"45,003.8",924.2,中国,+
339,中国华电集团有限公司（CHINA HUADIAN),"45,003.1","2,370.7",中国,+
340,乔治威斯顿公司（GEORGE WESTON),"44,975.6",992.1,加拿大,+
341,Orange公司（ORANGE),"44,781","2,541.4",法国,+
342,采埃孚（ZF FRIEDRICHSHAFEN),"44,746.4","-1,246.9",德国,+
343,西班牙电话公司（TELEFÓNICA),"44,679.4",-53,西班牙,+
344,东京电力公司（TOKYO ELECTRIC POWER),"44,674.7","1,058",日本,+
345,伍尔沃斯集团（WOOLWORTHS GROUP),"44,521.5",70.8,澳大利亚,+
346,沃达丰集团（VODAFONE GROUP),"44,427.3","-4,473.1",英国,+
347,Uber Technologies公司（UBER TECHNOLOGIES),"43,978","9,856",美国,+
348,广达电脑公司（QUANTA COMPUTER),"43,949.6","1,859.9",中国,+
