排名,公司名称,国家地区,营业收入百万美元,利润百万美元,资产额百万美元,股东权益百万美元,雇员人数
33,SONY,日本,"50,277.0","1,238.1","45,790.7","11,764.8","163,000"
34,DAI-ICHI MUTUAL LIFE INSURANCE,日本,"49,114.7","1,941.3","225,977.4","2,696.5","66,953"
35,IRI,意大利,"49,055.7",279.4,"66,392.9","4,617.9","132,489"
36,NESTLE,瑞士,"48,932.5","2,751.2","37,905.5","16,293.8","221,144"
37,TOSHIBA,日本,"48,415.8",595.5,"46,830.2","10,195.7","186,000"
38,HONDA MOTOR,日本,"46,994.5","1,963.6","33,787.1","11,192.5","101,100"
39,ELF AQUITAINE,法国,"46,818.0","1,363.7","47,143.4","15,287.8","85,400"
40,TONEN,日本,"46,506.3",42.2,"19,363.2",898.8,"11,500"
41,BANK OF TOKYO-MITSUBISHI,日本,"46,451.0",361.6,"696,477.8","23,994.0","19,304"
42,VEBA GROUP,德国,"45,246.2","1,633.2","46,254.8","12,535.4","122,110"
43,TOKYO ELECTRIC POWER,日本,"44,732.0",724.5,"114,738.5","12,049.7","4,316"
44,TEXACO,美国,"44,561.0","2,018.0","26,963.0","10,372.0","28,957"
45,SUMITOM LIFE INSURANCE,日本,"44,063.3","1,858.4","188,553.7","2,295.6","67,027"
46,SUNKYONG,韩国,"44,031.0",313.0,"30,171.0","5,876.0","33,299"
47,NEC,日本,"43,932.7",813.0,"38,687.3","8,088.4","151,966"
48,ELECTRICITE DE FRANCE,法国,"43,658.7",209.0,"132,978.0","32,434.5","116,919"
49,STATE FARM INSURANCE COS,美国,"42,781.2","2,567.9","93,245.1","30,078.4","71,612"
50,DEUTSCHE TELEKOM,德国,"41,910.7","1,168.1","112,120.5","29,203.8","201,000"
51,PHILIPS ELECTRONICS,荷兰,"41,036.5",349.9,"31,585.2","8,004.1","262,500"
52,UNION DES ASSURANCES DE PARIS,法国,"40,736.7","1,259.9","179,754.8","6,305.9","50,810"
53,PRUDENTIAL INS.CO.OF AMERICA,美国,"40,175.0","1,006.0","219,072.0","9,788.0","83,000"
54,FUJITSU,日本,"39,982.3",409.7,"38,111.1","9,524.3","167,000"
55,E.I.DU PONT DE NEMOURS,美国,"39,689.0","3,636.0","37,987.0","10,709.0","97,000"
56,DEUTSCHE BANK,德国,"39,413.0","1,418.0","569,906.1","19,095.7","74,356"
57,RWE GROUP,德国,"39,289.2",818.2,"49,789.7","5,346.6","132,658"
58,ENI,意大利,"38,843.5","2,885.1","58,857.2","16,551.4","83,424"
59,CHEVRON,美国,"38,691.0","2,607.0","34,854.0","15,623.0","40,820"
60,HEWLETT-PACKARD,美国,"38,420.0","2,586.0","27,699.0","13,438.0","112,000"
61,SEARS ROEBUCK,美国,"38,236.0","1,271.0","36,167.0","4,945.0","335,000"
62,METOR HOLDING,瑞士,"36,567.7",405.6,"13,363.4","2,476.0","176,518"
63,RENAULT,法国,"35,979.1","1,025.8","42,161.7","7,212.1","140,905"
64,ING GROUP,荷兰,"35,912.5","1,969.5","277,528.1","19,571.0","58,106"
65,PROCTER＆GAMBLE,美国,"35,284.0","3,046.0","27,730.0","11,722.0","103,000"
66,BMW[BAYERISCHE MOTOREN WERKE],德国,"34,727.9",540.2,"29,162.6","5,751.9","116,112"
67,CREDIT AGRICOLE,法国,"34,619.6","1,471.8","477,335.7","19,882.2","85,240"
68,ABB ASEA BROWN BOVERI,瑞士,"34,571.0","1,233.0","30,896.0","5,875.0","214,894"
69,NICHIMEN,日本,"34,545.1",43.7,"16,567.7","1,219.0","18,715"
70,TOTAL,法国,"34,513.0","1,103.5","30,204.7","11,315.3","57,555"
71,SAMSUNG,韩国,"34,286.5",64.7,"11,211.8","1,625.9","11,904"
72,PEUGEOT,法国,"33,914.7",143.5,"27,727.1","10,597.9","139,100"
73,PDVSA,委内瑞拉,"33,855.0","4,495.0","45,402.0","31,798.0","53,206"
74,HOECHST,德国,"33,838.8","1,404.7","35,454.7","9,331.1","147,862"
75,MEIJI LIFE INSURANCE,日本,"33,175.4","1,574.9","134,696.7","2,297.4","44,365"
76,MISUBISHU ELECTRIC,日本,"33,072.6",75.7,"33,096.2","6,311.0","113,353"
77,AMOCO,美国,"32,726.0","2,834.0","3,210.0","16,408.0","41,723"
78,AXA,法国,"32,681.4",744.5,"215,258.5","8,561.6","36,695"
79,CITICORP,美国,"32,605.0","3,788.0","281,018.0","20,722.0","89,400"
80,MITSUBISHI MOTORS,日本,"32,601.2",103.0,"26,064.0","3,921.5","27,827"
81,CIE GENERALE DES EAUX,法国,"32,428.8",381.7,"45,874.3","6,431.5","217,300"
82,BASF,德国,"32,403.6","1,854.0","28,118.3","12,865.7","103,406"
83,BAYER,德国,"32,298.0","1,810.6","31,803.4","13,248.6","142,200"
84,GAN,法国,"32,259.5","1,110.8","168,861.6","1,522.6","35,083"
85,ALCATEL ALSTHOM GROUP,法国,"31,683.8",532.6,"47,406.0","7,479.5","190,600"
86,PEPSICO,美国,"31,645.0","1,149.0","24,512.0","6,623.0","486,000"
87,KMART,美国,"31,437.0",220.0,"14,286.0","5,072.0","275,000"
88,KANEMATSU,日本,"30,868.8",244.4,"12,824.7",379.7,"12,000"
89,ZURICH INSURANCE,瑞士,"30,760.5",920.7,"97,247.8","10,164.7","40,981"
90,SSANGYONG,韩国,"30,530.8",125.6,"23,559.6","4,783.2","33,000"
91,CARREFOUR,法国,"30,277.1",610.4,"14,578.4","3,638.0","109,300"
92,INDUSTRIAL BANK OF JAPAN,日本,"30,208.0",113.1,"378,613.2","12,446.4","5,175"
93,ASSICURAZIONO GENERALI,意大利,"29,618.5",931.9,"87,850.3","6,901.7","40,003"
94,FRANCH TELECOM,法国,"29,564.5",411.8,"50,544.6","14,988.2","165,200"
95,NOVARTIS,瑞士,"29,310.2","1,863.8","43,097.9","20,556.3","116,178"
96,HSBC HOLDINGS,英国,"28,859.9","4,859.7","401,667.1","25,787.5","102,470"
97,PEMEX[PETROLEOS MEXICANOS],墨西哥,"28,429.5","2,170.5","39,648.9","19,793.3","120,470"
98,DAIEI,日本,"28,281.2",107.0,"18,184.5","1,007.5","16,686"
99,VIAG,德国,"28,207.7",530.2,"3,187.8","5,283.7","88,014"
100,AMERICAN INTERNATIONAL GROUP,美国,"28,205.3","2,897.3","148,431.0","22,044.2","36,600"
101,MOTOROLA,美国,"27,973.0","1,154.0","24,076.0","11,795.0","13,900"
102,SANWA BANK,日本,"27,972.8",229.5,"447,046.2","15,219.5","19,737"
103,MITSUBISHI HEAVY INDUSTRIES,日本,"27,899.2","1,097.4","35,160.8","10,861.7","67,117"
104,PRUDENTIAL,英国,"27,833.9","2,197.2","133,189.5","4,681.4","20,993"
105,ABN AMRO HOLDING,荷兰,"27,651.2","1,958.9","341,396.0","13,168.7","66,172"
106,CREDIT SUISSE,瑞士,"27,647.0","2,094.3","389,300.4","11,768.4","34,821"
107,CHASE MANHATTAN CORP,美国,"27,421.0","2,461.0","336,099.0","20,994.0","67,785"
108,ROBERT BOSCH,韩国,"27,339.8",277.1,"20,757.0","5,822.0","176,481"
109,HYUNDAL,韩国,"27,278.5",7.7,"1,693.1",151.6,707
110,NIPPON STEEL,日本,"27,178.4",30.6,"36,352.6","7,183.7","88,700"
111,ITO-YOKADO,日本,"27,137.1",668.1,"15,165.4","7,296.4","99,887"
112,LOCKHEED MARTIN,美国,"26,875.0","1,347.0","29,257.0","6,856.0","190,000"
113,THYSSENI,德国,"26,158.8",201.5,"16,690.2","3,246.9","122,659"
114,SOCIETE GENERALE,法国,"26,010.5",888.2,"339,996.0","10,633.6","46,000"
115,ASAHI MUTUAL LIFE INSURANCE,日本,"25,432.6",908.8,"96,848.1","1,256.5","36,270"
116,CNP ASSURANCES,法国,"25,399.7",307.3,"89,447.8","2,445.3","2,329"
117,DAYTON HUDSON,美国,"25,371.0",463.0,"13,389.0","3,790.0","141,700"
118,CREDIT LYONNAIS,美国,"25,180.4",39.5,"310,040.5","5,853.9","56,748"
119,KROGER,美国,"25,170.9",349.9,"5,825.4","1,181.7","160,000"
120,FANNIE MAE,韩国,"25,054.0","2,725.0","351,041.0","1,277.3","3,300"
121,MERRILL LYNCH,美国,"25,011.0","1,619.0","213,016.0","6,892.0","49,800"
122,BAT INDUSTRIES,英国,"24,937.2","2,351.8","79,685.5","9,216.7","163,854"
123,CONAGRA,美国,"24,821.6",188.9,"11,196.6","2,255.5","83,123"
124,SAMSUNG ELECTRONICS,韩国,"24,710.3",136.3,"25,937.1","5,385.1","87,500"
125,ALLSTATE,美国,"24,299.0","2,075.0","74,508.0","13,452.0","48,213"
126,MUNCHENER RUCK,德国,"24,191.6",340.9,"83,356.4","3,003.1","16,343"
127,BANQUE NATIONALE DE PARIS,法国,"24,125.3",807.0,"355,366.2","10,607.6","52,762"
128,FUJI BANK,日本,"24,071.3",968.1,"453,133.0","15,593.3","15,168"
129,ENEL,意大利,"23,833.1",824.6,"62,410.7","17,479.4","93,879"
130,BT,英国,"23,695.2","3,295.3","40,833.5","18,111.3","127,500"
131,JAPAN POSTAL SERVICE,日本,"23,689.4","1,261.9","85,680.4","38,841.1","142,538"
132,J.C.PENNEY,美国,"23,649.0",565.0,"22,088.0","5,952.0","205,000"
133,WINTERTHUR GROUP,瑞士,"23,574.1",409.9,"72,096.5","3,841.5","27,797"
134,CANON,日本,"23,515.8",865.7,"22,571.5","8,464.4","75,628"
135,UNITED TECHNOLOCIES,美国,"23,512.0",906.0,"16,745.0","4,306.0","173,800"
136,VOLVO,瑞典,"23,265.9","1,860.1","20,544.2","8,423.2","70,330"
137,METROPOLITAN LIFE INSURANCE,美国,"23,238.0",853.0,"188,871.0","11,983.0","43,500"
138,KANSAI ELECTRIC POWER,日本,"23,178.5",489.8,"55,557.8","9,851.7","26,265"
139,MANNESMANN,德国,"23,045.4",254.5,"15,472.1","4,237.8","119,709"
140,SUMITOMO BANK,日本,"22,810.7",302.3,"485,529.5","15,716.8","15,563"
141,NATIONAL WESTMINSTER BANK,英国,"22,783.7",685.5,"314,700.6","12,823.3","71,000"
142,NATIONAL WESTMINSTER HOLDINGS,香港,"22,694.1",110.6,"3,127.0",864.8,"1,790"
143,SAKURA BANK,日本,"22,693.2",157.6,"441,109.7","14,892.9","18,733"
144,BOEING,美国,"22,681.0","1,095.0","27,254.0","10,941.0","143,000"
145,FORTIS,比利时/荷兰,"22,646.4",922.5,"177,194.6","7,413.7","34,403"
146,RAO GAZPROM,俄罗斯,"22,553.9","1,825.8","110,073.7","85,004.1","398,600"
147,UNITED PARCEL SERVICE,美国,"22,368.0","1,146.0","14,954.0","5,901.0","336,000"
148,EAST JAPAN RAILWAY,日本,"22,317.7",627.3,"59,528.1","5,800.2","78,624"
149,BANKAMERICA CORP,美国,"22,071.0","2,873.0","250,753.0","20,713.0","78,000"
150,TESCO,英国,"21,942.0",821.6,"10,792.5","6,339.9","98,440"
151,KONINKLIJKE AHOLD,荷兰,"21,669.1",375.1,"8,528.3","1,386.1","101,697"
152,JOHNSON＆JOHNSON,美国,"21,620.0","2,887.0","20,010.0","10,836.0","89,300"
153,DRESDANER BANK,德国,"21,489.3","1,021.5","360,922.9","9,514.4","45,816"
154,TRAVELERS GROUP,美国,"21,345.4","2,331.0","151,067.0","13,085.0","56,200"
155,GET,美国,"21,339.2","2,798.3","38,422.0","7,335.7","102,000"
156,J.SAINSBURY,英国,"21,251.9",639.4,"11,871.1","5,981.2","103,398"
157,CIE FINANCIERE DE PARIBAS,法国,"21,211.9",850.2,"290,719.9","7,700.8","26,734"
158,MITSUI MUTUAL LIFE INSURANCE,日本,"21,208.2",792.3,"82,293.5","1,035.6","26,481"
159,USX,美国,"21,076.0",943.0,"16,980.0","5,022.0","42,195"
160,LONG-TERM CREDIT BANK OF JAPAN,日本,"20,987.0",172.9,"237,862.0","8,532.5","3,821"
161,INTEL,美国,"20,847.0","5,157.0","23,735.0","16,872.0","48,500"
162,BCE,加拿大,"20,658.0",844.9,"30,126.3","8,741.2","121,000"
163,WESTDEUTSCHE LANDESBANK,德国,"20,473.5",451.1,"302,797.1","7,987.8","26,349"
164,BANK OF CHINA,中国,"20,416.0","1,067.0","292,554.0","13,737.0","201,782"
165,DAI-ICHI KANGYO BANK,日本,"20,395.1","1,574.5","453,797.0","14,829.4","17,425"
166,LLOYDS TSB GROUP,英国,"20,372.6","2,459.5","250,229.2","8,615.7","82,506"
167,ROYAL＆SUN ALLIANCE,英国,"20,310.2",724.6,"94,532.8","10,554.8","45,271"
168,PROMODES,法国,"20,236.5",243.7,"8,625.9","1,555.9","47,734"
169,INTERANATIONAL PAPER,美国,"20,143.0",303.0,"28,252.0","9,344.0","87,000"
170,JUSCO,日本,"20,120.2",272.8,"12,379.5","2,817.9","37,694"
171,DEUTSCHE BAHN,德国,"20,080.6",730.2,"37,262.0","8,383.1","288,768"
172,DOW CHEMICAL,美国,"20,053.0","1,907.0","24,673.0","7,954.0","40,289"
173,LOEWS,美国,"19,964.8","1,383.9","67,683.0","8,731.2","29,453"
174,COLUMBIA/HCA HEALTHCARE,美国,"19,909.0","1,505.0","21,272.0","8,609.0","285,000"
175,MERCK,美国,"19,828.7","3,881.3","24,393.1","11,970.5","49,100"
176,BARCLAYS BANK,英国,"19,691.8","2,559.5","315,831.5","12,339.4","87,400"
177,COMMERZBANK,德国,"19,690.5",790.7,"288,141.9","8,293.7","29,344"
178,COSTCO,美国,"19,566.5",248.8,"4,911.9","1,777.8","39,750"
179,HOME DEPOT,美国,"19,535.5",937.7,"9,341.7","5,955.2","97,912"
180,XEROX,美国,"19,521.0","1,206.0","26,818.0","5,088.0","86,700"
181,CHUBU ELECTRIC POWER,日本,"19,272.9",340.8,"49,947.8","7,611.3","21,024"
182,LYONNAISE DES EAUX,法国,"19,260.2",263.7,"31,273.8","3,519.4","116,000"
183,NIPPON OIL,日本,"19,186.3",111.6,"23,846.8","5,268.0","11,500"
184,TENEO,西班牙,"19,181.1","1,412.9","32,443.3","7,686.2","76,107"
185,ATLANTIC RICHFIFELD,美国,"19,168.5","1,663.0","25,715.0","7,801.0","22,800"
186,ASSURANCES GENERALES DE FRANCE,法国,"19,062.0",300.2,"79,244.0","4,663.0","24,577"
187,BELLSOUTH,美国,"19,040.0","2,863.0","32,568.0","13,249.0","81,241"
188,CIGNA,美国,"18,950.0","1,056.0","98,932.0","7,208.0","41,000"
189,YASUDA MUTUAL LIFE INSURANCH,日本,"18,906.6","1,231.1","74,433.3","1,465.9","21,163"
190,UNION BANK OF SWITZERLAND,瑞士,"18,902.4",283.1,"324,756.4","16,924.4","29,153"
191,L.M.ERICSSON,瑞典,"18,767.0","1,060.0","16,322.5","5,887.9","93,949"
192,WALT DISNEY,美国,"18,739.0","1,214.0","37,306.0","16,086.0","100,000"
193,AMERICAN STORES,美国,"18,678.1",287.2,"7,881.4","2,535.4","12,000"
194,KAJIMA,日本,"18,650.2",65.2,"23,122.8","3,088.3","16,000"
195,SARA LEE,美国,"18,624.0",916.0,"12,602.0","4,320.0","135,300"
196,COCA-COLA,美国,"18,546.0","3,492.0","16,161.0","6,156.0","26,000"
197,MCI COMMUNICATIONS,美国,"18,494.0","1,202.0","22,978.0","10,661.0","55,285"
198,COMMERCIAL UNION,英国,"18,355.0",620.0,"92,325.4","6,625.6","25,622"
199,GROUPE AUCHAN,法国,"18,217.9",138.0,"14,135.6","3,404.2","81,000"
200,COMPAQ COMPUTER,美国,"18,109.0","1,312.9","10,525.8","6,144.0","18,863"
201,TOKIO MARINE & FIRE INSURANCE,日本,"18,093.9",233.3,"41,596.8",513.8,"14,029"
202,PETROBAS,巴西,"18,074.2",665.2,"33,736.3","19,217.9","47,494"
203,BRIDGESTONE,日本,"17,998.6",646.5,"15,190.5","5,332.3","92,458"
204,SINOCHEM,中国,"17,953.0",71.3,"5,415.4",995.8,"14,000"
205,SAINT-GOBAIN,法国,"17,861.5",845.0,"24,051.9","9,042.4","111,701"
206,PREUSSAG,德国,"17,787.8",169.7,"9,951.0","1,972.7","66,226"
207,SHV HOLDINGS,荷属安的列斯,"17,769.9",190.7,"9,410.8","1,509.7","66,900"
208,AMR,美国,"17,753.0","1,016.0","20,497.0","5,668.0","110,000"
209,DEUTSCHE POST,德国,"17,742.2",224.1,"12,457.9","3,341.5","284,889"
210,TAISEI,日本,"17,597.9",51.3,"24,265.9","3,155.3","21,752"
211,BAYERISCHE VEREINSBANK,德国,"17,597.7",539.2,"259,571.2","6,405.4","21,825"
212,SAMSUNG LIFE INSURANCE,韩国,"17,530.0",52.2,"33,941.1",568.4,"9,857"
213,NATIONSBANK CORP,美国,"17,509.0","2,452.0","185,794.0","13,709.0","62,971"
214,NEW YORK LIFE INSURANCE,美国,"17,347.0",579.4,"72,209.3","4,007.5","6,940"
215,NORINCHUKIN BANK,日本,"17,319.5",274.9,"378,665.5","2,899.4","3,000"
216,LG INTERNATIONAL,韩国,"17,311.1",26.9,"1,644.8",332.7,"3,836"
217,AMERICAN EXPRESS,美国,"17,280.0","1,901.0","108,512.0","8,528.0","72,299"
218,SAFEWAY,美国,"17,269.0",460.6,"5,545.2","1,186.8","119,000"
219,LA POSTE,法国,"17,094.8",120.0,"14,066.5","1,254.9","289,050"
220,ISUZU MOTORS,日本,"17,075.0",85.1,"13,138.7",938.9,"13,877"
221,RJR NABISCO HOLDINGS,美国,"17,063.0",611.0,"31,289.0","10,148.0","79,700"
222,AETNA,美国,"16,900.2",651.0,"92,912.9","10,889.7","38,600"
223,MAZDA MOTOR,日本,"16,816.9",155.8,"11,426.1","2,776.9","25,126"
224,CHIYODA MUTUAL LIFE INSURANCE,日本,"16,778.4",219.2,"46,886.4",214.1,"20,666"
225,RHONE-POULENC,法国,"16,773.6",756.6,"27,084.2","8,889.2","75,250"
226,FRANZ HANIEL,德国,"16,757.2",205.6,"5,890.4","1,020.1","24,779"
227,NKK,日本,"16,670.0",148.2,"21,244.0","3,738.3","38,249"
228,COMPART,意大利,"16,609.9",62.2,"25,187.3","1,460.2","35,405"
229,STATOIL,挪威,"16,582.8",818.6,"18,995.7","5,765.2","15,171"
230,RAG,德国,"16,572.2",91.0,"19,120.0","1,439.3","101,980"
231,SUPERVALU,美国,"16,551.9",175.0,"4,283.3","1,307.4","36,514"
232,CATERPILLAR,美国,"16,522.0","1,361.0","18,728.0","4,116.0","57,026"
233,REPSOL,西班牙,"16,519.0",941.1,"16,443.1","6,458.6","19,701"
234,FLEMING,美国,"16,486.7",26.7,"4,055.2","1,076.0","41,200"
235,IMPERIAL CHEMICAL INDUSTRIES,英国,"16,428.0","4,229.4","15,368.6","6,123.0","63,300"
236,GROUPE DANONE,法国,"16,406.6",661.0,"19,261.2","7,711.1","81,579"
237,ELECTROLUX,瑞典,"16,399.1",275.8,"12,455.0","3,264.2","110,200"
238,TELEBARS,巴西,"16,394.5","2,742.4","40,548.4","26,613.2","89,536"
239,SANYO ELECTRIC,日本,"16,391.0",156.9,"20,298.7","6,254.0","67,827"
240,UAL,美国,"16,362.0",533.0,"12,677.0",995.0,"85,900"
241,MYCAL,日本,"16,185.8",136.6,"13,985.8","2,033.1","34,556"
242,JAPAN TOBACCO,日本,"16,051.2",767.5,"17,383.7","10,905.3","22,700"
243,KARSTADT,德国,"15,978.2",38.8,"7,400.7","1,548.6","99,991"
244,FRIED.KRUPP AGG HOESCH-KRUPP,德国,"15,972.2",97.0,"11,427.8","1,813.1","69,608"
245,EASTMAN KODAK,美国,"15,968.0","1,288.0","14,438.0","4,734.0","94,800"
246,TOYOTA TSUSHO,日本,"15,932.5",55.0,"6,375.7","1,105.8","4,517"
247,SHARP,日本,"15,897.0",431.0,"16,515.8","7,606.3","45,117"
248,J.P.MORGAN&CO.,美国,"15,866.0","1,574.0","222,026.0","11,432.0","15,527"
249,NIPPON EXPRESS,日本,"15,851.7",244.1,"8,940.4","2,439.2","61,491"
250,TELEFONICA DE ESPANA,西班牙,"15,834.7","1,265.2","41,406.3","14,197.4","92,148"
251,TOKAI BANK,日本,"15,823.6",149.1,"285,371.2",855.9,"11,625"
252,PHILLIPS PETROLEUM,美国,"15,807.0","1,303.0","13,548.0","4,251.0","17,200"
253,GROUPE PINAUL-PRINTEMPS,法国,"15,713.5",403.6,"10,958.4","2,896.1","62,842"
254,SWISS BANK CORP,瑞士,"15,708.7","1,581.5","267,338.8","10,147.8","27,490"
255,SWISS LIFE INS.&PENSION,瑞士,"15,690.6","1,212.6","65,434.2","2,964.2","7,933"
256,BANCO DO BRASIL,巴西,"15,657.0","8,012.9","79,737.7","5,619.9","85,361"
257,INDIAN OIL,印度,"15,650.0",398.5,"7,889.3","2,550.6","33,840"
258,SNCF,法国,"15,442.0","3,426.3","53,637.2","4,332.6","209,746"
259,MITSUBISH CHEMICAL,日本,"15,379.4",106.3,"15,980.6","3,883.4","28,933"
260,ISTITUTO BANC.SAN PAOLO DI TORINO,意大利,"15,268.6",30.9,"171,320.6","6,446.7","23,733"
261,SHIMIZU,日本,"15,252.9",47.1,"19,579.4","2,838.3","14,658"
262,FEDERATED DEPARTMENT STORES,美国,"15,229.0",265.9,"14,264.1","4,669.2","117,100"
263,GROUPE CAISS D'EPARGNE,法国,"15,095.5",357.5,"224,300.7","12,217.1","38,848"
264,BRISTOL-MYERS SQUIBB,美国,"15,065.0","2,850.0","14,685.0","6,570.0","51,200"
265,HYPO-BANK GROUP,德国,"15,062.2",444.5,"218,294.1","5,644.8","18,391"
266,BROKEN HILL PROPRIETARY,澳大利亚,"14,923.1",787.8,"28,123.3","9,682.3","60,000"
267,AMERITECH,美国,"14,917.0","2,134.0","23,707.0","7,687.0","66,128"
268,BTR,英国,"14,883.6",673.0,"14,010.2","3,835.8","115,805"
269,JAPAN ENERGY,日本,"14,780.2",410.9,"13,178.3",727.8,"15,103"
270,LG ELECTRONICS,韩国,"14,765.5",36.5,"16,662.1","2,570.9","65,284"
271,BG,英国,"14,764.8",891.7,"47,233.3","30,224.4","42,489"
272,IDEMITAL EQUIPMENT,日本,"14,749.2",30.9,"15,301.6",630.9,"4,900"
273,BERTELSMANN,德国,"14,728.0",480.2,"8,119.5","1,940.3","57,996"
274,HANSON,英国,"14,563.8","2,188.5","22,692.5","3,960.2","41,000"
275,DIGITAL EQUIPMENT,美国,"14,562.8",111.8,"10,075.4","3,606.2","59,100"
276,AEGON,荷兰,"14,522.2",929.9,"105,027.5","6,472.2","19,346"
277,CIE DE SUEZ,法国,"14,510.3",164.8,"46,649.6","8,160.2","28,000"
278,HYUNDAI MOTOR,韩国,"14,491.2",65.8,"10,131.1","1,782.8","47,174"
279,SANTANDER GROUP,西班牙,"14,459.3",675.7,"149,886.6","4,602.0","45,847"
280,DENSO,日本,"14,426.1",633.0,"13,718.9","7,887.0","56,961"
281,COLES MYER,澳大利亚,"14,418.1",214.3,"5,465.6","1,892.2","152,744"
282,KOREA ELECTRIC POWER,韩国,"14,393.7",742.8,"42,246.6","20,021.4","32,133"
283,MICHELIN,法国,"14,364.1",565.1,"14,550.6","3,059.2","119,780"
284,ROCKWELL INTERNATIONAL,美国,"14,343.0",726.0,"10,065.0","4,256.0","58,639"
285,BOUYGUES,法国,"14,341.0",127.8,"13,804.5","1,344.5","91,979"
286,LEHMAN BROTHERS HOLDINGS,美国,"14,260.0",416.0,"128,596.0","3,874.0","7,556"
287,ITAUSA-INVESTMENTOS ITAU,巴西,"14,242.6",294.2,"33,740.0","2,341.0","47,354"
288,MINNESOTA MINING&MFG,美国,"14,236.0","1,526.0","13,364.0","6,284.0","74,289"
289,SPRINT,美国,"14,234.0","1,183.8","16,953.0","8,519.9","48,000"
290,TAKENAKA,日本,"14,214.1",176.4,"13,944.8","2,659.0","13,849"
291,SWISS REINSURANCE,瑞士,"14,130.5","1,180.2","48,164.7","7,345.5","6,939"
292,AMERICAN HOME PRODUCTS,美国,"14,088.3","1,883.4","20,785.3","6,962.1","59,747"
293,JAPAN TRAVEL BUREAU,日本,"14,061.0",18.9,"3,626.6",422.9,"10,240"
294,RABOBANK,荷兰,"14,035.9",967.9,"190,018.9","11,110.9","35,424"
295,ALLIEDSIGNAL,美国,"13,971.0","1,020.0","12,829.0","4,180.0","76,600"
296,JAPAN AIRLINES,日本,"13,913.2",128.5,"16,530.6","1,987.9","19,046"
297,SBCC COMMUNICATIONS,美国,"13,898.2","2,101.0","23,499.0","6,835.0","61,540"
298,USINOR,法国,"13,888.9",291.0,"13,205.3","4,908.0","56,743"
299,TAIYO MUTUALLIFE INSURANCE,日本,"13,883.9",126.8,"564,038.9",376.9,"18,742"
300,MAN,德国,"13,866.6",206.9,"8,549.6","2,434.7","57,826"
301,COLLEGE RETIREMENT EQUITIES FUND,美国,"13,864.6",N.A,"98,974.9",N.A,"4,422"
302,LUFTHANSA GROUP,德国,"13,862.4",368.1,"12,022.1","3,434.1","57,999"
