排名,公司名称,国家地区,营业收入百万美元,利润百万美元,资产额百万美元,股东权益百万美元,雇员人数
180,SAMSUNG LIFE INSURANCE,韩国,"20,269.1",65.3,"19,534.2",314.0,"9,714"
181,DIAGEO,英国,"20,217.3","1,323.8","28,948.2","10,903.0","75,000"
182,INTERNATIONAL PAPER,美国,"20,096.0",-151.0,"26,754.0","8,710.0","82,000"
183,CIGNA,美国,"20,038.0","1,086.0","108,199.0","7,932.0","47,700"
184,DOW CHEMICAL,美国,"20,018.0","1,808.0","24,040.0","7,626.0","42,861"
185,SARA LEE,美国,"19,734.0","1,009.0","12,953.0","4,280.0","141,000"
186,DAI-ICHI KANDYO BANK,日本,"19,712.7",-586.7,"432,189.5","13,798.6","16,965"
187,MCI COMMUNICATIONS,美国,"19,653.0",2.0,"25,305.0","11,164.0","59,000"
188,LOEWS,美国,"19,647.8",793.6,"69,577.1","9,655.1","29,747"
189,COMMERCIAL UNION,英国,"19,590.5",609.4,"97,316.5","7,381.7","26,175"
190,UNION BANK OF SWITZERLAND,瑞士,"19,445.5",-88.9,"395,986.2","14,388.7","27,611"
191,MITSUI MUTUAL LIFE INSURANCE,日本,"19,433.4",521.4,"81,750.5",803.5,"23,776"
192,ATLANTIC RICHFIELD,美国,"19,272.0","1,771.0","25,322.0","8,680.0","24,000"
193,COMMERZBANK,德国,"19,253.8",763.2,"287,468.6","8,795.8","28,711"
194,JUSCO,日本,"19,147.4",58.0,"12,692.2","2,571.0","41,177"
195,AMERICAN STORES,美国,"19,138.9",280.6,"8,536.0","2,309.1","121,000"
196,TOHO MUTUAL LIFE INSURANCE,日本,"19,107.3",88.9,"22,507.7",169.5,"2,177"
197,PROMODÉS,法国,"18,961.6",277.4,"8,314.7","1,587.0","50,781"
198,CATERPILLAR,美国,"18,925.0","1,665.0","20,756.0","4,679.0","59,863"
199,NEW YORK LIFE INSURANCE,美国,"18,899.3",650.7,"84,067.1","4,621.7","7,003"
200,YASUDA MUTUAL LIFE INSURANCE,日本,"18,884.7",826.1,"71,052.2","1,153.5","20,903"
201,COCA-COLA,美国,"18,868.0","4,129.0","16,940.0","7,311.0","29,500"
202,CHIYODA MUTUAL LIFE INSURANCE,日本,"18,849.8",129.6,"37,707.1",508.8,"18,728"
203,COLUMBIA/HCA HEALTHCARE,美国,"18,819.0",-305.0,"22,002.0","7,250.0",285000
204,AMR,美国,"18,570.0",985.0,"20,915.0","6,216.0","110,000"
205,AETNA,美国,"18,540.2",901.1,"96,000.6","11,195.4","40,300"
206,SAINT-GOBAIN,法国,"18,346.8",964.3,"22,559.7","9,173.2","106,782"
207,CHUBU ELECTRIC POWER,日本,"18,310.7",327.7,"46,985.7","7,136.8","20,371"
208,GROUP AUVHAN,法国,"18,217.9",138.0,"14,135.6","3,404.2","81,000"
209,XEROX,美国,"18,166.0","1,452.0","27,732.0","5,690.0","91,400"
210,IMPERIAL CHEMICAL INDUSTRIES,英国,"18,121.1",424.3,"15,239.0",240.2,"69,500"
211,PETROBRÁS,巴西,"18,050.5","1,402.0","34,230.8","18,865.7","44,980"
212,BRIDGESTONE,日本,"17,936.0",323.5,"14,179.3","5,263.3","96,204"
213,SINOCHEM,中国,"17,852.7",63.8,"5,801.6",986.1,"5,943"
214,AMERICAN EXPRESS,美国,"17,760.0","1,991.0","120,003.0","9,574.0","74,000"
215,TOKIO MARINE & FIRE INSURANCE,日本,"17,747.4",296.9,"41,239.5","4,922.2","15,294"
216,J.P.MORGAN & CO.,美国,"17,701.0","1,465.0","262,159.0","11,404.0","16,943"
217,STATOIL,挪威,"17,619.2",609.0,"17,709.0","5,217.6","17,177"
218,DEUTSCHE BAHN,德国,"17,575.1",228.4,"36,862.2","9,121.7","268,273"
219,BROKEN HILL PROPRIETARY,澳大利亚,"17,539.9",322.2,"27,962.7","9,543.9","61,000"
220,UAL,美国,"17,378.0",949.0,"15,803.0","2,337.0","91,700"
221,ASSURANCES GÉNÉRALES HOLDINGS,法国,"17,249.2",329.8,"82,331.0","5,338.3","30,722"
222,SUPERVALU,美国,"17,201.4",230.8,"4,093.0","1,201.9","38,016"
223,NIPPON OIL,日本,"17,116.5",93.5,"21,400.5","4,917.6","10,200"
224,REPSOL,西班牙,"17,074.6",861.2,"17,523.4","6,066.4","21,440"
225,RJR NABISCO HOLDINGS,美国,"17,057.0",381.0,"30,678.0","9,631.0","80,000"
226,FRANZ HANIEL,德国,"16,907.1",177.6,"6,365.6",998.9,"30,469"
227,BAYERISCHE VEREINSBANK,德国,"16,891.5",487.8,"249,798.2","7,772.0","22,001"
228,LEHMAN BROTHER HOLDINGS,美国,"16,883.0",647.0,"151,705.0","4,523.0","8,340"
229,PREUSSAG,德国,"16,806.3",215.8,"8,460.4","1,642.9","62,601"
230,BRISTOL-MYERS SQUIBB,美国,"16,701.2","3,204.7","14,977.0","7,219.1","53,600"
231,SNCF,法国,"16,653.3",-103.8,"49,105.6","3,900.4","175,000"
232,MAZDA MOTOR,日本,"16,630.3",-55.4,"10,921.3","2,539.0","31,665"
233,INGRAM MICRO,美国,"16,581.5",193.6,"4,932.2","1,038.2","12,000"
234,SWISS BANK CORP.,瑞士,"16,431.6",-171.0,"300,942.8","7,476.5","27,565"
235,BOUYGUES,法国,"16,406.0",129.4,"13,555.8","1,366.5","103,190"
236,LG INTERNATIONAL,韩国,"16,358.7",57.8,"1,197.6",130.6,"4,238"
237,DUKE ENERGY,美国,"16,308.9",974.4,"24,028.8","8,028.7","21,000"
238,TOYOTA TSUSHO,日本,"16,297.3",54.5,"5,924.8","1,033.7","4,683"
239,TELTFÓNICA DE ESPAÑA,西班牙,"16,138.8","1,298.0","40,840.7","13,065.4","92,151"
240,AEGON,荷兰,"16,048.4","1,131.3","134,513.4","8,942.2","23,429"
241,AMERITECH,美国,"15,998.0","2,296.0","25,339.0","8,308.0","74,359"
242,COLES MYER,澳大利亚,"15,897.5",303.3,"4,989.6","1,874.9","148,346"
243,KAJIMA,日本,"15,795.3",-61.9,"20,129.8","2,748.0","13,588"
244,NKK,日本,"15,758.1",116.3,"22,226.2","3,487.5","38,336"
245,SANYO ELECTRIC,日本,"15,679.2",100.4,"19,811.6","5,628.5","67,887"
246,FEDERATED DEPARTMENT STORES,美国,"15,668.3",536.0,"13,738.2","5,256.3","114,700"
247,DEUTSCHE POST,日本,"15,654.1",-221.3,"11,870.5","3,162.4","266,823"
248,RABOBANK,荷兰,"15,634.8",977.5,"208,618.7","12,313.7","38,878"
249,LA POSTE,法国,"15,535.0",9.9,"12,804.5","1,101.4","286,635"
250,ROYAL KPN,荷兰,"15,514.3","1,375.8","18,498.0","8,656.6","134,923"
251,PHILLIPS PETROLEUM,美国,"15,424.0",959.0,"13,860.0","4,814.0","17,100"
252,RHÔNE-POULENC,法国,"15,413.0",-667.2,"27,397.9","8,489.0","68,377"
253,PG&E CORP.,美国,"15,399.9",716.0,"30,557.0","8,897.0","23,500"
254,FLEMING,美国,"15,372.7",25.4,"3,924.0","1,089.7","39,700"
255,US WEST,美国,"15,352.0",697.0,"39,860.0","11,324.0","67,461"
256,GROUPE PINAULT-PRINTEMPS,法国,"15,280.0",488.8,"11,247.9","2,923.3","63,301"
257,ELECTRONIC DATA SYSTEMS,美国,"15,235.6",730.6,"11,174.1","5,309.4","110,000"
258,GENERAL ACCIDENT,英国,"15,231.4","1,159.8","52,476.6","6,221.6","25,581"
259,CIE FINACIÈRE DE PARIBAS,法国,"15,223.3","1,126.2","244,016.7","8,918.6","20,000"
260,GROUPE DANONE,法国,"15,159.5",627.8,"16,385.3","7,099.6","80,631"
261,MINNESOTA MINING & MFG.,美国,"15,070.0","2,121.0","13,238.0","5,926.0","75,639"
262,MYCAL,日本,"15,005.8",83.2,"13,638.0","2,152.6","38,322"
263,SWISS LIFE INSURANCE & PENSION,瑞士,"14,933.7",105.1,"70,125.1","4,731.3","7,946"
264,TAISEI,日本,"14,912.8",-545.5,"21,732.3","2,214.4","21,465"
265,SANTANDER GROUP,西班牙,"14,886.0",755.5,"170,288.5","4,380.3","62,285"
266,SPRINT,美国,"14,873.9",952.5,"18,184.8","9,025.2","51,000"
267,SWISS REINSURANCE,瑞士,"14,837.1","1,458.7","53,311.6","9,733.5","7,588"
268,ELECTROLUX,瑞典,"14,790.8",46.1,"10,034.6","2,591.2","105,950"
269,EASTMAN KODAK,美国,"14,713.0",5.0,"13,145.0","3,161.0","97,500"
270,LG ELECTRONICS,韩国,"14,699.6",-601.3,"11,575.3","1,020.9","59,686"
271,ALBERTSON'S,美国,"14,689.5",516.8,"5,218.6","2,419.5","94,000"
272,TELEBRÁS,巴西,"14,666.1","3,618.3","42,646.7","28,040.1","87,282"
273,ISUZU MOTORS,日本,"14,660.3",49.2,"12,979.7",916.5,"13,520"
274,SHARP,日本,"14,586.5",201.9,"15,629.4","7,149.0","47,981"
275,NORINCHUKIN BANK,日本,"14,582.6","1,092.0","391,726.0","11,045.5","3,000"
276,STANDARD LIFE ASSURANCE,英国,"14,519.9",N.A.,"94,655.7",N.A.,"9,985"
277,NIPPON EXPRESS,日本,"14,512.5",220.3,"8,371.7","2,409.2","60,516"
278,FRIE.KRUPP AG HOESCH-KRUPP,德国,"14,477.8",187.5,"10,920.7","1,694.4","57,938"
279,ALLIEDSIGNAL,美国,"14,472.0","1,170.0","13,707.0","4,386.0","70,500"
280,"DELHAIZE""LE LION""",比利时,"14,466.2",137.9,"4,886.3",913.7,"107,208"
281,SYSCO,美国,"14,454.6",302.5,"3,436.6","1,400.5","32,000"
282,RAG,德国,"14,402.8",170.1,"16,648.6","1,500.0","96,240"
283,FEDERAL HOME LOAN MORTGAGE,美国,"14,399.0","1,395.0","194,597.0","7,521.0","3,200"
284,FIRST UNION CORP.,美国,"14,329.0","1,896.0","157,274.0","12,032.0","43,933"
285,SHIMIZU,日本,"14,312.4",-367.4,"17,373.9","2,250.1","15,319"
286,FLUOR,美国,"14,298.5",146.2,"4,697.8","1,741.1","60,679"
287,INDIAN OIL,印度,"14,249.2",461.4,"7,595.2","2,699.9","33,832"
288,HYPO-BANK GROUP,德国,"14,230.3",444.0,"203,540.6","5,242.8","18,409"
289,AMERICAN HOME PRODUCTS,美国,"14,196.0","2,043.1","20,825.1","8,175.3","60,523"
290,BRITISH AIRWAYS,英国,"14,191.2",755.4,"18,924.1","5,561.7","60,770"
291,ABBEY NATIONAL,英国,"14,171.5","1,561.1","248,154.6","8,026.7","24,052"
292,JAPAN TOBACCO,日本,"14,124.8",472.7,"15,427.9","10,166.1","20,384"
293,MITSUBISHI CHEMICAL,日本,"14,121.8",45.7,"15,469.7","3,382.4","29,185"
294,KOREA ELECTRIC POWER,韩国,"14,064.3",588.9,"27,607.0","10,167.3","31,252"
295,BERTELSMANN,德国,"14,006.2",499.3,"7,778.4","1,987.6","57,173"
296,MONTEDISON,意大利,"13,897.2",874.5,"17,989.6","4,531.9","27,135"
297,ARCHER DANIELS MIDLAND,意大利,"13,853.3",377.3,"11,354.4","6,050.1","17,160"
298,PETROFINA,比利时,"13,820.9",616.8,"10,893.6","4,208.1","14,675"
299,GROUPE CAISSE D'ÉPARGNE,法国,"13,765.2",346.3,"213,832.9","10,789.2","39,200"
300,KARSTADT,德国,"13,720.4",93.6,"6,374.8","1,381.1","94,463"
301,RAYTHEON,美国,"13,673.5",526.8,"28,100.0","10,400.0","119,200"
302,MICHELIN,法国,"13,654.5",665.3,"13,581.5","3,995.5","123,254"
303,TAIYO MUTUAL LIFE INSURANCE,日本,"13,606.7",125.5,"51,185.8",538.7,"15,868"
304,DELTA AIR LINES,美国,"13,590.0",854.0,"12,741.0","3,007.0","63,441"
305,NORSK HYDRO,挪威,"13,585.1",735.3,"15,639.6","6,199.2","38,271"
306,DENSO,日本,"13,582.6",579.7,"13,088.2","7,927.7","57,084"
307,ASHLAND,美国,"13,567.0",279.0,"7,777.0","2,024.0","37,200"
308,MARKS & SPENCER,英国,"13,536.5","1,361.2","12,808.3","8,483.7","48,200"
309,COFCO,中国,"13,526.0",110.3,"4,452.7","1,498.8","28,000"
310,VIACOM,美国,"13,504.5",793.6,"28,288.7","13,383.6","45,599"
311,ALCOA,美国,"13,481.7",805.1,"13,070.6","4,419.4","81,600"
312,NORTHWESTERN MUTUAL LIFE INS.,美国,"13,429.9",689.1,"71,080.6","4,100.6","3,818"
313,NGC,美国,"13,378.4",-102.5,"4,800.0","1,000.0","2,572"
314,WALGREEN,美国,"13,363.0",436.0,"4,207.0","2,373.0","70,500"
315,LUFTHANSA GROUP,德国,"13,353.9",478.9,"11,860.3","3,282.5","58,250"
316,MAN,德国,"13,343.9",197.2,"8,045.6","2,182.7","62,564"
317,HARFORD FINANCIAL SERVICES,美国,"13,305.0","1,332.0","131,743.0","6,085.0","25,000"
318,TIME WARNER,美国,"13,294.0",246.0,"34,163.0","9,356.0","38,200"
319,TOSCO,美国,"13,281.6",212.7,"5,945.3","1,944.1","26,500"
320,IBP,美国,"13,258.8",117.0,"2,838.9","1,237.1","38,000"
321,BTR,英国,"13,254.2","1,444.8","12,637.4","3,547.7","110,498"
322,BAYERISCHE LANDESBANK,德国,"13,252.3",245.9,"241,682.0","6,081.1","7,282"
323,BANC ONE CORP.,美国,"13,219.1","1,305.7","115,901.3","10,376.0","56,600"
324,WINN-DIXIE STORES,美国,"13,218.7",204.4,"2,921.4","1,337.5","95,000"
325,GOODYEAR TIRE & RUBBER,美国,"13,155.1",558.7,"9,917.4","3,395.5","95,302"
326,JAPAN ENERGY,日本,"13,106.3",155.2,"12,314.0",774.7,"14,835"
327,GEORGIA-PACIFIC,美国,"13,094.0",69.0,"12,950.0","3,474.0","46,500"
328,CVS,美国,"13,086.5",37.7,"5,637.0","2,361.0","90,000"
329,GLAXO WELLCOME,英国,"13,072.3","3,030.6","13,883.1","3,032.7","52,501"
330,GROUPE CASINO,法国,"13,065.9",190.9,"7,092.8","1,716.7","49,990"
331,DIGITAL EQUIPMENT,美国,"13,046.8",140.9,"9,692.9","3,545.0","54,900"
332,IDEMITSU KOSAN,日本,"13,021.5",8.2,"13,701.2",593.4,"4,578"
333,TOHOKU ELECTRIC POWER,日本,"13,017.0",386.1,"29,867.6","4,850.1","16,478"
334,ROCHE HOLDING,瑞士,"12,937.2","-1,400.1","37,554.4","12,512.2","51,643"
335,JAPAN AIRLINES,日本,"12,884.0",-512.6,"15,318.7","1,387.0","17,863"
336,CENTRICA,英国,"12,846.3","-1,295.8","6,748.2","2,157.3","15,423"
337,ROYAL BANK OF CANADA,加拿大,"12,810.2","1,223.0","173,716.1","7,373.8","50,719"
338,HALIFAX,英国,"12,803.3","1,715.3","210,021.8","11,559.1","32,097"
339,DEERE,美国,"12,791.4",960.1,"16,319.8","4,147.3","34,400"
340,DENTSU,日本,"12,777.9",73.9,"7,022.5","2,197.0","5,488"
341,SMITHKLINE BEECHAM,英国,"12,769.3","1,767.6","13,957.1","2,947.1","55,400"
342,JAPAN TRAVEL BUREAU,日本,"12,757.5",22.9,"3,182.9",410.5,"9,343"
343,AACHENER & MÜNCHENER,德国,"12,745.1",214.1,"52,473.1","1,339.0","18,277"
344,MAY DEPARTMENT STORES,美国,"12,685.0",775.0,"9,930.0","3,809.0","116,000"
345,BANCO BRADESCO,巴西,"12,666.4",770.6,"55,302.5","4,993.2","62,450"
346,TAKENAKA,日本,"12,662.5",128.4,"10,829.6","2,438.0","13,620"
347,NATIONWIDE INS.ENTERPRISE,美国,"12,644.4",805.6,"87,829.9","8,795.4","29,051"
348,SOUTHERN,美国,"12,611.0",972.0,"35,271.0","9,647.0","30,756"
349,BANCO BILBAO VIZCAYA,西班牙,"12,589.2",893.6,"138,691.1","6,101.4","60,282"
350,SEAGRAM,加拿大,"12,560.0",502.0,"20,936.0","9,422.0","30,000"
351,KIMBERLY-CLARK,美国,"12,546.6",901.5,"11,266.0","4,125.3","57,000"
352,KYOEI LIFE INSURANCE,日本,"12,546.2",205.1,"39,338.5",244.4,"16,819"
353,KOBE STEEL,日本,"12,506.1",-39.9,"17,983.6","2,739.4","30,208"
354,PFIZER,美国,"12,504.0","2,213.0","15,336.0","7,933.0","49,200"
355,DEUTSCHE GENOSSENSCHAFTSBANK,德国,"12,453.0",185.2,"207,741.1","2,379.6","11,970"
356,NATIONAL AUSTRALIA BANK,澳大利亚,"12,443.9","1,710.6","146,245.7","9,108.5","46,392"
357,WOOLWORTHS,澳大利亚,"12,443.5",201.9,"2,669.4",916.3,"100,000"
358,BANKGESELLSCHAFT BERLIN,德国,"12,429.0",161.9,"197,338.8","4,529.8","16,907"
359,HYUNDAI MOTOR,韩国,"12,391.6",-30.3,"6,539.1",858.6,"46,412"
360,OTTO VERSAND,德国,"12,382.7",252.6,"4,858.9",992.7,"41,476"
361,USINOR,法国,"12,336.7",352.1,"10,868.2","4,480.6","51,394"
362,AKZO NOBEL,荷兰,"12,328.6",827.8,"10,583.6","4,456.1","68,900"
363,DELL COMPUTER,美国,"12,327.0",944.0,"4,268.0","1,293.0","16,160"
364,EMERSON ELECTRIC,美国,"12,298.6","1,121.9","11,463.3","5,420.7","100,700"
365,CANADIAN IMPERIAL BANK OF COMMERCE,加拿大,"12,289.4","1,129.8","168,900.8","7,272.3","42,446"
366,BANKERS TRUST NEW YORK CORP.,美国,"12,176.0",866.0,"140,102.0","5,708.0","18,286"
367,PECHINEY,法国,"12,133.5",310.8,"9,894.9","2,679.3","33,960"
368,SUZUKI MOTOR,日本,"12,128.3",245.7,"7,778.6","2,808.9","13,820"
369,OBAYASHI,日本,"12,117.7",95.5,"17,006.7","2,302.3","12,184"
370,TOKAI BANK,日本,"12,103.8",116.1,"261,870.5","7,992.3","11,407"
371,POHANG IRON & STEEL,韩国,"12,090.8",765.5,"11,557.8","4,262.5","27,418"
372,ITAÚSA-INVESTIMENTOS ITAÚ,巴西,"12,045.7",432.1,"43,907.1","2,482.3","48,680"
373,MARRIOTT INTERNATIONAL,美国,"12,034.0",335.0,"6,322.0","1,463.0","195,000"
374,SUMITOMO METAL INDUSTRIES,日本,"11,970.5",32.7,"18,697.6","4,019.4","34,290"
375,SEKISUI HOUSE,日本,"11,949.9",325.5,"12,895.2","6,429.6","17,307"
376,BRITISH AEROSPACE,英国,"11,904.3",263.7,"13,593.5","2,412.3","43,400"
377,MIGROS,瑞士,"1,189,402.0",191.6,"9,546.3","4,156.8","57,051"
378,TELSTRA,澳大利亚,"11,889.6","1,202.9","16,846.5","6,440.7","76,990"
379,ABBOTT LABORATORIES,美国,"11,883.5","2,094.5","12,061.1","4,998.7","54,487"
380,ISTITUTO BANC.SAN PAOLO DI TORINO,意大利,"11,870.9",98.5,"145,045.6","5,502.9","22,614"
381,L'ORÉAL,法国,"11,843.2",682.9,"10,771.9","5,002.4","47,242"
382,UNITED HEALTHCARE,美国,"11,794.0",460.0,"7,623.0","4,534.0","30,000"
383,KYUSHU ELECTRIC POWER,日本,"11,764.0",274.2,"31,234.3","5,024.2","14,581"
384,ROCKWELL INTERNATIONAL,美国,"11,759.0",644.0,"7,971.0","4,811.0","45,000"
385,LIBERTY MUTUAL INSURANCE GROUP,美国,"11,670.0",521.0,"44,891.0","6,771.7","23,000"
386,DAIDO LIFE INSURANCE,日本,"11,665.2",391.6,"40,092.5","1,092.4","22,464"
387,BERGEN BRUNSWIG,美国,"11,660.5",81.7,"2,707.1",644.9,"5,100"
388,LAGARDÈRE GROUPE,法国,"11,654.8",236.5,"11,248.1","1,977.6","46,230"
389,YASUDA FIRE & MARINE INSURANCE,日本,"11,637.3",116.0,"28,130.1","1,978.4","11,971"
390,HENKEL,德国,"11,575.0",612.6,"9,685.6","2,822.8","54,247"
391,JARDINE MATHESON,中国,"11,521.6",324.9,"11,949.8","3,761.0","175,000"
392,FDX,美国,"11,519.8",361.2,"7,625.5","2,962.5","107,827"
393,CABLE & WIRELESS,英国,"11,496.5","2,115.0","21,853.2","5,188.2","46,550"
394,LONG-TERM GREDIT BANK OF JAPAN,日本,"11,486.9","-1,211.0","199,216.1","76,853.0","3,499"
395,SAFEWAY,英国,"11,459.8",395.8,"6,857.2","3,361.0","50,580"
396,RICOH,日本,"11,432.2",245.5,"12,452.1","3,562.1","63,600"
397,MCDONALD'S,美国,"11,408.8","1,642.5","18,200.0","8,800.0","237,000"
398,BRITISH STEEL,英国,"11,407.8",371.1,"12,925.3","7,740.5","50,000"
399,JOHNSON CONTROLS,美国,"11,387.4",288.5,"6,048.6","1,687.9","72,300"
400,MICROSOFT,美国,"11,358.0","3,454.0","14,387.0","10,777.0","22,232"
401,COCA-COLA ENTERPRISES,美国,"11,278.0",171.0,"17,487.0","1,782.0","56,000"
402,NEWS CORP.,澳大利亚,"11,262.3",563.5,"30,981.3","15,606.8","28,220"
