排序,公司名称,国家地区,营业收入百万美元,利润百万美元,资产百万美元,股东权益百万美元,雇员人数
38,TOSHIBA,日本,"51,634.9",(251.5),"55,595.8","9,575.6","190,870"
39,BANK OF AMERICA CORP.,美国,"51,392.0","7,882.0","632,574.0","44,432.0","155,906"
40,FIAT,意大利,"51,331.7",376.5,"80,056.7","12,903.6","221,043"
41,NESTLE,瑞士,"49,694.1","3,144.3","36,819.8","15,276.0","230,929"
42,SBC COMMUNICATIONS,美国,"49,489.0","8,159.0","83,215.0","26,726.0","204,530"
43,CREDIT SUISSE,瑞士,"49,362.0","3,475.1","451,506.6","20,378.7","63,963"
44,HEWLETT-PACKARD,美国,"48,253.0","3,491.0","35,297.0","18,295.0","84,400"
45,FUJITSU,日本,"47,195.9",383.8,"50,062.3","12,591.3","188,000"
46,METRO,德国,"46,663.6",295.1,"19,026.8","3,623.3","171,440"
47,SUMITOMO LIFE INSURANCE,日本,"46,445.1","1,562.7","232,490.4","5,038.7","65,514"
48,TOKYO ELECTRIC POWER,日本,"45,727.7",785.3,"141,952.0","18,034.3","48,255"
49,KROGER,美国,"45,351.6",955.9,"16,266.1","2,683.4","213,000"
50,TOTAL FINA ELF,法国,"44,990.3","1,621.4","81,168.3","27,732.6","69,852"
51,NEC,日本,"44,828.0",93.5,"44,936.9","9,524.2","154,787"
52,STATE FARM INSURANCE COS,美国,"44,637.2","1,034.1","119,143.5","45,793.6","78,643"
53,VIVENDI,法国,"44,397.8","1,526.8","82,967.4","10,917.3","275,000"
54,UNILEVER,英国/荷兰,"43,679.9","2,953.1","27,940.2",776.4,"255,000"
55,FORTIS,比利时/荷兰,"43,660.2","2,470.4","407,043.2","13,539.1","62,000"
56,PRUDENTIAL,英国,"42,220.3",877.0,"242,789.7","5,518.4","22,372"
57,CGNU,英国,"41,974.4",833.3,"188,129.3","15,419.0","49,209"
58,SINOPEC,中国,"41,883.1",447.7,"53,870.1","19,777.0","1,172,200"
59,SEARS ROEBUCK,美国,"41,071.0","1,453.0","36,954.0","6,839.0","326,000"
60,AMERICAN INTERNATIONAL GROUP,美国,"40,656.1","5,055.4","268,238.0","33,306.0","55,000"
61,PEUGEOT,法国,"40,327.9",777.6,"39,905.6","8,351.2","165,800"
62,ENRON,美国,"40,112.0",893.0,"33,381.0","9,570.0","17,900"
63,RENAULT,法国,"40,098.6",569.6,"46,528.8","8,203.8","159,608"
64,BNP PARIBAS,法国,"40,098.6","1,582.9","700,232.0","19,834.5","77,472"
65,ZURICH FINANCIAL SERVICES,瑞士,"39,962.0","3,260.0","221,178.0","22,237.0","68,785"
66,CARREFOUR,法国,"39,855.7",805.6,"33,828.1","6,659.9","297,290"
67,TIAA-CREF,美国,"39,410.2","1,024.1","289,248.0","7,025.4","5,546"
68,HSBC HOLDINGS,英国,"39,348.1","5,407.8","567,793.3","33,329.7","146,897"
69,ABN AMRO HOLDING,荷兰,"38,820.7","2,741.4","458,937.3","12,014.6","109,938"
70,COMPAQ COMPUTER,美国,"38,525.0",569.0,"27,277.0","14,834.0","76,100"
71,HOME DEPOT,美国,"38,434.0","2,320.0","17,081.0","12,341.0","182,563"
72,MUNICH RE GROUP,德国,"38,400.4","1,208.5","180,293.8","18,496.4","33,245"
73,RWE GROUP,德国,"38,357.5","1,300.8","57,133.4","6,826.0","155,576"
74,LUCENT TECHNOLOGIES,美国,"38,303.0","4,766.0","38,775.0","13,584.0","153,000"
75,PROCTER﹠GAMBLE,美国,"38,125.0","3,763.0","32,113.0","12,058.0","110,000"
76,ELF AQUITAINE,法国,"37,918.3","2,210.2","43,015.7","16,484.8","57,400"
77,DEUTSCHE TELEKOM,德国,"37,835.1","1,336.5","94,854.7","34,780.8","195,788"
78,ALBERTSON’S,美国,"37,478.1",404.1,"15,700.9","5,701.5","235,000"
79,WORLDCOM,美国,"37,120.0","4,013.0","91,000.0","51,000.0","77,000"
80,MCKESSON HBOC,美国,"37,100.5",723.7,"10,372.9","3,565.8","21,100"
81,FANNIE MAE,美国,"36,968.6","3,911.9","575,167.4","17,629.3","3,900"
82,BMW,德国,"36,695.9","(2,652.8)","37,593.3","3,941.0","114,952"
83,STATE POWER,中国,"36,076.1",647.1,"133,111.0","48,099.0","1,149,306"
84,KMART,美国,"35,925.0",403.0,"15,104.0","6,304.0","275,000"
85,KONINKLIJKE AHOLD,荷兰,"35,798.1",802.3,"14,318.5","2,130.5","208,983"
86,TEXACO,美国,"35,690.0","1,177.0","28,972.0","12,042.0","18,363"
87,MERRILL LYNCH,美国,"34,879.0","2,618.0","328,071.0","12,802.0","67,200"
88,ELECTRICITE DE FRANCE,法国,"34,146.6",761.3,"116,230.2","12,672.2","132,550"
89,ENI,意大利,"34,091.0","3,047.5","46,303.3","18,440.3","72,023"
90,MEIJI LIFE INSURANCE,日本,"33,966.6",682.9,"164,304.9","3,191.7","39,987"
91,MORGAN STANLEY DEAN WITTER,美国,"33,928.0","4,791.0","366,967.0","17,014.0","55,288"
92,MITSUBISHI ELECTRIC,日本,"33,896.2",223.0,"38,082.9","5,815.3","116,588"
93,CHASE MANHATTAN CORP,美国,"33,710.0","5,446.0","406,105.0","23,617.0","74,801"
94,TARGET,美国,"33,702.0","1,144.0","17,143.0","5,862.0","182,650"
95,SUEZ LYONNAISE DES EAUX,法国,"33,559.7","1,549.3","77,073.9","11,296.4","222,000"
96,ROYAL PHILIPS ELECTRONICS,荷兰,"33,556.6","1,919.0","29,563.8","14,790.9","229,341"
97,VERIZON COMMUNICATIONS,美国,"33,174.0","4,202.0","62,614.0","15,880.0","145,416"
98,CREDIT AGRICOLE,法国,"32,923.5","2,527.5","440,522.3","22,954.4","86,117"
99,THYSSEN KRUPP,德国,"32,798.0",293.8,"34,770.7","8,576.3","184,770"
100,MERCK,美国,"32,714.0","5,890.5","35,634.9","13,241.6","62,300"
101,CHEVRON,美国,"32,676.0","2,070.0","40,668.0","17,749.0","36,490"
102,PDVSA,委内瑞拉,"32,648.0","2,818.0","49,990.0","32,894.0","47,760"
103,BANK OF TOKYO-MITSUBISHI,日本,"32,623.6","1,148.7","729,249.6","27,819.3","17,412"
104,J.C.PENNEY,美国,"32,510.0",336.0,"20,888.0","7,228.0","260,000"
105,SK,韩国,"31,997.3",611.5,"36,587.6","14,925.8","22,898"
106,HYPOVEREINSBANK,德国,"31,868.1",382.9,"504,412.6","12,468.6","46,170"
107,HYUNDAI,韩国,"31,669.4",19.2,976.8,381.3,880
108,BASF,德国,"31,437.9","1,319.3","30,078.0","13,847.7","104,628"
109,MOTOROLA,美国,"30,931.0",817.0,"37,327.0","16,344.0","121,000"
110,BT,英国,"30,546.0","3,311.3","59,963.8","25,197.6","136,800"
111,TESCO,英国,"30,351.9","1,088.4","15,580.2","7,528.8","134,896"
112,OLIVETTI,意大利,"30,087.8","5,268.3","75,699.7","26,370.5","129,073"
113,MITSUBISHI MOTORS,日本,"29,951.3",(260.1),"27,144.9","3,386.8","65,485"
114,ROBERT BOSCH,德国,"29,727.2",427.6,"20,880.6","6,330.3","194,889"
115,SAMSUNG,韩国,"29,715.2",59.1,"7,296.8","2,746.2","4,800"
116,INTEL,美国,"29,389.0","7,314.0","43,849.0","32,535.0","70,200"
117,BAYER,德国,"29,141.6","2,135.5","31,351.0","15,040.5","120,400"
118,FRANCE TELECOM,法国,"29,048.8","2,952.6","54,179.3","18,946.5","174,262"
119,SAFEWAY,美国,"28,859.9",970.9,"14,900.3","4,085.8","193,000"
120,ITO-YOKADO,日本,"28,670.9",423.6,"19,146.8","9,087.6","97,040"
121,INGRAM MICRO,美国,"28,068.6",183.4,"8,271.9","1,966.8","15,378"
122,REPSOL YPF,西班牙,"28,048.3","1,078.4","42,146.7","12,554.8","37,000"
123,E.I.DU PONT DE NEMOURS,美国,"27,892.0","7,690.0","40,777.0","12,875.0","94,000"
124,FUJI BANK,日本,"27,815.8",474.5,"567,899.8","21,912.4","14,155"
125,UBS,瑞士,"27,651.9","4,193.3","613,198.4","21,761.8","49,058"
126,JOHNSON & JOHNSON,美国,"27,471.0","4,167.0","29,163.0","16,213.0","97,800"
127,COSTCO WHOLESALE,美国,"27,456.0",397.3,"7,505.0","3,532.1","52,500"
128,TIME WARNER,美国,"27,333.0","1,948.0","51,239.0","9,713.0","69,722"
129,SUMITOMO BANK,日本,"27,065.2",555.7,"524,227.8","17,592.3","14,394"
130,UNITED PARCEL SERVICE,美国,"27,052.0",883.0,"23,043.0","12,474.0","344,000"
131,SAMSUNG ELECTRONICS,韩国,"26,991.5","2,671.0","25,762.0","11,554.9","54,058"
132,ALLSTATE,美国,"26,959.0","2,720.0","98,119.0","16,601.0","47,346"
133,INDUSTRIAL BANK OF JAPAN,日本,"26,939.9",635.4,"414,043.6","15,867.2","7,394"
134,CNP ASSURANCES,法国,"26,802.5",464.2,"117,830.6","3,006.3","2,560"
135,PRUDENTIAL INS.CO.OF AMERICA,美国,"26,618.0",813.0,"285,094.0","19,291.0","59,530"
136,AETNA,美国,"26,452.7",716.9,"112,839.0","10,690.4","55,900"
137,ASAHI MUTUAL LIFE INSURANCE,日本,"26,246.1",420.1,"11,569.8","2,111.5","28,840"
138,COMMERZBANK,德国,"26,221.1",971.7,"372,895.8","11,166.6","34,870"
139,J.SAINSBURY,英国,"26,218.0",562.4,"16,833.5","7,564.9","116,946"
140,L.M.ERICSSON,瑞典,"26,052.3","1,467.1","23,718.4","8,097.3","103,290"
141,ROYAL & SUN ALLIANCE,英国,"26,018.0",140.8,"113,150.3","10,450.2","46,494"
142,BANK ONE CORP,美国,"25,986.0","3,479.0","269,425.0","20,090.0","86,198"
143,MITSUBISHI HEAVY INDUSTRIES,日本,"25,820.6","(1,230.4)","45,207.7","12,139.2","64,991"
144,PEMEX,墨西哥,"25,783.1","(1,906.8)","51,692.0","18,024.6","132,785"
145,TOMEN,日本,"25,747.6",(848.9),"16,449.9",4.8,"9,827"
146,NICHIMEN,日本,"25,702.7",26.4,"16,503.7","1,256.0","19,000"
147,USX,美国,"25,610.0",698.0,"22,962.0","6,856.0","51,003"
148,SANTANDER CENTRAL HISPANO GROUP,西班牙,"25,582.6","1,677.9","257,040.9","8,211.5","100,000"
149,LOCKHEED MARTIN,美国,"25,530.0",382.0,"29,799.0","6,361.0","147,000"
150,METLIFE,美国,"25,426.0",617.0,"225,232.0","13,690.0","42,300"
151,GOLDMAN SACHS GROUP,美国,"25,363.0","2,708.0","250,491.0","10,145.0","15,361"
152,GTE,美国,"25,336.2","4,032.8","50,831.8","10,826.6","100,000"
153,DAIEI,日本,"25,320.1",(195.2),"16,700.7",524.3,"47,953"
154,DELL COMPUTER,美国,"25,265.0","1,666.0","11,471.0","5,308.0","36,500"
155,UNITED TECHNOLOGIES,美国,"25,242.0","1,531.0","24,366.0","7,117.0","148,300"
156,BELLSOUTH,美国,"25,224.0","3,448.0","42,453.0","14,815.0","96,200"
157,DEUTSCHE POST,德国,"25,101.1","1,186.1","77,295.4","2,658.1","264,424"
158,CARDINAL HEALTH,美国,"25,033.6",456.3,"8,289.0","3,463.0","36,000"
159,MANNESMANN,德国,"24,816.3",103.5,"60,382.6","21,690.8","130,860"
160,ABB,瑞士,"24,681.0","1,614.0","29,516.0","5,608.0","164,154"
161,CONAGRA,美国,"24,594.3",358.4,"12,146.1","2,908.8","84,644"
162,INTERNATIONAL PAPER,美国,"24,573.0",183.0,"30,268.0","10,304.0","99,000"
163,ALCATEL,法国,"24,558.1",686.9,"34,284.7","11,558.5","115,712"
164,TELEFONICA,西班牙,"24,487.7","1,925.1","64,293.9","14,518.1","127,193"
165,SAINT-GOBAIN,法国,"24,482.4","1,307.7","27,980.2","9,559.9","164,698"
166,FREDDIE MAC,美国,"24,268.0","2,223.0","386,684.0","11,525.0","3,500"
167,NIPPON MITSUBISHI OIL,日本,"24,214.8",(43.6),"36,667.4","8,199.4","15,964"
168,AUTONATION,美国,"24,206.6",282.9,"9,613.4","4,601.2","33,000"
169,WESTDEUTSCHE LANDESBANK,德国,"24,079.1",444.8,"394,659.8","8,182.6","14,367"
170,NIPPON STEEL,日本,"24,074.5",100.3,"40,681.1","8,669.8","54,300"
171,BERKSHIRE HATHAWAY,美国,"24,028.0","1,557.0","131,416.0","57,761.0","48,000"
172,IRI,意大利,"23,944.7","3,102.9","52,079.7","3,456.0","108,970"
173,AEGON,荷兰,"23,865.8","1,674.7","229,334.3","13,574.2","24,316"
174,HONEYWELL INTERNATIONAL,美国,"23,735.0","1,541.0","23,527.0","8,599.0","120,000"
175,GROUPE AUCHAN,法国,"23,493.6",339.2,"14,048.2","3,536.1","116,413"
176,WALT DISNEY,美国,"23,402.0","1,300.0","43,679.0","20,975.0","120,000"
177,SOCIETE GENERALE,法国,"23,398.6","2,476.8","407,476.2","11,931.4","64,600"
178,KANSAI ELECTRIC POWER,日本,"23,246.2",469.7,"73,133.4","13,645.3","26,573"
179,DRESDNER BANK,德国,"23,208.8","1,123.2","397,758.9","11,593.6","50,659"
180,CANON,日本,"23,062.0",617.7,"25,279.9","11,743.4","81,009"
181,LLOYDS TSB GROUP,英国,"22,836.7","4,068.0","283,804.0","14,010.4","76,056"
182,TYCO INTERNATIONAL,美国,"22,496.5",985.3,"32,361.6","12,332.6","182,000"
183,EAST JAPAN RAILWAY,日本,"22,478.5",601.4,"71,256.1","8,349.8","82,747"
184,JUSCO,日本,"22,451.3",(25.2),"16,686.2","2,851.9","34,375"
185,RABOBANK,荷兰,"22,373.6",N.A.,"281,864.9","13,530.1","53,144"
186,ENEL,意大利,"22,320.1","2,497.4","46,220.7","17,618.4","78,511"
187,MITSUI MUTUAL LIFE INSURANCE,日本,"22,223.8",964.8,"98,447.4","1,431.4","21,419"
188,FIRST UNION CORP.,美国,"22,084.0","3,223.0","253,024.0","16,709.0","71,659"
189,WELLS FARGO,美国,"21,795.0","3,747.0","218,102.0","22,131.0","89,355"
190,DUKE ENERGY,美国,"21,742.0","1,507.0","33,409.0","9,207.0","21,000"
191,NEW YORK LIFE INSURANCE,美国,"21,679.3",554.8,"94,979.2","6,397.9","7,349"
192,NOVARTIS,瑞士,"21,608.9","4,432.3","40,935.4","23,249.2","81,854"
193,BARCLAYS,英国,"21,573.0","2,846.3","410,647.1","13,672.0","77,000"
194,NORTEL NETWORKS,加拿大,"21,287.0",(324.0),"24,007.0","13,680.0","80,627"
195,AMERICAN EXPRESS,美国,"21,278.0","2,475.0","148,517.0","10,095.0","88,378"
196,NOKIA,芬兰,"21,090.4","2,748.8","14,311.8","7,395.0","55,260"
197,LOEWS,美国,"20,952.6",363.2,"69,463.7","9,977.7","27,618"
198,PG&E CORP,美国,"20,820.0",(73.0),"29,715.0","6,886.0","22,433"
199,CONOCO,美国,"20,817.0",744.0,"16,375.0","4,555.0","16,700"
200,VIAG,德国,"20,758.8",506.5,"34,051.8","7,121.4","81,809"
201,CIGNA,美国,"20,644.00","1,774.00","95,333.00","6,149.00","41,900"
202,HYUNDAI MOTOR,韩国,"20,566.30",461.60,"22,409.50","6,278.80","51,000"
203,PEPSICO,美国,"20,367.00","2,050.00","17,551.00","6,881.00","118,000"
204,SUPERVALU,美国,"20,339.10",242.90,"6,495.40","1,821.50","80,000"
205,AMR,美国,"20,262.00",985.00,"24,374.00","6,858.00","113,000"
206,BRISTOL-MYERS SQUIBB,美国,"20,222.00","4,167.00","17,114.00","8,645.00","54,500"
207,GROUPE PINAULT-PRINTEMPS,法国,"20,144.10",666.40,"20,422.10","3,724.30","89,178"
208,INDUSTRIAL&COMMERCIAL BANK OF CHINA,中国,"20,130.40",498.30,"427,541.50","21,918.40","549,038"
209,SARA LEE,美国,"20,012.00","1,191.00","10,521.00","1,266.00","138,000"
210,FLEETBOSTON,美国,"20,000.00","2,038.00","190,692.00","15,307.00","59,157"
211,SANWA BANK,日本,"19,999.90","1,073.20","457,289.70","21,332.30","12,997"
212,SPRINT,美国,"19,930.00",-935.00,"39,250.00","13,560.00","77,600"
213,YASUDA MUTUAL LIFE INSURANCE,日本,"19,861.70",962.40,"98,455.90","2,614.20","22,265"
214,RAYTHEON,美国,"19,841.00",404.00,"28,110.00","10,959.00","105,300"
215,COCA-COLA,美国,"19,805.00","2,431.00","21,623.00","9,513.00","37,400"
216,MICROSOFT,美国,"19,747.00","7,785.00","37,156.00","28,438.00","31,396"
217,CATERPILLAR,美国,"19,702.00",946.00,"26,635.00","5,465.00","66,896"
218,NORWICH UNION,英国,"19,697.50",920.00,"107,021.00","9,733.00","19,041"
219,SWISS REINSURANCE,瑞士,"19,640.70","1,856.40","68,060.30","11,106.10","9,010"
220,UNITEDHEALTH GROUP,美国,"19,562.00",568.00,"10,273.00","3,863.00","29,279"
221,JAPAN TOBACCO,日本,"19,486.50",456.20,"30,178.80","14,884.00","41,700"
222,NATIONAL WESTMINSTER BANK,英国,"19,480.70","2,699.00","299,329.40","15,059.60","61,900"
223,CHUBU ELECTRIC POWER,日本,"19,467.50",692.60,"61,589.30","10,675.10","24,057"
224,MAZDA MOTOR,日本,"19,413.00",234.90,"14,327.80","2,395.60","43,818"
225,SAKURA BANK,日本,"19,372.90",562.00,"472,827.30","21,533.20","14,930"
226,BRITISH AMERICAN TOBACCO,英国,"19,328.60",899.70,"26,164.20","7,770.00","67,292"
227,SKANDIA GROUP,瑞典,"19,288.60",418.00,"57,180.60","2,113.80","6,717"
228,PREUSSAG,德国,"19,280.00",313.70,"16,225.40","2,573.50","79,600"
229,XEROX,美国,"19,228.00","1,424.00","28,814.00","4,911.00","94,600"
230,LEHMAN BROTHERS HOLDINGS,美国,"18,989.00","1,132.00","192,244.00","6,283.00","8,893"
231,DOW CHEMICAL,美国,"18,929.00","1,331.00","25,499.00","8,323.00","39,200"
232,INDIAN OIL,印度,"18,728.60",565.30,"9,150.70","3,239.80","34,636"
233,UTILICORP UNITED,美国,"18,621.50",160.50,"7,538.60","1,525.40","4,045"
234,DAEWOO CORP,韩国,"18,618.70","-18,667.10","16,460.80",(15906.4),"12,021"
235,ELECTRONIC DATA SYSTEMS,美国,"18,534.20",420.90,"12,428.90","4,534.60","121,000"
236,CHINA TELECOMMUNICATIONS,中国,"18,484.60",548.10,"57,169.50","30,812.60","529,293"
237,ASTRAZENECA,英国,"18,445.00","1,143.00","19,816.00","10,302.00","58,000"
238,TOKIO MARINE&FIRE INSURANCE,日本,"18,363.80",309.10,"58,329.10","8,030.60","14,763"
239,ROCHE GROUP,瑞士,"18,348.80","3,836.60","43,998.90","16,838.40","67,695"
240,BRIDGESTONE,日本,"18,343.20",780.00,"17,514.90","7,259.70","101,489"
241,J.P.MORGAN & CO.,美国,"18,110.00","2,055.00","260,898.00","11,439.00","15,512"
242,CVS,美国,"18,098.30",635.10,"7,275.40","3,679.70","100,000"
243,SANYO ELECTRIC,日本,"18,089.90",194.80,"26,383.80","6,488.10","83,519"
244,DAI-ICHI KANGYO BANK,日本,"18,065.00",636.30,"506,980.40","23,947.50","15,540"
245,UAL,美国,"18,027.00","1,235.00","20,963.00","5,151.00","100,000"
246,BANCO DO BRASIL,巴西,"17,981.90",465.80,"70,506.20","4,053.90","69,437"
247,STATOIL,挪威,"17,945.00",436.20,"20,919.80","5,047.00","18,291"
248,BOUYGUES,法国,"17,895.30",65.80,"16,682.40","2,182.70","111,352"
249,STANDARD LIFE ASSURANCE,英国,"17,846.80",N.A.,"124,235.50",N.A.,"11,980"
250,WALGREEN,美国,"17,838.80",624.10,"5,906.70","3,484.30","75,000.00"
251,GEORGIA-PACIFIC,美国,"17,796.00",716.00,"15,380.00","3,750.00","57,000.00"
252,AMP,澳大利亚,"17,760.30",(272.3),"85,874.30","4,993.80","22,400.00"
253,FEDERATED DEPARTMENT STORES,美国,"17,716.00",795.00,"17,692.00","6,552.00","133,300.00"
254,GROUPAMA-GAN,法国,"17,655.00",27.40,"65,688.60","4,529.90","25,724.00"
255,BANK OF CHINA,中国,"17,623.80",534.30,"350,732.80","17,921.40","208,792.00"
256,KINGFISHER,英国,"17,602.40",678.20,"11,520.00","4,260.70","84,325.00"
257,SAMSUNG LIFE INSURANCE,韩国,"17,574.60",264.60,"42,160.20","1,939.60","8,282.00"
258,JAPAN POSTAL SERVICE,日本,"17,496.90",(489.0),"88,144.20","38,725.10","140,646.00"
259,FONCIERE EURIS,法国,"17,475.00",40.50,"12,639.00",621.40,"89,984.00"
260,SYSCO,美国,"17,422.80",362.30,"4,096.60","1,427.20","35,100.00"
261,SNCF,法国,"17,348.00",42.90,"43,888.20","4,186.90","210,911.00"
262,FRANZ HANIEL,德国,"17,330.20",296.00,"8,535.50","2,524.50","40,075.00"
263,BERGEN BRUNSWIG,美国,"17,244.90",70.60,"5,535.40","1,495.50","13,000.00"
264,TXU,美国,"17,118.00",985.00,"40,729.00","8,334.00","21,934.00"
265,ABBEY NATIONAL,英国,"17,113.40","2,040.50","291,303.20","9,795.80","26,747.00"
266,TECH DATA,美国,"16,991.80",127.50,"4,123.80","1,013.70","9,504.00"
267,TRW,美国,"16,969.00",468.80,"18,266.00","2,712.00","122,285.00"
268,DENSO,日本,"16,914.80",556.00,"21,003.70","12,717.80","80,795.00"
269,CREDIT LYONNAIS,法国,"16,838.00",588.60,"173,347.40","6,448.00","40,550.00"
270,SWISS LIFE&PENSION,瑞士,"16,834.60",257.70,"96,623.40","5,897.30","11,119.00"
271,FEDEX,美国,"16,773.50",631.30,"10,648.20","4,663.70","156,386.00"
272,ALSTOM,法国,"16,760.10",360.40,"19,786.60","1,900.30","120,678.00"
273,DEUTSCHE BAHN,德国,"16,672.20",82.10,"37,283.60","8,681.90","241,638.00"
274,SHARP,日本,"16,657.70",252.60,"19,377.40","9,346.90","49,748.00"
275,HCA,美国,"16,657.00",657.00,"16,885.00","5,617.00","168,000.00"
276,MYCAL,日本,"16,504.10",(52.6),"16,594.10","1,871.80","61,761.00"
277,LANDESBANK BADEN-WURTTEMBERG,德国,"16,457.70",447.50,"257,631.00","5,529.50","9,005.00"
278,ALCOA,美国,"16,446.40","1,054.10","17,065.80","6,317.70","107,700.00"
279,LEGAL&GENERAL,英国,"16,443.50",949.80,"164,724.30","4,972.10","8,289.00"
280,PETROBRAS,巴西,"16,351.00",970.60,"31,587.50","9,793.10","39,379.00"
281,LA POSTE,法国,"16,313.50",302.00,"43,702.10","1,480.70","306,000.00"
282,DIAGEO,英国,"16,309.50","1,547.20","25,658.80","6,346.10","66,045.00"
283,ALMANIJ,比利时,"16,243.50",764.70,"186,957.10","4,410.40","32,050.00"
284,GROUPE CAISSE DEPARGNE,法国,"16,218.80",620.10,"249,323.20","8,795.20","42,000.00"
285,PFIZER,美国,"16,204.00","3,179.00","20,574.00","8,887.00","51,000.00"
286,JOHNSON CONTROLS,美国,"16,139.40",419.60,"8,614.20","2,270.00","95,000.00"
287,LOWES,美国,"15,905.60",672.80,"9,012.30","4,695.50","80,000.00"
288,KARSTADTQUELLE,德国,"15,832.70",224.30,"7,943.20","1,656.60","89,920.00"
289,MINNESOTA MINING&MFG,美国,"15,659.00","1,763.00","13,896.00","6,289.00","70,549.00"
290,IDEMITSU KOSAN,日本,"15,636.20",216.30,"23,092.50",781.10,"7,634.00"
291,"DELHAIZE""LE LION""",比利时,"15,562.00",181.20,"5,740.80","1,088.10","124,933.00"
292,KAJIMA,日本,"15,518.00",81.00,"23,629.30","1,716.50","12,247.00"
293,LIBERTY MUTUAL INSURANCE GROUP,美国,"15,499.00",501.00,"55,259.00","6,896.00","37,440.00"
294,DYNEGY,美国,"15,430.00",151.80,"6,525.20","1,309.50","2,571.00"
295,NORINCHUKIN BANK,日本,"15,395.90",733.90,"501,873.40","16,383.50","4,393.00"
296,AKZO NOBEL,荷兰,"15,394.30",217.60,"12,052.70","1,865.30","68,000.00"
297,NORTHWESTERN MUTUAL LIFE INS,美国,"15,306.30","1,336.60","85,982.30","5,069.00","4,372.00"
298,RELIANT ENERGY,美国,"15,302.80","1,482.50","26,220.90","5,306.30","14,256.00"
299,TOYOTA TSUSHO,日本,"15,218.90",(66.3),"7,329.10","1,265.60","8,878.00"
300,BAYERISCHE LANDESBANK,德国,"15,203.00",550.10,"281,875.60","6,895.00","7,829.00"
301,LG INTERNATIONAL,韩国,"15,177.60",25.70,"1,328.70",450.40,"1,583.00"
302,BANCO BRADESCO,巴西,"15,164.30",610.50,"44,785.60","3,774.30","66,573.00"
