排名,公司名称,国家地区,营业收入百万美元,利润百万美元,资产百万美元,股东权益百万美元,雇员人数
63,FRANCE TELECOM,法国,"58,652.1","1,667.9","130,926.9","21,313.9","206,524"
64,ELECTRICITE DE FRANCE,法国,"58,367.2","4,466.0","201,674.3","23,877.4","161,310"
65,J.P.MORGAN CHASE & CO.,美国,"56,931.0","6,509.5","1,157,248.0","105,653.0","160,968"
66,UBS,瑞士,"56,917.8",-100.0,"1,525,551.6","30,759.3","67,424"
67,KROGER,美国,"56,434.4","3,074.6","20,491.0","3,540.0","289,000"
68,DEUTSCHE BANK,德国,"55,669.5","3,074.6","1,141,837.3","35,209.2","65,417"
69,E.ON,德国,"55,652.1","5,396.7","155,035.4","45,615.4","69,710"
70,DEUTSCHE POST,德国,"55,388.4","1,975.1","208,445.9","9,809.5","379,828"
71,BMW,德国,"55,142.2","2,763.6","91,631.8","23,809.5","105,972"
72,TOSHIBA,日本,"54,303.5",428.4,"42,739.0","7,624.3","166,000"
73,VALERO ENERGY,美国,"53,918.6","1,803.8","19,391.6","7,798.0","19,797"
74,AMERISOURCEBERGEN,美国,"53,179.0",468.4,"11,654.0","4,339.0","13,450"
75,PFIZER,美国,"52,921.0","11,361.0","123,684.0","68,278.0","115,000"
76,BOEING,美国,"52,553.0","1,872.0","53,963.0","11,286.0","159,000"
77,PROCTER & GAMBLE,美国,"51,407.0","6,481.0","57,048.0","17,278.0","110,000"
78,RWE,德国,"50,951.9","2,657.9","126,910.4","13,124.6","97,777"
79,SUEZ,法国,"50,670.1","2,244.2","85,606.3","10,768.4","160,712"
80,RENAULT,法国,"50,639.7","4,416.6","82,833.6","21,829.1","130,573"
81,UNILEVER,英国/荷兰,"49,960.7","2,333.3","46,043.6","7,512.9","223,000"
82,TARGET,美国,"49,934.0","3,198.0","32,293.0","13,029.0","292,000"
83,ROBERT BOSCH,德国,"49,759.2","1,950.2","48,089.2","17,241.7","242,348"
84,DELL,美国,"49,205.0","3,043.0","23,215.0","6,485.0","55,200"
85,THYSSENKRUPP,德国,"48,756.1","1,100.0","38,677.5","10,342.2","184,358"
86,COSTCO WHOLESALE,美国,"48,107.0",882.4,"15,092.5","7,624.8","82,150"
87,HBOS,英国,"47,755.7","5,601.4","850,288.0","33,834.4","61,091"
88,JOHNSON & JOHNSON,美国,"47,348.0","8,509.0","53,317.0","31,813.0","109,922"
89,PRUDENTIAL,英国,"47,055.8",765.9,"355,099.6","8,219.2","21,715"
90,TOKYO ELECTRIC POWER,日本,"46,962.7","2,104.5","128,540.7","23,393.0","53,380"
91,BASF,德国,"46,686.6","2,342.0","46,098.8","20,977.1","81,955"
92,HYUNDAI MOTOR,韩国,"46,358.2","1,472.6","54,173.0","12,590.5","53,218"
93,ENEL,意大利,"45,530.4","3,522.3","94,309.5","26,976.4","61,898"
94,MARATHON OIL,美国,"45,444.0","1,261.0","23,423.0","8,111.0","25,804"
95,STATOIL,挪威,"45,444.0","3,697.3","40,986.7","14,039.0","23,899"
96,NEC,日本,"45,175.5",631.5,"36,842.3","7,425.8","147,753"
97,REPSOL YPF,西班牙,"44,857.5","2,425.3","52,932.1","19,769.9","33,337"
98,DAI-ICHI MUTUAL LIFE INSURANCE,日本,"44,468.8","1,301.7","279,687.9","15,219.4","54,685"
99,FUJITSU,日本,"44,316.0",296.9,"34,032.9","8,012.2","150,970"
100,TIME WARNER,美国,"42,869.0","3,364.0","123,339.0","60,771.0","84,900"
101,ABN AMRO HOLDING,荷兰,"42,319.0","5,110.6","827,252.6","20,350.2","97,276"
102,SBC COMMUNICATIONS,美国,"41,098.0","5,887.0","108,844.0","40,504.0","162,700"
103,TYCO INTERNATIONAL,美国,"41,042.0","2,879.0","63,667.0","30,292.0","258,400"
104,DOW CHEMICAL,美国,"40,161.0","2,797.0","45,885.0","12,270.0","43,203"
105,ALBERTSON'S,美国,"40,052.0",444.0,"18,331.0","5,421.0","241,000"
106,SAINT-GOBAIN,法国,"39,831.5","1,347.0","41,982.2","15,707.1","181,228"
107,MORGAN STANLEY,美国,"39,549.0","4,486.0","775,410.0","28,206.0","53,284"
108,METLIFE,美国,"39,535.0","2,758.0","356,808.0","22,824.0","53,920"
109,EADS,荷兰,"39,503.1","1,281.1","79,179.7","23,070.0","110,662"
110,BARCLAYS,英国,"39,347.2","5,988.0","1,002,359.6","33,438.9","82,700"
111,TELECOM ITALIA,意大利,"39,228.2",971.4,"104,128.5","20,622.1","91,365"
112,AEON,日本,"38,943.6",576.1,"2,639.0","6,060.5","51,147"
113,MEIJI YASUDA LIFE INSURANCE,日本,"38,835.1","1,754.8","235,942.1","14,246.2","45,302"
114,TELEFONICA,西班牙,"38,188.0","3,578.7","86,264.7","22,053.5","173,554"
115,LG ELECTRONICS,韩国,"37,757.5","1,403.8","28,444.5","5,360.3","32,000"
116,ROYAL PHILIPS ELECTRONICS,荷兰,"37,709.6","3,527.3","41,759.3","20,198.0","161,586"
117,SK,韩国,"37,691.6","1,473.8","41,620.2","6,075.3","27,026"
118,ARCELOR,卢森堡,"37,531.7","2,878.1","42,437.6","14,818.2","94,601"
119,WALGREEN,美国,"37,508.2","1,360.2","13,342.1","8,228.0","140,000"
120,UNITED TECHNOLOGIES,美国,"37,445.0","2,788.0","40,035.0","14,008.0","209,700"
121,GROUPE AUCHAN,法国,"37,370.1",592.0,"28,644.2","5,742.7","155,000"
122,GLAXOSMITHKLINE,英国,"37,304.2","8,095.2","43,347.5","11,375.4","100,019"
123,UNITEDHEALTH GROUP,美国,"37,218.0","2,587.0","27,879.0","10,717.0","40,000"
124,BAYER,德国,"37,011.9",750.0,"51,384.0","16,674.9","113,000"
125,PETROBRAS,巴西,"36,987.7","6,105.5","55,359.6","23,445.6","52,037"
126,CNP ASSURANCES,法国,"36,942.9",782.7,"247,666.9","7,466.1","3,913"
127,MICROSOFT,美国,"36,835.0","8,168.0","92,389.0","74,825.0","57,000"
128,UNITED PARCEL SERVICE,美国,"36,582.0","3,333.0","33,026.0","16,384.0","384,000"
129,LOWE'S,美国,"36,464.0","2,176.0","21,209.0","11,535.0","143,500"
130,NOKIA,芬兰,"36,401.2","3,988.7","30,812.2","19,352.6","55,505"
131,ARCHER DANIELS MIDLAND,美国,"36,151.4",494.7,"19,368.8","7,698.2","26,317"
132,SEARS ROEBUCK,美国,"36,099.0",-507.0,"22,474.0","6,092.0","247,000"
133,PETRONAS,马来西亚,"36,064.8","9,356.9","62,915.1","34,048.3","33,944"
134,SAFEWAY,美国,"35,822.9",560.2,"15,377.4","4,306.9","191,000"
135,LOCKHEED MARTIN,美国,"35,526.0","1,266.0","25,554.0","7,021.0","130,000"
136,AEGON,荷兰,"35,463.4","2,068.4","324,172.6","19,590.4","27,906"
137,MEDCO HEALTH SOLUTIONS,美国,"35,351.9",481.6,"10,541.5","5,719.4","13,250"
138,MOTOROLA,美国,"35,349.0","1,532.0","30,889.0","13,311.0","68,000"
139,GAZPROM,俄罗斯,"35,089.5","6,967.4","105,096.0","74,396.2","388,714"
140,BT,英国,"34,672.7","3,359.5","50,924.7","7,276.8","102,100"
141,INTEL,美国,"34,209.0","7,516.0","48,143.0","38,579.0","85,000"
142,NIPPON OIL,日本,"34,150.7","1,223.7","32,856.4","8,912.0","13,424"
143,ALLSTATE,美国,"33,936.0","3,181.0","149,725.0","21,823.0","38,700"
144,WELLS FARGO,美国,"33,876.0","7,014.0","427,849.0","37,866.0","145,500"
145,ITO-YOKADO,日本,"33,631.9",159.7,"24,690.2","10,974.8","46,841"
146,CENTRICA,英国,"33,536.9","2,532.3","16,609.1","4,515.6","43,414"
147,SUMITOMO MITSUI FINANCIAL GROUP,日本,"33,318.2","-2,179.2","932,413.1","29,950.8","40,683"
148,MITSUI,日本,"32,805.9","1,127.1","70,992.1","10,497.5","38,210"
149,MITSUBISHI,日本,"32,735.0","1,696.9","85,544.6","14,065.4","51,381"
150,FREDDIE MAC,美国,"32,564.0","2,827.0","795,147.0","31,306.0","5,280"
151,MERRILL LYNCH,美国,"32,467.0","4,436.0","648,059.0","31,370.0","50,600"
152,SOCIETE GENERALE,法国,"32,411.2","38,868.0","817,012.3","28,033.9","93,359"
153,DZ BANK,德国,"32,261.9",427.9,"484,200.4","5,071.3","23,307"
154,CANON,日本,"32,071.5","3,175.3","35,005.4","21,566.2","108,257"
155,SANTANDER CENTRAL HISPANO GROUP,西班牙,"31,803.6","3,899.9","782,092.4","52,609.8","126,488"
156,MITSUBISHI ELECTRIC,日本,"31,735.4",662.3,"29,566.6","6,737.4","97,661"
157,NIPPON STEEL,日本,"31,536.9","2,052.6","36,201.1","11,110.7","46,451"
158,SUMITOMO LIFE INSURANCE,日本,"31,000.2",796.4,"198,897.5","5,806.8","48,245"
159,WALT DISNEY,美国,"30,752.0","2,345.0","53,902.0","26,081.0","129,000"
160,VEOLIA ENVIRONNEMENT,法国,"30,687.7",156.0,"49,291.6","4,843.2","251,584"
161,CVS,美国,"30,594.3",918.8,"15,546.8","6,987.2","112,000"
162,AT&T,美国,"30,537.0","-6,469.0","32,804.0","7,019.0","47,565"
163,CATERPILLAR,美国,"30,251.0","2,035.0","43,091.0","7,467.0","76,921"
164,FRANZ HANIEL,德国,"30,244.5",493.8,"16,544.4","4,319.6","42,884"
165,PPR,法国,"30,114.8","1,169.9","31,195.2","10,456.9","82,150"
166,NORTHROP GRUMMAN,美国,"29,868.0","1,084.0","33,361.0","16,700.0","125,400"
167,GOLDMAN SACHS GROUP,美国,"29,839.0","4,453.0","531,379.0","25,079.0","20,722"
168,DEUTSCHE BAHN,德国,"29,803.0",192.8,"64,720.6","9,356.9","225,512"
169,FONCIERE EURIS,法国,"29,666.2",62.2,"24,906.3",73.4,"124,226"
170,INDIAN OIL,印度,"29,643.2","1,218.8","16,809.7","6,286.5","36,687"
171,SYSCO,美国,"29,335.4",907.2,"7,847.6","2,564.5","47,800"
172,PEPSICO,美国,"29,261.0","4,212.0","27,987.0","13,572.0","153,000"
173,GROUPE CAISSE DEPARGNE,法国,"29,174.9","2,220.1","739,294.8","21,114.1","52,800"
174,AMERICAN EXPRESS,美国,"29,115.0","3,445.0","192,638.0","16,020.0","77,500"
175,BOUYGUES,法国,"29,106.5","1,067.1","33,797.0","5,413.8","113,300"
176,SWISS REINSURANCE,瑞士,"29,045.1","1,991.7","162,240.4","16,864.1","8,359"
177,LLOYDS TSB GROUP,英国,"28,925.0","4,436.0","537,271.1","19,154.9","69,985"
178,LUKOIL,俄罗斯,"28,810.0","4,248.0","29,761.0","20,811.0","150,000"
179,DELPHI,美国,"28,700.0",-36.0,"21,200.0","1,410.0","185,000"
180,VOLVO,瑞典,"28,643.1","1,273.5","33,541.4","10,444.7","81,080"
181,RABOBANK,荷兰,"28,513.2","1,910.4","645,750.5","29,889.3","50,216"
182,J.SAINSBURY,英国,"28,427.8",112.5,"21,953.4","8,265.1","97,400"
183,PRUDENTIAL FINANCIAL,美国,"28,348.0","2,256.0","401,058.0","22,344.0","39,418"
184,MIZUHO FINANCIAL GROUP,日本,"28,278.7","5,937.6","1,337,648.4","36,515.4","45,180"
185,MARUBENI,日本,"28,273.7",383.8,"39,341.8","4,143.1","24,106"
186,NOVARTIS,瑞士,"28,247.0","5,767.0","54,469.0","33,783.0","81,392"
187,WACHOVIA CROP,美国,"28,067.0","5,214.0","493,324.0","47,317.0","96,030"
188,DUPONT,美国,"27,995.0","1,780.0","35,632.0","11,377.0","60,000"
189,A.P.M@LLER-MAERSK GROUP,丹麦,"27,920.7","4,066.8","35,437.7","20,878.8","60,000"
190,SNCF,法国,"27,436.1",401.7,"47,776.6","4,376.7","229,887"
191,BEST BUY,美国,"27,433.0",984.0,"10,294.0","4,449.0","109,000"
192,SPRINT,美国,"27,428.0","-1,012.0","41,321.0","13,521.0","59,900"
193,NEW YORK LIFE INSURANCE,美国,"27,175.5","1,213.3","144,420.8","9,707.8","12,650"
194,KDDI,日本,"27,170.1","1,866.4","23,114.2","10,865.6","12,373"
195,HVB GROUP,德国,"27,140.1","-2,833.3","635,310.4","15,610.6","57,806"
196,VIACOM,美国,"27,054.8","-17,462.2","68,002.3","42,024.3","38,350"
197,MILLEA HOLDINGS,日本,"26,978.7",629.0,"108,679.7","21,552.2","18,910"
198,INTERNATIONAL PAPER,美国,"26,722.0",-35.0,"34,217.0","8,254.0","79,400"
199,VIVENDI UNIVERSAL,法国,"26,651.3",937.8,"58,837.9","18,513.9","37,906"
200,JOHNSON CONTROLS,美国,"26,553.4",817.5,"15,090.8","5,206.3","123,000"
201,TYSON FOODS,美国,"26,441.0",403.0,"10,464.0","4,292.0","114,000"
202,JFE HOLDINGS,日本,"26,087.6","1,489.3","34,184.3","9,055.8","52,503"
203,DENSO,日本,"26,052.7","1,234.0","26,000.0","15,362.4","104,183"
204,CAREMARK RX,美国,"25,801.1",600.3,"12,309.7","7,539.7","11,133"
205,J.C.PENNEY,美国,"25,678.0",524.0,"141,127.0","4,856.0","151,000"
206,HONEYWELL INTERNATIONAL,美国,"25,601.0","1,281.0","31,062.0","11,252.0","109,000"
207,INGRAM MICRO,美国,"25,462.1",219.9,"6,926.7","2,240.8","13,600"
208,BUNGE,美国,"25,168.0",469.0,"10,927.0","3,375.0","24,621"
209,ROCHE GROUP,瑞士,"25,166.3","5,344.2","51,071.4","24,819.0","64,703"
210,VINCI,法国,"25,106.3",909.6,"31,964.8","4,278.4","128,433"
211,MAZDA MOTOR,日本,"25,081.4",425.9,"16,527.9","2,503.9","35,680"
212,CHINA LIFE INSURANCE,中国,"24,980.6",74.3,"69,351.7","2,509.1","75,984"
213,ANGLO AMERICAN,英国,"24,930.0","2,913.0","52,206.0","24,998.0","209,000"
214,ALCAN,加拿大,"24,885.0",258.0,"33,341.0","10,726.0","82,500"
215,FEDEX,美国,"24,710.0",838.0,"19,134.0","8,036.0","195,838"
216,NORSK HYDRO,挪威,"24,552.9","1,863.8","33,061.5","14,346.1","34,648"
217,MITSUBISHI TOKYO FINANCIAL GROUP,日本,"24,457.5","3,148.9","1,031,081.3","44,668.8","43,948"
218,ALMANIJ,比利时,"24,401.1","1,415.0","383,320.3","11,943.6","51,802"
219,KANSAI ELECTRIC POWER,日本,"24,317.7",648.9,"64,115.6","15,395.2","33,276"
220,BRITISH AMERICAN TOBACCO,英国,"24,201.3","2,011.9","33,936.2","10,021.9","60,953"
221,MITSUBISHI HEAVY INDUSTRIES,日本,"24,106.0",37.7,"35,818.1","12,247.2","59,240"
222,AIR FRANCE-KLM GROUP,法国,"24,011.3",441.8,"27,951.1","6,707.4","102,077"
223,ALCOA,美国,"23,960.0","1,310.0","32,609.0","13,300.0","119,000"
224,CHINA MOBILE COMMUNICATIONS,中国,"23,957.6","4,077.9","56,733.6","37,163.1","111,399"
225,SHARP,日本,"23,632.6",715.0,"22,298.1","9,389.6","46,751"
226,EAST JAPAN RAILWAY,日本,"23,610.5","1,038.3","62,791.7","11,065.2","74,923"
227,FUJI PHOTO FILM,日本,"23,516.4",786.2,"27,892.9","17,287.6","75,638"
228,HCA,美国,"23,502.0","1,246.0","21,465.0","4,407.0","164,650"
229,INDUSTRIAL & COMMERCIAL BANK OF CHINA,中国,"23,444.6",279.2,"685,135.1","19,692.3","375,781"
230,TIAA-CREF,美国,"23,411.3",540.5,"347,579.6","11,177.4","5,607"
231,TUI,德国,"23,293.9",607.3,"16,744.6","3,742.1","57,716"
232,RAG,德国,"23,254.9",-16.4,"40,428.4","3,140.2","103,960"
233,LA POSTE,法国,"23,229.7",465.2,"74,867.2","2,995.7","309,286"
234,SUNOCO,美国,"23,226.0",605.0,"8,097.0","1,607.0","14,200"
235,COLES MYER,澳大利亚,"23,184.4",341.6,"6,279.7","2,123.8","176,000"
236,MASSACHUSETTS MUTUAL LIFE INSURANCE,美国,"23,159.2",677.0,"124,509.8","6,291.0","11,334"
237,SANYO ELECTRIC,日本,"23,118.8","-1,596.2","24,314.2","2,695.1","96,023"
238,GEORGE WESTON,加拿大,"23,015.4",328.8,"14,943.2","3,655.7","149,000"
239,MERCK,美国,"22,938.6","5,813.4","42,572.8","17,288.2","63,000"
240,ST.PAUL TRAVELERS,美国,"22,934.0",955.0,"111,815.0","21,201.0","29,700"
241,BHP BILLITON,澳大利亚,"22,887.0","3,379.0","30,860.0","14,038.0","35,070"
242,DELHAIZE GROUP,比利时,"22,793.0",263.0,"12,780.4","4,564.7","137,900"
243,DUKE ENERGY,美国,"22,779.0","1,490.0","55,470.0","16,411.0","21,500"
244,BELLSOUTH,美国,"22,729.0","4,758.0","59,496.0","23,066.0","62,564"
245,HARTFORD FINANCIAL SERVICES,美国,"22,693.0","2,115.0","259,735.0","14,238.0","30,000"
246,WEYERHAEUSER,美国,"22,665.0","1,283.0","29,954.0","9,255.0","53,600"
247,MCI,美国,"22,615.0","-1,002.0","17,060.0","4,230.0","40,000"
248,UES OF RUSSIA,俄罗斯,"22,602.9",849.9,"40,389.4","21,518.0","496,300"
249,GAZ DE FRANCE,法国,"22,548.2","1,301.0","45,543.4","14,104.6","36,282"
250,BRIDGESTONE,日本,"22,350.0","1,058.5","22,774.4","9,124.4","113,699"
251,SAMSUNG LIFE INSURANCE,韩国,"22,347.9",519.6,"89,545.8","8,125.6","6,293"
252,WILLIAM MORRISON SUPERMARKETS,英国,"22,264.3",377.8,"13,899.0","7,577.4","95,340"
253,MITTAL STEEL,荷兰,"22,197.0","4,701.0","19,153.0","5,846.0","164,393"
254,CISCO SYSTEMS,美国,"22,045.0","4,401.0","35,594.0","25,826.0","34,000"
255,SUZUKI MOTOR,日本,"22,010.9",563.0,"15,831.5","6,965.3","39,454"
256,ENDESA,西班牙,"21,969.8","1,715.1","65,284.7","12,881.3","26,985"
257,COCA-COLA,美国,"21,962.0","4,847.0","31,327.0","15,935.0","50,000"
258,ABB,瑞士,"21,886.0",-35.0,"24,677.0","2,824.0","102,537"
259,BRISTOL-MYERS SQUIBB,美国,"21,886.0","2,388.0","30,435.0","10,202.0","43,000"
260,HILTON GROUP,英国,"21,792.5",477.9,"9,800.1","4,898.1","51,890"
261,LEGAL & GENERAL GROUP,英国,"21,769.8",850.2,"291,124.3","6,481.6","8,387"
262,CHINA TELECOMMUNICATIONS,中国,"21,561.8","2,422.0","65,332.7","33,040.0","406,885"
263,T&D HOLDINGS,日本,"21,556.9",345.5,"121,945.6","5,444.3","23,501"
264,UFJ HOLDINGS,日本,"21,450.8","-5,159.8","771,810.7","11,033.0","31,453"
265,ADECCO,瑞士,"21,441.2",412.9,"8,754.7","2,409.9","30,000"
266,IDEMITSU KOSAN,日本,"21,434.9",-54.8,"20,835.4","2,751.2","7,872"
267,ASTRAZENECA,英国,"21,426.0","3,813.0","25,616.0","14,418.0","64,200"
268,BANCO BILBAO CIZCAYA ARGENTARIA,西班牙,"21,335.5","3,485.0","422,815.3","28,398.2","84,117"
269,NATIONAL AUSTRALIA BANK,澳大利亚,"21,313.9","2,308.9","297,927.6","18,760.4","43,517"
270,LEHMAN BROTHERS HOLDINGS,美国,"21,250.0","2,369.0","357,168.0","14,920.0","19,579"
271,BERTELSMANN,德国,"21,163.8","1,283.6","28,502.8","10,207.7","76,266"
272,COMPASS GROUP,英国,"21,103.8",322.7,"15,305.2","4,491.3","402,375"
273,LUFTHANSA GROUP,德国,"21,100.4",502.5,"24,561.1","5,401.5","90,637"
274,ELECTRONIC DATA SYSTEMS,美国,"21,033.0",158.0,"17,744.0","7,440.0","117,000"
275,PLAINS ALL AMERICAN PIPELINE,美国,"20,975.5",130.0,"3,160.4","1,070.2","1,950"
276,POSCO,韩国,"20,929.1","3,329.9","23,308.3","15,531.3","30,000"
277,KOREA ELECTRIC POWER,韩国,"20,914.2","2,516.9","69,885.5","39,102.3","18,073"
278,OLD MUTUAL,英国,"20,892.1",886.8,"127,212.7","6,230.1","41,336"
279,MANULIFE FINANCIAL,加拿大,"20,855.4","1,970.3","252,171.7","19,567.9","42,000"
280,WELLPOINT,美国,"20,815.1",960.1,"39,738.4","19,459.0","38,000"
281,LANDESBANK BADEN-WURTTEMBERG,德国,"20,807.5",595.3,"461,874.4","12,767.6","12,184"
282,NEWS CORP,美国,"20,802.0","1,533.0","48,343.0","20,875.0","38,800"
