排序,公司名称,国家地区,营业收入百万美元,利润百万美元,资产百万美元,股东权益百万美元,雇员人数
68,E.ON,德国,"44,941.3","2,625.5","118,643.6","26,918.7","107,856"
69,CHINA NATIONAL PETROLEUM,中国,"44,864.4","5,400.4","88,933.6","54,421.0","1,146,194"
70,SINOPEC,中国,"44,503.2",455.9,"69,695.7","22,879.1","917,100"
71,FRANCE TELECOM,法国,"44,085.7","-19,604.5","11,846.0","10,442.0","243,573"
72,TARGET,美国,"43,917.0","1,654.0","28,630","9,443.0","306,000"
73,FORTIS,比利时/荷兰,"43,597.5",502.6,"509,733.1","11,407.3","65,989"
74,SUEZ,法国,"43,574.9",-815.4,"88,303.3","11,099.4","198,750"
75,J.P. MORGAN CHASE&CO.,美国,"43,372.0","1,663.0","758,800.0","42,603.0","94,335"
76,SBC COMMUNICATIONS,美国,"43,138.0","5,653.0","95,057.0","33,199.0","175,980"
77,DAI-ICHI MUTUAL LIFE INSURANCE,日本,"43,134.2",464.1,"244,371.2","66,605.5","58,398"
78,BERKSHIRE HATHAWAY,美国,"42,353.0","4,286.0","169,544.0",64.037.0,"146,500"
79,UBS,瑞士,"42,329.7","2,271.0","854,208.2",28.199.1,"690,061"
80,AOL TIME WARNER,美国,"41,676.0","-98,696.0","115,450.0",52.817.0,"91,250"
81,SEARS ROEBUCK,美国,"41,366.0","1,376.0","50,409.0","6,753.0","289,000"
82,RWE,德国,"41,114.1",992.7,"105,220.5","6,746.2","131,765"
83,ZURICH FINANCIAL SERVICES,瑞士,"40,638.0","-3,430.0","285,856.0","16,805.0","67,824"
84,TESCO,英国,"40,387.2","1,450.7","25,990.3","10,263.3","188,182"
85,TOKYO ELECTRIC POWER,日本,"40,370.1","1,356.3","119,558.6","18,939.8","52,322"
86,PROCTER&GAMBLE,美国,"40,238.0","4,352.0","40,776.0","13,706.6","102,000"
87,BMW,德国,"39,974.9","1,909.8","58,249.9","14,555.4","101,395"
88,DEUTSCHE POST,德国,"39,956.0",623.0,"170,672.0","5,346.4","344,952"
89,HSBC HOLDINGS,英国,"39,730.0","6,239.0","759,246.0","52,406.0","184,405"
90,FREDDIE MAC,美国,"39,663.0","5,764.0","721,739.0","24,629.0","4,000"
91,TYCO INTERNATIONAL,美国,"38,971.3","-9,411.7","66,414.4","24,790.6","267,500"
92,COSTCO WHOLESALE,美国,"38,762.5",900.0,"11,620.3","5,694.2","690,000"
93,NEC,日本,"38,531.2",201.5,"34,603.5","3,022.8","145,807"
94,HYUNDAI MOTOR,韩国,"38,458.5","1,146.3","38,890.0","8,713.0","49,855"
95,PENEX,墨西哥,"37,973.9","-3,155.5","66,645.1","9,623.0","138,701"
96,NISSHO IWAI,日本,"37,907.8",-606.1,"17,745.4","1,714.0","11,597"
97,FUJITSU,日本,"37,895.5","-1,001.8","35,632.9","5,923.3","157,044"
98,CREDIT AGRICOLE,法国,"36,745.3","2,171.7","609,451.4","31,225.2","95,537"
99,HYPOVEREINSBANK,德国,"36,355.8",-783.8,"725,258.7","14,932.1","65,926"
100,SUMITOMO LIFE INSURANCE,日本,"36,304.5",15.4,"185,402.0","2,924.3","50,544"
101,JOHNSON & JOHNSON,美国,"36,298.6","6,597.0","40,556.0","22,697.00","108,300"
102,ROYAL BANK OF SCOTLAND,英国,"36,035.0","4,619.4","663,278.8","43,551.00","111,800"
103,ALBERTSON'S,美国,"35,916.0",850.0,"15,211.0","5,197.00","202,000"
104,PRUDENTIAL,英国,"35,818.6",674.7,"224,964.0","5,905.10","21,930"
105,DELL COMPUTER,美国,"35,404.0","2,112.0","15,470.0","4,873.00","39,100"
106,PFIZER,美国,"35,281.0","9,126.0","46,356.0","19,950.00","98,100"
107,SAFEWAY,美国,"34,799.2",-828.1,"16,047.3","3,627.50","184,000"
108,SK,韩国,"34,683.3","-1,915.8","34,879.0",581.00,"22,000"
109,ABN AMRO HOLDING,荷兰,"34,590.6","2,086.6","583,451.9","11,312.90","106,438"
110,REPSOL YPF,西班牙,"34,498.9","1,845.5","39,942.1","14,256.30","32,602"
111,RENAULT,法国,"34,353.3","1,849.3","55,854.3","12,411.60","132,351"
112,METLIFE,美国,"34,104.0","1,605.0","277,385.0","17,385.00","48,512"
113,THYSSEN KRUPP,德国,"33,723.0",198.5,"30,793.6","8,189.50","191,254"
114,ROBERT BOSCH,德国,"33,068.5",554.0,"28,830.6","8,955.10","224,341"
115,SAMSUNG,韩国,"32,960.0",58.8,"9,526.1","2,861.00","4,105"
116,MORGAN STANLEY,美国,"32,415.0","2,988.0","529,499.0","21,885.00","55,726"
117,J.C. PENNEY,美国,"32,347.0",405.0,"17,867.0","6,370.00","228,000"
118,MITSUBISHI MOTORS,日本,"31,882.4",306.6,"20,453.2","2,363.70","45,275"
119,GLAXOSMITHKLINE,英国,"31,874.2","5,912.9","35,944.2","10,594.80","104,499"
120,UNITED PARCEL SERVICE,美国,"31,272.0","3,182.0","26,357.0","12,455.00","360,000"
121,KMART HOLDING,美国,"30,762.0","-3,219.0","11,238.0",-301.00,"212,000"
122,STATOIL,挪威,"30,545.4","2,110.5","29,653.0","8,230.20","17,115"
123,BASF,德国,"30,457.7","1,422.3","36,816.9","17,362.30","89,389"
124,ROYAL PHILIPS ELECTRONICS,荷兰,"30,083.8","-3,031.1","33,882.1","14,605.80","170,087"
125,HBOS,英国,"29,911.7","2,879.1","571,643.3","22,166.70","56,081"
126,MITSUBISHI ELECTRIC,日本,"29,865.1",-97.0,"30,980.1","3,327.60","110,279"
127,OLIVETTI,意大利,"29,694.2",-730.8,"87,498.2","12,214.30","106,620"
128,ALLSTATE,美国,"29,579.0","1,134.0","117,426.0","17,438.00","39,802"
129,AEGON,荷兰,"29,444.6","1,462.6","249,959.1","14,933.20","25,974"
130,BT,英国,"29,301.4","4,155.0","44,601.2","4,176.10","104,700"
131,SUMITOMO MITSUI FINANCIAL GROUP,日本,"28,776.2","-3,819.1","882,165.1","20,422.50","24,024"
132,WALGREEN,美国,"28,681.1","1,019.2","9,878.8","6,230.20","117,000"
133,SAINT-GOBAIN,法国,"28,622.1",983.3,"31,635.5","11,873.30","172,500"
134,WELLS FARGO,美国,"28,473.0","5,434.0","349,259.0","30,358.00","127,500"
135,VEOLIA ENVIRONNEMENT,法国,"28,437.5",320.7,"44,091.6","6,641.90","302,000"
136,NOKIA,芬兰,"28,378.2","3,196.5","24,478.0","14,985.60","51,748"
137,MICROSOFT,美国,"28,365.0","7,819.0","67,646.0","52,180.00","50,500"
138,ENEL,意大利,"28,341.3","1,674.4","65,682.4","21,796.90","71,204"
139,EADS,荷兰,"28,269.5",-282.7,"49,738.7","13,394.80","103,967"
140,MERRILL LYNCH,美国,"28,253.0","2,513.0","447,928.0","22,875.00","52,400"
141,UNITED TECHNOLOGIES,美国,"28,212.0","2,236.0","29,090.0","8,355.00","155,000"
142,MIZUHO FINANCIAL GROUP,日本,"28,198.5","-19,509.0","1,130,311.6","24,127.70","30,944"
143,BAYER,德国,"28,007.6","1,002.2","43,749.1","16,091.60","122,600"
144,CONAGRA FOODS,美国,"27,629.6",783.0,"15,496.2","4,308.20","89,000"
145,DOW CHEMICAL,美国,"27,609.0",-338.0,"39,562.0","7,626.00","49,959"
146,MARATHON OIL,美国,"27,470.0",516.0,"17,812.0","5,082.00","28,466"
147,DELPHI,美国,"27,427.0",343.0,"19,316.0","1,279.00","192,000"
148,ITO-YOKADO,日本,"27,206.6",171.1,"20,937.1","9,146.50","47,393"
149,SPRINT,美国,"27,180.0",630.0,"45,293.0","12,294.00","72,200"
150,VALERO ENERGY,美国,"26,976.3",91.5,"14,465.2","4,308.30","19,830"
151,J.SAINSBURY,英国,"26,962.4",702.3,"19,016.8","7,908.0","108,700"
152,TELEFONICA,西班牙,"26,861.0","-5,272.5","71,398.5","17,834.6","152,845"
153,LOCKHEED MARTIN,美国,"26,806.0",500.0,"25,758.0.","5,865.0","125,000"
154,PRUDENTIAL FINANCIAL,美国,"26,797.0",194.0,"292,746.0.","21,330.0","54,086"
155,INTEL,美国,"26,764.0","3,117.0","44,224.0","35,468.0","78,700"
156,MOTOROLA,美国,"26,679.0","-2,485.0","31,152.0","11,239.0","97,000"
157,BARCLAYS,英国,"26,589.4","3,350.9","648,389.6","24,478.5","77,200"
158,NIPPON OIL,日本,"56,492.3",264.9,"28,252.9","7,842.7","13,882"
159,LOWE'S,美国,"26,490.9","1,471.5","16,019.5","8,301.5","130,000"
160,SANTANDER CENTRAL HISPANO GROUP,西班牙,"26,311.6","2,503.4","340,205.4","24,995.8","104,178"
161,MEIJI LIFE INSURANCE,日本,"26,228.2",423.3,"137,589.2","3,971.2","34,437"
162,GROUPE AUCHAN,法国,"26,058.1",276.1,"18,500.9","4,111.3","142,956"
163,GROUPE PINAULT-PRINTEMPS,法国,"25,881.7","1,502.5","31,505.0","6,787.9","113,453"
164,DZ BANK,德国,"25,559.8",52.0,"354,944.5","5,951.9","25,247"
165,WALT DISNEY,美国,"25,632.9","1,236.0","50,045.0","23,445.0","112,000"
166,PEPSICO,美国,"25,112.0","3,313.0","23,474.0","9,298.0","140,000"
167,UNITEDHEALTH GROUP,美国,"25,020.0","1,352.0","14,164.0","4,428.0","32,000"
168,INTERNATIONAL PAPER,美国,"24,976.0",-880.0,"33,792.0","7,374.0","91,000"
169,AEON,日本,"24,744.8",285.0,"18,303.8","2,881.2","43,114"
170,NEW YORK LIFE INSURANCE,美国,"24,720.7",423.5,"117,227.8","7,985.5","7,500"
171,VIACOM,美国,"24,605.7",725.0,"89,754.2","62,487.8","90,955"
172,DUPONT,美国,"24,522.0","-1,103.0","34,621.0","9,063.0","79,000"
173,SOCIETE GENERALE,法国,"24,205.0","1,320.8","525,997.4","18,260.6","88,278"
174,CVS,美国,"24,181.5",716.6,"9,645.3","5,197.0","74,500"
175,MILLEA HOLDINGS,日本,"24,037.3",464.6,"83,874.0","15,221.2","21,203"
176,AMERICAN EXPRESS,美国,"23,807.0","2,671.0","157,253.0","13,861.0","75,500"
177,WACHOVIA CORP,美国,"23,591.0","3,579.0","341,839.0","32,078.0","80,778"
178,CANON,日本,"23,481.3","1,523.3","24,797.3","13,414.9","97,802"
179,ARCHER DANIELS MIDLAND,美国,"23,453.6",511.1,"15,416.3","6,754.8","24,746"
180,TYSON FOODS,美国,"23,367.0",383.0,"10,372.0","3,662.0","120,000"
181,SYSCO,美国,"23,350.5",678.9,"5,989.8","2,132.5","46,800"
182,GEORGIA-PACIFIC,美国,"23,271.0",-735.0,"24,629.0","4,560.0","61,000"
183,ARCELOR,卢森堡,"23,194.4",-175.9,"27,110.7","7,064.2","104,241"
184,KDDI,日本,"22,858.7",470.7,"23,461.2","7,545.2","13,341"
185,ABB,瑞士,"22,855.0",-783.0,"29,533.0","1,013.0","139,051"
186,GOLDMAN SACHS GROUP,美国,"22,854.0","2,114.0","355,574.0","19,003.0","19,739"
187,MITSUBISHI TOKYO FINANCIAL GROUP,日本,"22,753.6","-1,325.4","836,355.4","25,690.8","21,367"
188,BEST BUY,美国,"22,673.0",99.0,"7,663.0","2,730.0","98,000"
189,PETROBRAS,巴西,"22,612.0","2,311.0","32,018.0","9,301.0","46,723"
190,NIPPON STEEL,日本,"22,563.0",-424.2,"31,684.6","31,684.6","47,200"
191,INDIAN OIL,印度,"22,506.2","1,360.1","11,977.6","1,090.8","37,829"
192,INGRAM MICRO,美国,"22,4 59.3",-275.2,"5,145.4","1,636.0","12,700"
193,BELLSOUTH,美国,"22,440.0","1,423.0","49,479.0","17,646.0","77,020"
194,FONCIERE EURIS,法国,"22,424.8",39.7,"18,607.9",282.3,"122,043"
195,LLOYDS TSB GROUP,英国,"22,391.0","2,676.2","406,915.1","12,834.1","79,537"
196,STANDARD LIRE ASSURANCE,英国,"22,375.6",N.A.,"12,418.8",N.A.,"14,222"
197,HONEYWELL INTERNATIONAL,美国,"22,274.0",-220.0,"27,559.0","8,925.0","108,000"
198,BANK ONE CORP,美国,"22,171.0","3,295.0","277,383.0","22,440.0","73,685"
199,SWISS REINSURANCE,瑞士,"22,109.2",-58.5,"117,058.2","12,067.6","8,287"
200,ELECTRONIC DATA SYSTEMS,美国,"21,782.0","1,116.0","18,880.0","7,022.0","137,000"
201,CENTRICA,英国,"21,510.4",718.3,"14,054.4","3,619.1","38,051"
202,KANSAI ELECTRIC POWER,日本,"21,462.0",660.4,"62,424.6","13,055.5","35,554"
203,CNP ASSURANCES,法国,"21,450.9",539.9,"161,670.2","4,930.6","2,735"
204,PETRONAS,马来西亚,"21,430.1","3,975.0","46,844.8","20,619.8","28,378"
205,LG INTERNATIONAL,韩国,"21,394.2",76.0,"2,730.6",459.3,896
206,MITSUBISHI HEAVY INDUSTRIES,日本,"21,287.6",281.7,"30,923.0","10,718.2","61,292"
207,ALSTOM,法国,"21,237.1","-1,373.6","27,047.3",878.4,"109,671"
208,FRANZ HANIEL,德国,"21,236.2",217.9,"11,726.7","2,897.0","44,597"
209,TOYOTA TSUSHO,日本,"21,144.4",154.5,"8,099.1","1,345.0","11,223"
210,EAST JAPAN RAILWAY,日本,"21,055.9",804.2,"57,795.4","8,280.1","78,760"
211,BOUYGUES,法国,"21,033.1",629.7,"26,005.8","5,258.2","121,604"
212,SNCF,法国,"20,966.0",59.6,"41,574.9","4,491.2","242,162"
213,BANCO BILBAO VIZCAYA ARGENTARIA,西班牙,"20,823.2","1,625.2","293,334.6","18,060.2","93,093"
214,NOVARTIS,瑞士,"20,822.5","4,698.1","45,709*","28,698.8","72,877"
215,UFJ HOLDINGS,日本,"20,686.5","-4,997.3","676,397","15,722.2","22,317"
216,ALCOA,美国,"20,618.0",420.0,"29,810.0","9,927.0","127,000"
217,FEDEX,美国,"20,607.0",710.0,"13,812.0","6,545.0","184,953"
218,FUJI PHOTO FILM,日本,"20,563.8",398.7,"24,947.8","14,172.8","72,633"
219,RABOBANK,荷兰,"20,508.4",N.A.,"393,208.7","17,408.6","51,867"
220,TUI,德国,"20,431.0",30.3,"16,283.0","3,053.7","70,299"
221,NORSK HYDRO,挪威,"20,412.9","1,098.1","29,910.1","10,951.1","42,615"
222,MASSACHUSETTS MUTUAL LIFE INSURANCE,美国,"20,247.1","1,430.0","94,267.0","6,105.0","11,797"
223,CATERPILLAR,美国,"20,152.0",798.0,"32,851.0","5,472.0","68,990"
224,JOHNSON CONTROLS,美国,"20,103.4",600.5,"11,165.3","3,499.7","111,000"
225,DELHAIZE GROUP,比利时,"19,932.2",168.6,"11,375.0","3,702.8","143,894"
226,JFE HOLDINGS,日本,"19,917.0",130.9,"32,312.6","5,014.0","54,100"
227,CIGNA,美国,"19,915.0",-398.0,"88,950.0","3,867.0","41,200"
228,AETNA,美国,"19,878.7","-2,522.5","40,047.5","6,980.0","28,371"
229,TIAA-CREF,美国,"19,791.0",-136.8,"261,587.7","9,671.6","6,467"
230,CHINA MOBILE COMMUNICATIONS,中国,"19,783.3","3,706.4","44,587.0","28,745.7","120,773"
231,COMMERZBANK,德国,"19,763.4",-281.7,"442,962.1","9,242.6","36,566"
232,HCA,美国,"19,729.0",833.0,"18,741.0","5,702.0","178,000"
233,ROYAL&SUN ALLIANCE,英国,"19,699.7","-1,412.5","96,507.1","4,898.9","50,479"
234,COCA-COLA,美国,"19,564.0","3,050.0","24,501.0","11,800.0","56,000"
235,GAZPROM,俄罗斯,"19,551.5","3,873.6","68,378.8","50,154.7","310,700"
236,SAMSUNG LIFE INSURANCE,韩国,"19,536.1",791.8,"58,191.3","4,614.2","6,220"
237,INDUS.&COMMERCIAL BANK OF CHINA,中国,"19,528.5",788.6,"577,110.6","21,530.4","405,000"
238,AVENTIS,法国,"19,496.8","1,976.9","32,606.1","11,894.3","78,099"
239,AUTONATION,美国,"19,478.5",381.6,"8,584.8","3,910.2","28,500"
240,MAZDA MOTOR,日本,"19,405.1",198.1,"14,791.8","1,636.6","36,184"
241,GROUPE CAISSE D'EPARGNE,法国,"19,350.2",900.1,"374,753.9","9,756.8","44,600"
242,SUPERVALU,美国,"19,160.4",257.0,"5,896.2","2,009.2","57,400"
243,VOLVO,瑞典,"19,158.8",143.3,"27,454.6","8,983.7","70,546"
244,DENSO,日本,"19,144.5",911.1,"19,857.1","11,788.5","89,380"
245,ROCHE GROUP,瑞士,"19,096.2","-2,586.4","46,282.5","15,050.2","69,659"
246,WASHINGTON MUTUAL,美国,"19,037.0","3,896.0","268,298.0","20,134.0","52,459"
247,CISCO SYSTEMS,美国,"18,915.0","1,893.0","37,795.0","28,656.0","36,000"
248,SINOCHEM,中国,"18,763.0",96.6,"2,119.5","1,340.9","9,604"
249,WEYERHAEUSER,美国,"18,521.0",241.0,"28,219.0","6,623.0","56,787"
250,VISTEON,美国,"18,395.0",-352.0,"11,170.0","2,978.0","76,946"
251,CREDIT LYONNAIS,法国,"18,176.9",806.5,"256,968.7","9,084.1","40,950"
252,BRISTOL-MYERS SQUIBB,美国,"18,119.0","2,066.0","24,874.0","8,967.0","44,000"
253,ASTRAZENECA,英国,"18,032.0","2,836.0","21,576.0","11,172.0","58,700"
254,CHINA TELECOMMUNICATIONS,中国,"180,126.0",937.7,"58,482.5","28,786.5","365,778"
255,BRITISH AMERICAN TOBACCO,英国,"17,959.7","1,731.1","26,218.8","8,347.3","60,867"
256,BRIDGESTONE,日本,"17,951.8",362.4,"18,066.2","6,707.8","106,846"
257,SANYO ELECTRIC,日本,"17,911.8",-597.6,"23,144.9","4,057.9","79,025"
258,DAIEI,日本,"17,884.4","1,101.8","19,270.1",559.3,"24,216"
259,CHUBU ELECTRIC POWER,日本,"17,858.6",874.0,"52,981.0","11,032.6","26,303"
260,NORTHROP GRUMMAN,美国,"17,837.0",64.0,"420,266.0","14,322.0","117,300"
261,LG ELECTRONICS,韩国,"17,836.0",273.7,"16,919.7","2,392.2","55,248"
262,NIPPON MINING HOLDINGS,日本,"17,752.0",30.0.,"13,735.2","1,728.3","10,914"
263,ABBOTT LABORATORIES,美国,"17,684.7","2,793.7","24,259.1","10,664.6","71,819"
264,DEUTSCHE BAHN,德国,"17,665.5",-456.6,"48,293.8","5,883.6","250,690"
265,DEXIA GROUP,比利时,"17,655.1","1,228.1","368,238.6","9,538.5","20,723"
266,SARA LEE,美国,"17,628.0",1.0,"13,783.0","1,742.0","154,900"
267,FLEMING,美国,"17,561.5","1,010.0","3,997.9",514.0,"22,712"
268,BANCA INTESA,意大利,"17,555.8",-83.8,"294,584.4","14,639.3","71,501"
269,GEORGE WESTON,加拿大,"17,476.0",189.1,"10,547.5","2,773.8","142,850"
270,VINCI,法国,"17,437.5",439.4,"21,282.3","2,725.6","127,380"
271,ALMANIJ,比利时,"17,410.3",451.7,"265,252.2","7,867.8","52,969"
272,WELLPOINT HEALTH NETWORKS,美国,"17,338.5",678.3,"11,302.5","3,976.7","16,200"
273,BERTELSMANN,德国,"17,312.8",703.1,"23,282.8","7,014.8","80,632"
274,AMR,美国,"17,299.0",-3.511.0,"30,267.0",957.0,"105,500"
275,SK GLOBAL,韩国,"17,152.0",-2.521.5,"10,201.6","2,922.1","4,190"
276,LANDESBANK BADEN-WURTTEMBERG,德国,"17,138.9",266.7,"336,256.2","9,277.6","10,342"
277,JAPAN AIRLINES SYSTEM,日本,"17,098.7",95.6,"18,319.1","2,144.2","54,885"
278,TOMEN,日本,"17,093.9",-549.6,"8,194.6",115.4,"8,429"
279,KOREA ELECTRIC POWER,韩国,"17,074.9","2,436.0","59,450.9","29,892.1","16,852"
280,RAYTHEON,美国,"16,962.0",-640.0,"23,946.0","8,870.0","76,400"
281,PHARMACIA,美国,"16,929.0",597.0,"18,517.0","7,983.0","43,000"
282,COCA-COLA ENTERPRISES,美国,"16,889.0",494.0,"24,375.0","3,347.0","74,000"
283,LOEWS,美国,"16,827.8",912.0,"70,519.6","11,235.2","25,800"
284,LEHMAN BROTHERS HOLDINGS,美国,"16,781.0",975.0,"260,336.0","8,942.0","12,343"
285,IDEMITSU KOSAN,日本,"16,587.9",18.7,"19,748.3","2,496.8","8,794"
286,SUZUKI MOTOR,日本,"16,539.2",254.6,"12,965.3","5,467.7","39,127"
287,JAPAN TOBACCO,日本,"16,475.4",618.0,"24,942.3","13,684.0","38,628"
288,SHARP,日本,"16,439.9",267.5,"16,906.9","7,607.6","46,633"
289,LA POSTE,法国,"16,386.3",32.1,"53,809.1","1,727.2","325,000"
290,CHINA LIFE INSURANCE,中国,"16,379.3",97.2,"36,232.5",940.7,"65,232"
291,3M,美国,"16,332.0",1.974.0,"15,329.0","5,993.0","68,744"
292,KINGFISHER,英国,"16,282.1",257.6,"15,306.9","7,335.0","78,523"
293,BANCO BRADESCO,巴西,"16,125.2",692.7,"40,331.0","3,063.7","74,393"
294,ADECCO,瑞士,"16,116.0",227.4,"6,118.4","1,408.1","29,000"
295,YASUDA MUTUAL LIFE INSURANCE,日本,"16,105.4",524.4,"80,052.7","1,734.8","20,263"
296,LUFTHANSA GROUP,德国,"16,045.4",677.7,"20,081.1","4,328.7","33,796"
297,NATIONWIDE,美国,"15,949.3",172.3,"129,565.4","9,826.8","31,000"
298,ASAHI MUTUAL LIFE INSURANCE,日本,"15,933.4",51.3,"55,667.4",916.0,"22,162"
299,PUBLIX SUPER MARKETS,美国,"15,930.6",632.4,"4,789.6","3,008.1","90,100"
300,NORTHWESTERN MUTUAL,美国,"15,916.4",158.0,"102,935.0","7,271.1","4,298"
301,HARTFORD FINANCIAL SERVICES,美国,"15,907.0","1,000.0","182,043.0","10,734.0","29,000"
302,BHP BILLITON,澳大利亚,"15,906.0","1,690.0","29,552.0","12,356.0","51,037"
