排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
120,日本电报电话公司（NIPPON TELEGRAPH AND TELEPHONE),"92,539.7","8,853.1",日本,+
121,三井物产株式会社（MITSUI),"92,196.4","7,359.7",日本,+
122,家乐福（CARREFOUR),"91,790.6","1,793.5",法国,+
123,百事公司（PEPSICO),"91,471","9,074",美国,+
124,联合包裹速递服务公司（UNITED PARCEL SERVICE),"90,958","6,708",美国,+
125,泰国国家石油有限公司（PTT),"90,418.7","3,221.1",泰国,+
126,安盛（AXA),"90,405.8","7,771.7",法国,+
127,联邦快递（FEDEX),"90,155","3,972",美国,+
128,索尼（SONY),"90,091.8","6,715.5",日本,+
129,中国第一汽车集团有限公司（CHINA FAW GROUP),"89,485","2,864.2",中国,+
130,Engie集团（ENGIE),"89,257.7","2,387",法国,+
131,华特迪士尼公司（WALT DISNEY),"88,898","2,354",美国,+
132,波兰国营石油公司（ORLEN),"88,717.6","4,921.8",波兰,+
133,戴尔科技公司（DELL TECHNOLOGIES),"88,425","3,211",美国,+
134,敦豪集团（DHL GROUP),"88,385.3","3,975.1",德国,+
135,中国电信集团有限公司（CHINA TELECOMMUNICATIONS),"87,961.5","2,150.8",中国,+
136,日产汽车（NISSAN MOTOR),"87,773.5","2,952",日本,+
137,加拿大皇家银行（ROYAL BANK OF CANADA),"87,498.7","11,019",加拿大,+
138,浙江荣盛控股集团有限公司（ZHEJIANG RONGSHENG HOLDING GROUP),"86,535.6",74.6,中国,+
139,美国劳氏公司（LOWE'S),"86,377","7,726",美国,+
140,乐购（TESCO),"86,231.3","1,486.9",英国,+
141,腾讯控股有限公司（TENCENT HOLDINGS),"86,028.3","16,275.2",中国,+
142,厦门国贸控股集团有限公司（XIAMEN ITG HOLDING GROUP),"85,818.8",178.9,中国,+
143,比亚迪股份有限公司（BYD),"85,082","4,243.5",中国,+
144,日本生命保险公司（NIPPON LIFE INSURANCE),"83,090","2,854",日本,+
145,西门子（SIEMENS),"82,931.9","8,476.7",德国,+
146,日本邮政控股公司（JAPAN POST HOLDINGS),"82,905.5","1,859.1",日本,+
147,中国航空工业集团有限公司（AVIATION INDUSTRY CORP. OF CHINA),"82,654.1","1,644.1",中国,+
148,三菱日联金融集团（MITSUBISHI UFJ FINANCIAL GROUP),"82,270.3","10,314.8",日本,+
149,宝洁公司（PROCTER & GAMBLE),"82,006","14,653",美国,+
150,物产中大集团股份有限公司（WUCHAN ZHONGDA GROUP),"81,952.4",510.9,中国,+
151,Seven & I 控股公司（SEVEN & I HOLDINGS),"80,124.6","1,568.9",日本,+
152,艾伯森公司（ALBERTSONS),"79,237.7","1,296",美国,+
153,引能仕控股株式会社（ENEOS HOLDINGS),"79,020.5","1,993.5",日本,+
154,交通银行股份有限公司（BANK OF COMMUNICATIONS),"78,757.1","13,098.6",中国,+
155,Energy Transfer公司（ENERGY TRANSFER),"78,586","3,935",美国,+
156,美国邮政（U.S. POSTAL SERVICE),"78,383","-6,478",美国,+
157,江西铜业集团有限公司（JIANGXI COPPER),"78,243.2",371.2,中国,+
158,中国人民保险集团股份有限公司（PEOPLE'S INSURANCE CO. OF CHINA),"78,181.7","3,153.2",中国,+
159,波音（BOEING),"77,794","-2,222",美国,+
160,中国兵器工业集团有限公司（CHINA NORTH INDUSTRIES GROUP),"76,506.9","1,933",中国,+
161,太平洋建设集团有限公司（PACIFIC CONSTRUCTION GROUP),"76,433","5,035.3",中国,+
162,起亚公司（KIA),"76,419.4","6,720.2",韩国,+
163,西斯科公司（SYSCO),"76,324.7","1,770.1",美国,+
164,第一生命控股有限公司（DAI-ICHI LIFE HOLDINGS),"76,304.8","2,219.4",日本,+
165,印尼国家石油公司（PERTAMINA),"75,787.8","4,441.4",印度尼西亚,+
166,万喜集团（VINCI),"75,550.9","5,083.1",法国,+
167,马来西亚国家石油公司（PETRONAS),"75,409.6","16,320.1",马来西亚,+
168,多伦多道明银行（TORONTO-DOMINION BANK),"75,063.3","7,995.6",加拿大,+
169,卢克石油公司（LUKOIL),"75,012.8","13,551.9",俄罗斯,+
170,陕西煤业化工集团有限责任公司（SHAANXI COAL & CHEMICAL INDUSTRY),"74,776.7","1,113.7",中国,+
171,盛虹控股集团有限公司（SHENGHONG HOLDING GROUP),"74,700.8",548.5,中国,+
172,巴斯夫公司（BASF),"74,487.2",243.2,德国,+
173,中国保利集团有限公司（CHINA POLY GROUP),"73,998.5",988.2,中国,+
174,法国BPCE银行集团（GROUPE BPCE),"73,774.7","3,031.3",法国,+
175,山东魏桥创业集团有限公司（SHANDONG WEIQIAO PIONEERING GROUP),"73,484.5","1,192.3",中国,+
176,巴西JBS公司（JBS),"72,863.2",-212.5,巴西,+
177,Alimentation Couche-Tard公司（ALIMENTATION COUCHE-TARD),"71,856.7","3,090.9",加拿大,+
178,印度国家银行（STATE BANK OF INDIA),"71,844","8,106",印度,+
179,招商银行股份有限公司（CHINA MERCHANTS BANK),"71,514.6","20,708.7",中国,+
180,印度石油天然气公司（OIL & NATURAL GAS),"71,466.1","5,947.6",印度,+
181,广州汽车工业集团有限公司（GUANGZHOU AUTOMOBILE INDUSTRY GROUP),"71,386.1",345.4,中国,+
182,瑞银集团（UBS GROUP),"71,245","27,849",瑞士,+
183,空中客车公司（AIRBUS),"70,751","4,096.1",荷兰,+
184,丰田通商公司（TOYOTA TSUSHO),"70,498.4","2,293.3",日本,+
185,浙江吉利控股集团有限公司（ZHEJIANG GEELY HOLDING GROUP),"70,356.8",812.6,中国,+
186,台积公司（TAIWAN SEMICONDUCTOR MANUFACTURING),"69,415.8","27,350.4",中国,+
187,厦门象屿集团有限公司（XMXYG),"69,286.9",14.5,中国,+
188,雷神技术公司（RTX),"68,920","3,195",美国,+
189,伊塔乌联合银行控股公司（ITAÚ UNIBANCO HOLDING),"68,455","6,630.1",巴西,+
190,安赛乐米塔尔（ARCELORMITTAL),"68,275",919,卢森堡,+
191,通用电气公司（GENERAL ELECTRIC),"67,954","9,481",美国,+
192,北京汽车集团有限公司（BEIJING AUTOMOTIVE GROUP),"67,852.2",328.1,中国,+
193,洛克希德－马丁（LOCKHEED MARTIN),"67,571","6,920",美国,+
194,KOC集团（KOÇ HOLDING),"67,482.7","3,037.6",土耳其,+
195,美国运通公司（AMERICAN EXPRESS),"67,364","8,374",美国,+
196,日立（HITACHI),"67,313.8","4,081.5",日本,+
197,瑞士罗氏公司（ROCHE GROUP),"67,269.8","12,797.1",瑞士,+
198,丰益国际（WILMAR INTERNATIONAL),"67,155.3","1,524.8",新加坡,+
199,卡特彼勒（CATERPILLAR),"67,060","10,335",美国,+
200,西班牙对外银行（BANCO BILBAO VIZCAYA ARGENTARIA),"66,978.1","8,669",西班牙,+
201,韩国电力公司（KOREA ELECTRIC POWER),"66,977.2","-3,692.4",韩国,+
202,美国大都会集团（METLIFE),"66,905","1,578",美国,+
203,日本永旺集团（AEON),"66,727",312.2,日本,+
204,英国劳埃德银行集团（LLOYDS BANKING GROUP),"66,697.6","6,785.7",英国,+
205,德意志银行（DEUTSCHE BANK),"65,978.1","6,845.3",德国,+
206,万科企业股份有限公司（CHINA VANKE),"65,789.5","1,718.1",中国,+
207,HCA 医疗保健公司（HCA HEALTHCARE),"64,968","5,242",美国,+
208,日本三井住友金融集团（SUMITOMO MITSUI FINANCIAL GROUP),"64,718.3","6,662.7",日本,+
209,LG电子（LG ELECTRONICS),"64,490.5",545.8,韩国,+
210,联合利华（UNILEVER),"64,435.5","7,012.8",英国,+
211,埃森哲（ACCENTURE),"64,111.8","6,871.6",爱尔兰,+
212,巴克莱（BARCLAYS),"63,800.6","6,535.9",英国,+
213,晋能控股集团有限公司（JINNENG HOLDING GROUP),"63,639.8",993.6,中国,+
214,中国铝业集团有限公司（ALUMINUM CORP. OF CHINA),"63,595.4",876.5,中国,+
215,慕尼黑再保险集团（MUNICH RE GROUP),"63,353.3","4,979.4",德国,+
216,俄罗斯联邦储蓄银行（SBERBANK),"63,329.9","17,743.5",俄罗斯,+
217,巴西银行（BANCO DO BRASIL),"63,322.2","5,980.4",巴西,+
218,前进保险公司（PROGRESSIVE),"62,108.5","3,902.4",美国,+
219,国际商业机器公司（INTERNATIONAL BUSINESS MACHINES),"61,860","7,502",美国,+
220,日本制铁集团公司（NIPPON STEEL CORPORATION),"61,359.1","3,801.2",日本,+
221,迪尔公司（DEERE),"61,251","10,166",美国,+
222,英伟达公司（NVIDIA),"60,922","29,760",美国,+
223,StoneX集团（STONEX GROUP),"60,856.1",238.5,美国,+
224,苏黎世保险集团（ZURICH INSURANCE GROUP),"60,645","4,351",瑞士,+
225,法国布伊格集团（BOUYGUES),"60,599.9","1,124.3",法国,+
226,日本瑞穗金融集团（MIZUHO FINANCIAL GROUP),"60,503.6","4,698",日本,+
227,戴姆勒卡车控股股份公司（DAIMLER TRUCK HOLDING),"60,420.4","4,081",德国,+
228,荷兰国际集团（ING GROUP),"60,401","4,475.6",荷兰,+
229,默沙东（MERCK),"60,115",365,美国,+
230,邦吉公司（BUNGE GLOBAL),"59,540","2,243",美国,+
231,百威英博（ANHEUSER-BUSCH INBEV),"59,380","5,341",比利时,+
232,兴业银行股份有限公司（INDUSTRIAL BANK),"59,152.3","10,893.3",中国,+
233,浦项制铁控股公司（POSCO HOLDINGS),"58,999.2","1,300.3",韩国,+
234,松下控股公司（PANASONIC HOLDINGS),"58,787.4","3,072",日本,+
235,康菲石油公司（CONOCOPHILLIPS),"58,574","10,957",美国,+
236,辉瑞制药有限公司（PFIZER),"58,496","2,119",美国,+
237,达美航空（DELTA AIR LINES),"58,048","4,609",美国,+
238,中国华能集团有限公司（CHINA HUANENG GROUP),"57,890.8","1,632.1",中国,+
239,中国能源建设集团有限公司（CHINA ENERGY ENGINEERING GROUP),"57,708.1",600,中国,+
240,东风汽车集团有限公司（DONGFENG MOTOR),"57,595.9",-391.6,中国,+
241,TD Synnex公司（TD SYNNEX),"57,555.4",626.9,美国,+
242,大众超级市场公司（PUBLIX SUPER MARKETS),"57,534","4,349",美国,+
243,浙江恒逸集团有限公司（ZHEJIANG HENGYI GROUP),"57,468",23.5,中国,+
244,好事达（ALLSTATE),"57,094",-188,美国,+
245,意大利忠利保险公司（ASSICURAZIONI GENERALI),"57,022.6","4,050.7",意大利,+
246,思科公司（CISCO SYSTEMS),"56,998","12,613",美国,+
247,雷普索尔公司（REPSOL),"56,980.5","3,424.8",西班牙,+
248,联想集团有限公司（LENOVO GROUP),"56,863.8","1,010.5",中国,+
249,河钢集团有限公司（HBIS GROUP),"56,728.3",23.7,中国,+
250,宁德时代新能源科技股份有限公司（CONTEMPORARY AMPEREX TECHNOLOGY),"56,632.8","6,232.5",中国,+
251,雷诺（RENAULT),"56,621.6","2,376.2",法国,+
252,巴西布拉德斯科银行（BANCO BRADESCO),"56,490.5","2,854.2",巴西,+
253,中国电子科技集团有限公司（CHINA ELECTRONICS TECHNOLOGY GROUP),"56,083.8","2,563",中国,+
254,美国全国保险公司（NATIONWIDE),"54,609.4",-45.2,美国,+
255,特许通讯公司（CHARTER COMMUNICATIONS),"54,607","4,557",美国,+
256,国家电力投资集团有限公司（STATE POWER INVESTMENT),"54,484.6","1,615.9",中国,+
257,德国艾德卡公司（EDEKA ZENTRALE),"54,454.6",461.7,德国,+
258,巴拉特石油公司（BHARAT PETROLEUM),"54,413.1","3,245.4",印度,+
259,艾伯维（ABBVIE),"54,318","4,863",美国,+
260,美国纽约人寿保险公司（NEW YORK LIFE INSURANCE),"54,317.2",804.6,美国,+
261,英特尔公司（INTEL),"54,228","1,689",美国,+
262,TJX公司（TJX),"54,217","4,474",美国,+
263,诺华公司（NOVARTIS),"54,088","14,850",瑞士,+
264,力拓集团（RIO TINTO GROUP),"54,041","10,058",英国,+
265,青山控股集团有限公司（TSINGSHAN HOLDING GROUP),"53,980","1,554.2",中国,+
266,保德信金融集团（PRUDENTIAL FINANCIAL),"53,979","2,488",美国,+
267,中国远洋海运集团有限公司（COSCO SHIPPING),"53,929.6","3,584.4",中国,+
268,必和必拓集团（BHP GROUP),"53,817","12,921",澳大利亚,+
269,惠普公司（HP),"53,718","3,263",美国,+
270,联合航空控股公司（UNITED AIRLINES HOLDINGS),"53,717","2,618",美国,+
271,印度塔塔汽车公司（TATA MOTORS),"53,634.9","3,794",印度,+
272,Performance Food Group公司（PERFORMANCE FOOD GROUP),"53,354.7",397.2,美国,+
273,Iberdrola公司（IBERDROLA),"53,334.1","5,192.3",西班牙,+
274,德国联邦铁路公司（DEUTSCHE BAHN),"53,197.9","-2,566.4",德国,+
275,日本出光兴产株式会社（IDEMITSU KOSAN),"53,042.6","1,581.1",日本,+
276,泰森食品（TYSON FOODS),"52,881",-648,美国,+
277,美的集团股份有限公司（MIDEA GROUP),"52,789.6","4,763.2",中国,+
278,美国航空集团（AMERICAN AIRLINES GROUP),"52,788",822,美国,+
279,中国联合网络通信股份有限公司（CHINA UNITED NETWORK COMMUNICATIONS),"52,632.3","1,154.5",中国,+
280,美国利宝互助保险集团（LIBERTY MUTUAL INSURANCE GROUP),"52,612",213,美国,+
281,加拿大丰业银行（BANK OF NOVA SCOTIA),"52,535.8","5,495",加拿大,+
282,沃尔沃集团（VOLVO),"52,101.5","4,696.3",瑞典,+
283,意大利联合圣保罗银行（INTESA SANPAOLO),"52,004.4","8,350.1",意大利,+
284,圣戈班集团（SAINT-GOBAIN),"51,830.3","2,917.8",法国,+
285,陕西延长石油（集团）有限责任公司（SHAANXI YANCHANG PETROLEUM (GROUP)),"51,525.9",997.3,中国,+
286,拜耳集团（BAYER),"51,498.4","-3,179.4",德国,+
287,东京海上日动火灾保险公司（TOKIO MARINE HOLDINGS),"51,371.9","4,814.4",日本,+
288,耐克公司（NIKE),"51,217","5,070",美国,+
289,马士基集团（MAERSK GROUP),"51,065","3,822",丹麦,+
290,菲尼克斯医药公司（PHOENIX PHARMA),"50,934.9",234.6,德国,+
291,绿地控股集团股份有限公司（GREENLAND HOLDING GROUP),"50,897","-1,349.9",中国,+
292,上海浦东发展银行股份有限公司（SHANGHAI PUDONG DEVELOPMENT BANK),"50,864.5","5,184.5",中国,+
293,路易达孚集团（LOUIS DREYFUS),"50,624","1,013",荷兰,+
294,蒙特利尔银行（BANK OF MONTREAL),"50,495","3,237",加拿大,+
295,采埃孚（ZF FRIEDRICHSHAFEN),"50,406.6",-33.5,德国,+
296,KB金融集团（KB FINANCIAL GROUP),"50,228.4","3,546.5",韩国,+
297,赛诺菲（SANOFI),"50,208.7","5,837.7",法国,+
298,丸红株式会社（MARUBENI),"50,166.9","3,261.7",日本,+
299,甲骨文公司（ORACLE),"49,954","8,503",美国,+
300,金川集团股份有限公司（JINCHUAN GROUP),"49,900.7","1,359.5",中国,+
301,瑞士再保险股份有限公司（SWISS RE),"49,800","3,214",瑞士,+
302,安达保险公司（CHUBB),"49,735","9,028",瑞士,+
303,Enterprise Products Partners公司（ENTERPRISE PRODUCTS PARTNERS),"49,715","5,532",美国,+
304,第一资本金融公司（CAPITAL ONE FINANCIAL),"49,484","4,887",美国,+
305,电装公司（DENSO),"49,435","2,164.2",日本,+
306,HDFC银行（HDFC BANK),"49,299.1","7,740.8",印度,+
307,中国建材集团有限公司（CHINA NATIONAL BUILDING MATERIAL GROUP),"49,088.8",198.2,中国,+
308,法国威立雅环境集团（VEOLIA ENVIRONNEMENT),"49,027.1","1,013",法国,+
309,中国船舶集团有限公司（CHINA STATE SHIPBUILDING),"48,890.1","2,408.4",中国,+
310,沃达丰集团（VODAFONE GROUP),"48,871.9","1,236.2",英国,+
311,Plains GP Holdings公司（PLAINS GP HOLDINGS),"48,712",198,美国,+
312,德国巴登-符腾堡州银行（LANDESBANK BADEN-WÜRTTEMBERG),"48,566.6","1,080",德国,+
313,EXOR集团（EXOR GROUP),"48,368.8","4,534",荷兰,+
314,敬业集团有限公司（JINGYE GROUP),"48,120",248.9,中国,+
315,联合信贷集团（UNICREDIT GROUP),"48,044.4","10,277.6",意大利,+
316,巴登-符腾堡州能源公司（ENERGIE BADEN-WÜRTTEMBERG),"48,032.2","1,662.2",德国,+
317,东京电力公司（TOKYO ELECTRIC POWER),"47,868.9","1,853.3",日本,+
318,住友商事（SUMITOMO),"47,812.9","2,673.2",日本,+
319,World Kinect公司（WORLD KINECT),"47,710.6",52.9,美国,+
320,Orange公司（ORANGE),"47,698.5","2,637.8",法国,+
321,HD现代公司（HD HYUNDAI),"46,959",202.5,韩国,+
322,英格卡集团（INGKA GROUP),"46,938","1,596.7",荷兰,+
323,澳新银行集团（ANZ GROUP HOLDINGS),"46,827.7","4,724",澳大利亚,+
324,美国国际集团（AMERICAN INTERNATIONAL GROUP),"46,802","3,643",美国,+
325,软银集团（SOFTBANK GROUP),"46,748.8","-1,575.1",日本,+
326,中国机械工业集团有限公司（SINOMACH),"46,482.2",181.6,中国,+
327,Talanx公司（TALANX),"46,155.8","1,709.2",德国,+
328,美洲电信（AMÉRICA MÓVIL),"46,010.9","4,291.5",墨西哥,+
329,阿斯利康（ASTRAZENECA),"45,811","5,955",英国,+
330,浙江省交通投资集团有限公司（ZHEJIANG COMMUNICATIONS INVESTMENT GROUP),"45,772",763.6,中国,+
331,中国太平洋保险(集团)股份有限公司（CHINA PACIFIC INSURANCE (GROUP)),"45,759.9","3,850.3",中国,+
332,可口可乐公司（COCA-COLA),"45,754","10,714",美国,+
333,美国教师退休基金会（TIAA),"45,734.8","-1,408.9",美国,+
334,巴西联邦储蓄银行（CAIXA ECONÔMICA FEDERAL),"45,706.8","2,349.7",巴西,+
335,CHS公司（CHS),"45,590","1,900.4",美国,+
336,中国华电集团有限公司（CHINA HUADIAN),"45,534.1","1,909.5",中国,+
337,法国国民互助信贷银行集团（CRÉDIT MUTUEL GROUP),"45,489.9","4,261.5",法国,+
338,MS&AD保险集团控股有限公司（MS&AD INSURANCE GROUP HOLDINGS),"45,478.4","2,555",日本,+
339,现代摩比斯公司（HYUNDAI MOBIS),"45,368.7","2,620.6",韩国,+
340,苏商建设集团有限公司（SUSUN CONSTRUCTION GROUP),"45,265.4","1,142",中国,+
341,法国国营铁路集团（SNCF GROUP),"45,145","1,416.2",法国,+
342,百时美施贵宝公司（BRISTOL-MYERS SQUIBB),"45,006","8,025",美国,+
343,中国兵器装备集团公司（CHINA SOUTH INDUSTRIES GROUP),"44,790.2","1,136.8",中国,+
344,德国大陆集团（CONTINENTAL),"44,778","1,250.1",德国,+
345,Raízen公司（RAÍZEN),"44,694.1",105.6,巴西,+
