排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
346,陶氏公司（DOW),"44,622",589,美国,+
347,乔治威斯顿公司（GEORGE WESTON),"44,559.6","1,141.3",加拿大,+
348,欧莱雅（L'ORÉAL),"44,520.7","6,685.3",法国,+
349,Fomento Económico Mexicano公司（FOMENTO ECONÓMICO MEXICANO),"44,167.9","3,703.9",墨西哥,+
350,西班牙电话公司（TELEFÓNICA),"43,947.2",-964.3,西班牙,+
351,中国民生银行股份有限公司（CHINA MINSHENG BANKING),"43,553.6","5,060.3",中国,+
352,百思买（BEST BUY),"43,452","1,241",美国,+
353,伍尔沃斯集团（WOOLWORTHS GROUP),"43,256.8","1,088.6",澳大利亚,+
354,上海建工集团股份有限公司（SHANGHAI CONSTRUCTION GROUP),"43,031.1",220.1,中国,+
355,LG化学公司（LG CHEM),"42,921.6","1,024.3",韩国,+
356,赛默飞世尔科技公司（THERMO FISHER SCIENTIFIC),"42,857","5,995",美国,+
357,麦格纳国际（MAGNA INTERNATIONAL),"42,797","1,213",加拿大,+
358,奥地利石油天然气集团（OMV GROUP),"42,661.8","1,677.8",奥地利,+
359,万通互惠理财公司（MASSACHUSETTS MUTUAL LIFE INSURANCE),"42,641.4",-771.6,美国,+
360,联合服务汽车协会（UNITED SERVICES AUTOMOBILE ASSN.),"42,493.4","1,213.5",美国,+
361,广州市建筑集团有限公司（GUANGZHOU MUNICIPAL CONSTRUCTION GROUP),"42,403.2",152,中国,+
362,通用动力（GENERAL DYNAMICS),"42,272","3,315",美国,+
363,巴西淡水河谷公司（VALE),"41,784","7,983",巴西,+
364,紫金矿业集团股份有限公司（ZIJIN MINING GROUP),"41,445.6","2,983.3",中国,+
365,Travelers公司（TRAVELERS),"41,364","2,991",美国,+
366,华纳兄弟探索公司（WARNER BROS. DISCOVERY),"41,321","-3,126",美国,+
367,加拿大帝国商业银行（CANADIAN IMPERIAL BANK OF COMMERCE),"41,169.8","3,704.2",加拿大,+
368,利安德巴塞尔工业公司（LYONDELLBASELL INDUSTRIES),"41,107","2,114",荷兰,+
369,森宝利公司（J. SAINSBURY),"41,088.4",172.1,英国,+
370,深圳市投资控股有限公司（SHENZHEN INVESTMENT HOLDINGS),"41,025.2","1,412.5",中国,+
371,鞍钢集团有限公司（ANSTEEL GROUP),"40,684.6",-83.1,中国,+
372,韩华集团（HANWHA),"40,683.2",291.3,韩国,+
373,美国合众银行（U.S. BANCORP),"40,624","5,429",美国,+
374,汉莎集团（LUFTHANSA GROUP),"40,455.4","1,808.6",德国,+
375,和硕（PEGATRON),"40,356.8",504.6,中国,+
376,雅培公司（ABBOTT LABORATORIES),"40,109","5,723",美国,+
377,蒂森克虏伯（THYSSENKRUPP),"40,027.9","-2,209.6",德国,+
378,新希望控股集团有限公司（NEW HOPE HOLDING GROUP),"39,988",-93,中国,+
379,日本KDDI电信公司（KDDI),"39,812.7","4,413.5",日本,+
380,中国核工业集团有限公司（CHINA NATIONAL NUCLEAR),"39,632.9","1,297.4",中国,+
381,泰康保险集团股份有限公司（TAIKANG INSURANCE GROUP),"39,411.6","1,786.1",中国,+
382,美国诺斯洛普格拉曼公司（NORTHROP GRUMMAN),"39,290","2,056",美国,+
383,江苏沙钢集团有限公司（JIANGSU SHAGANG GROUP),"39,241.3",227.7,中国,+
384,美团（MEITUAN),"39,092.5","1,957.3",中国,+
385,奇瑞控股集团有限公司（CHERY HOLDING GROUP),"39,091.7",585.7,中国,+
386,Inditex公司（INDITEX),"38,903","5,823.5",西班牙,+
387,施耐德电气（SCHNEIDER ELECTRIC),"38,812.2","4,327.5",法国,+
388,西北互助人寿保险公司（NORTHWESTERN MUTUAL),"38,788.1",711.4,美国,+
389,Dollar General公司（DOLLAR GENERAL),"38,691.6","1,661.3",美国,+
390,Cenovus Energy公司（CENOVUS ENERGY),"38,689.8","3,045.3",加拿大,+
391,西班牙ACS集团（ACS),"38,634.6",843.4,西班牙,+
392,Coop集团（COOP GROUP),"38,582.7",640,瑞士,+
393,加拿大枫信金融控股公司（FAIRFAX FINANCIAL HOLDINGS),"38,417.2","4,381.8",加拿大,+
394,广州工业投资控股集团有限公司（GUANGZHOU INDUSTRIAL INVESTMENT HOLDINGS),"38,345.2",150.7,中国,+
395,PBF Energy公司（PBF ENERGY),"38,324.8","2,140.5",美国,+
396,渣打银行（STANDARD CHARTERED),"38,292","3,469",英国,+
397,小米集团（XIAOMI),"38,276.8","2,468.5",中国,+
398,康帕斯集团（COMPASS GROUP),"38,004.7","1,609.5",英国,+
399,日本明治安田生命保险公司（MEIJI YASUDA LIFE INSURANCE),"37,897.4","1,062.3",日本,+
400,葛兰素史克集团（GSK),"37,691.8","6,124.5",英国,+
401,森科能源公司（SUNCOR ENERGY),"37,609.3","6,147.7",加拿大,+
402,杭州市实业投资集团有限公司（HANGZHOU INDUSTRIAL INVESTMENT GROUP),"37,398",364.1,中国,+
403,Uber Technologies公司（UBER TECHNOLOGIES),"37,281","1,887",美国,+
404,德国中央合作银行（DZ BANK),"37,220.9","2,302.7",德国,+
405,GS加德士（GS CALTEX),"37,216.9",882.6,韩国,+
406,铃木汽车（SUZUKI MOTOR),"37,184.9","1,852.4",日本,+
407,海尔智家股份有限公司（HAIER SMART HOME),"36,928.8","2,344.4",中国,+
408,X5零售集团（X5 RETAIL GROUP),"36,921.9",918.8,荷兰,+
409,法国邮政（LA POSTE),"36,834.9",555.7,法国,+
410,杭州钢铁集团有限公司（HANGZHOU IRON AND STEEL GROUP),"36,772.3",197.3,中国,+
411,上海医药集团股份有限公司（SHANGHAI PHARMACEUTICALS HOLDING),"36,768.8",532.3,中国,+
412,山东高速集团有限公司（SHANDONG HI-SPEED GROUP),"36,743.8",491.6,中国,+
413,霍尼韦尔国际公司（HONEYWELL INTERNATIONAL),"36,662","5,658",美国,+
414,广东省广新控股集团有限公司（GUANGDONG GUANGXIN HOLDINGS GROUP),"36,608.9",86,中国,+
415,顺丰控股股份有限公司（S.F. HOLDING),"36,502.4","1,163.2",中国,+
416,三菱电机股份有限公司（MITSUBISHI ELECTRIC),"36,379.9","1,971.6",日本,+
417,广州医药集团有限公司（GUANGZHOU PHARMACEUTICAL HOLDINGS),"36,309.8",324,中国,+
418,中国大唐集团有限公司（CHINA DATANG),"36,266.4",332.9,中国,+
419,曼福集团（MAPFRE GROUP),"36,097.7",732.1,西班牙,+
420,CFE公司（CFE),"36,077.6","5,481.6",墨西哥,+
421,怡和集团（JARDINE MATHESON),"36,049",686,中国,+
422,亿滋国际（MONDELEZ INTERNATIONAL),"36,016","4,959",美国,+
423,大和房建（DAIWA HOUSE INDUSTRY),"35,999.4","2,067.1",日本,+
424,星巴克公司（STARBUCKS),"35,975.6","4,124.5",美国,+
425,新加坡奥兰集团（OLAM GROUP),"35,952.8",207.6,新加坡,+
426,高通（QUALCOMM),"35,820","7,232",美国,+
427,博通公司（BROADCOM),"35,819","14,082",美国,+
428,日本钢铁工程控股公司（JFE HOLDINGS),"35,803.7","1,366",日本,+
429,海亮集团有限公司（HAILIANG GROUP),"35,701.8",32.2,中国,+
430,US Foods Holding公司（US FOODS HOLDING),"35,597",506,美国,+
431,ELO集团（ELO GROUP),"35,569",-409.7,法国,+
432,Migros集团（MIGROS GROUP),"35,563.1",205.9,瑞士,+
433,Mercadona公司（MERCADONA),"35,525.4","1,090.7",西班牙,+
434,D.R. Horton公司（D.R. HORTON),"35,460.4","4,745.7",美国,+
435,中国电子信息产业集团有限公司（CHINA ELECTRONICS),"35,390.9",26.8,中国,+
436,蜀道投资集团有限责任公司（SHUDAO INVESTMENT GROUP),"35,379.3",685.9,中国,+
437,中国中煤能源集团有限公司（CHINA NATIONAL COAL GROUP),"35,364","2,154.2",中国,+
438,铜陵有色金属集团控股有限公司（TONGLING NONFERROUS METALS GROUP),"35,244.5",59.7,中国,+
439,长江和记实业有限公司（CK HUTCHISON HOLDINGS),"35,199.8","3,001.7",中国,+
440,菲利普－莫里斯国际公司（PHILIP MORRIS INTERNATIONAL),"35,174","7,813",美国,+
441,帕卡公司（PACCAR),"35,127.4","4,600.8",美国,+
442,拼多多控股公司（PDD HOLDINGS),"34,981.1","8,479.2",中国,+
443,CRH公司（CRH),"34,949","3,178",爱尔兰,+
444,广达电脑公司（QUANTA COMPUTER),"34,860.2","1,274.1",中国,+
445,赛富时（SALESFORCE),"34,857","4,136",美国,+
446,友邦保险控股有限公司（AIA GROUP),"34,851","3,764",中国,+
447,纽柯（NUCOR),"34,713.5","4,524.8",美国,+
448,捷普公司（JABIL),"34,702",818,美国,+
449,澳大利亚国民银行（NATIONAL AUSTRALIA BANK),"34,549.9","4,934.3",澳大利亚,+
450,SAP公司（SAP),"34,542","6,636.6",德国,+
451,中国中车集团有限公司（CRRC GROUP),"34,519.7",861.5,中国,+
452,上海德龙钢铁集团有限公司（SHANGHAI DELONG STEEL GROUP),"34,399.5",223.3,中国,+
453,莱纳公司（LENNAR),"34,233.4","3,938.5",美国,+
454,损保控股有限公司（SOMPO HOLDINGS),"34,136.3","2,878.7",日本,+
455,美国礼来公司（ELI LILLY),"34,124.1","5,240.4",美国,+
456,韩国天然气公司（KOREA GAS),"34,114.8",-582.8,韩国,+
457,Molina Healthcare公司（MOLINA HEALTHCARE),"34,072","1,091",美国,+
458,北京建龙重工集团有限公司（BEIJING JIANLONG HEAVY INDUSTRY GROUP),"34,069.6",138.9,中国,+
459,康明斯公司（CUMMINS),"34,065",735,美国,+
460,陕西建工控股集团有限公司（SHAANXI CONSTRUCTION ENGINEERING HOLDING),"34,060.9",352.7,中国,+
461,荷兰合作银行集团（RABOBANK GROUP),"34,042.6","4,634.5",荷兰,+
462,爱信（AISIN),"33,969.6",628.3,日本,+
463,Rajesh Exports公司（RAJESH EXPORTS),"33,944.1",40.5,印度,+
464,英美烟草集团（BRITISH AMERICAN TOBACCO),"33,907.4","-17,855.4",英国,+
465,台湾中油股份有限公司（CPC),"33,903.7",-656.7,中国,+
466,纽约梅隆银行（BANK OF NEW YORK MELLON),"33,805","3,286",美国,+
467,通威集团有限公司（TONGWEI GROUP),"33,731.3",593.9,中国,+
468,Netflix公司（NETFLIX),"33,723.3","5,408",美国,+
469,诺和诺德公司（NOVO NORDISK),"33,703.8","12,143.4",丹麦,+
470,首钢集团有限公司（SHOUGANG GROUP),"33,621.3",343.8,中国,+
471,山西焦煤集团有限责任公司（SHANXI COKING COAL GROUP),"33,533.2","1,252.5",中国,+
472,广西投资集团有限公司（GUANGXI INVESTMENT GROUP),"33,428.1",68.1,中国,+
473,俄罗斯外贸银行（VTB BANK),"33,420.2","4,936.4",俄罗斯,+
474,马自达汽车株式会社（MAZDA MOTOR),"33,403","1,437.1",日本,+
475,湖南钢铁集团有限公司（HUNAN IRON & STEEL GROUP),"33,344.8",834,中国,+
476,加拿大鲍尔集团（POWER CORP. OF CANADA),"33,264.8","1,665.3",加拿大,+
477,Truist Financial公司（TRUIST FINANCIAL),"33,246","-1,091",美国,+
478,西门子能源（SIEMENS ENERGY),"33,184.9","-4,832.9",德国,+
479,斯伦贝谢公司（SCHLUMBERGER),"33,135","4,203",美国,+
480,哥伦比亚国家石油公司（ECOPETROL),"33,126.5","4,872.4",哥伦比亚,+
481,艾睿电子（ARROW ELECTRONICS),"33,107.1",903.5,美国,+
482,Jerónimo Martins公司（JERÓNIMO MARTINS),"33,089.1",817.3,葡萄牙,+
483,中国航空油料集团有限公司（CHINA NATIONAL AVIATION FUEL GROUP),"32,984.2",98.8,中国,+
484,澳洲联邦银行（COMMONWEALTH BANK OF AUSTRALIA),"32,980.5","6,788.5",澳大利亚,+
485,英国森特理克集团（CENTRICA),"32,882.1","4,883",英国,+
486,林德集团（LINDE),"32,854","6,199",英国,+
487,喜力公司（HEINEKEN),"32,823.1","1,269.2",荷兰,+
488,立讯精密工业股份有限公司（LUXSHARE PRECISION INDUSTRY),"32,758.5","1,547.2",中国,+
489,3M公司（3M),"32,681","-6,995",美国,+
490,Visa公司（VISA),"32,653","17,273",美国,+
491,阿波罗全球管理公司（APOLLO GLOBAL MANAGEMENT),"32,644","5,047",美国,+
492,阿联酋航空集团（EMIRATES GROUP),"32,637.9","4,692.1",阿拉伯联合酋长国,+
493,Vibra Energia公司（VIBRA ENERGIA),"32,634.1",954.5,巴西,+
494,麦德龙（METRO),"32,579.2",468.1,德国,+
495,斯巴鲁公司（SUBARU),"32,540.1","2,664.4",日本,+
496,法国航空－荷兰皇家航空集团（AIR FRANCE-KLM GROUP),"32,452.3","1,009.7",法国,+
497,Enbridge公司（ENBRIDGE),"32,349.5","4,588.3",加拿大,+
498,瑞士ABB集团（ABB),"32,235","3,745",瑞士,+
499,日本三菱重工业股份有限公司（MITSUBISHI HEAVY INDUSTRIES),"32,223.2","1,536.2",日本,+
500,三星C&T公司（SAMSUNG C&T),"32,077.9","1,698.5",韩国,+
